,ForecastCurrent
1949,79.833336
1950,94.25
1951,59.625
1952,35.125
1953,18.875
1954,6.166667
1955,20.041666
1956,16.916666
1957,19.208334
1958,36.708332
1959,52.041668
1960,53.791668
1961,54.791668
1962,74.291664
1963,83.541664
1964,137.666672
1965,190.583328
1966,234.375
1967,122.333336
1968,135.0
1969,61.75
1970,77.291664
1971,73.958336
1972,91.291664
1973,98.25
1974,144.458328
1975,153.333328
1976,108.208336
1977,95.291664
1978,44.208332
1979,40.791668
1980,22.541666
1981,21.041666
1982,15.541667
1983,44.333332
1984,60.291668
1985,78.958336
1986,177.458328
1987,214.5
1988,143.666672
1989,151.375
1990,167.458328
1991,134.5
1992,116.5
1993,121.458336
1994,157.833328
1995,126.0
1996,89.541664
1997,62.25
1998,47.416668
1999,60.5
2000,42.833332
2001,22.75
2002,4.375
2003,14.041667
2004,22.708334
2005,39.458332
2006,46.0
2007,51.833332
2008,70.041664
2009,73.125
2010,127.125
2011,124.458336
2012,114.375
2013,74.125
2014,33.583332
2015,50.833332
2016,48.0
2017,47.333332
2018,54.458332
2019,64.583336
2020,72.791664
2021,54.291668
2022,60.708332
2023,76.125
2024,27.958334
2025,25.583334
2026,5.875
2027,40.833332
2028,84.458336
2029,174.625
2030,186.291672
2031,229.125
2032,217.083328
2033,172.375
2034,142.416672
2035,120.208336
2036,108.958336
2037,78.875
2038,34.0
2039,60.916668
2040,49.583332
2041,56.791668
2042,48.375
2043,55.5
2044,58.125
2045,52.583332
2046,55.041668
2047,65.5
2048,58.833332
2049,92.333336
2050,78.916664
2051,119.333336
2052,158.75
2053,162.291672
2054,151.333328
2055,98.208336
2056,98.708336
2057,119.583336
2058,98.125
2059,43.291668
2060,25.333334
2061,16.0
2062,17.583334
2063,55.833332
2064,62.166668
2065,66.291664
2066,79.541664
2067,83.916664
2068,121.75
2069,69.833336
2070,44.291668
2071,18.5
2072,24.833334
2073,15.25
2074,40.666668
2075,92.083336
2076,83.083336
2077,75.958336
2078,102.208336
2079,267.0
2080,154.583328
2081,149.291672
2082,106.291664
2083,169.708328
2084,218.791672
2085,275.916656
2086,273.625
2087,348.583344
2088,338.916656
2089,233.875
2090,361.125
2091,367.416656
2092,366.0
2093,361.0
2094,353.75
2095,360.0
2096,357.75
2097,350.791656
2098,332.958344
2099,341.791656
2100,294.75
2101,262.333344
2102,210.958328
2103,208.916672
2104,269.416656
2105,103.125
2106,96.875
2107,20.208334
2108,24.375
2109,50.041668
2110,124.625
2111,116.208336
2112,145.875
2113,164.291672
2114,221.208328
2115,272.666656
2116,214.916672
2117,122.291664
2118,92.5
2119,90.0
2120,33.041668
2121,97.166664
2122,73.791664
2123,117.666664
2124,153.666672
2125,68.708336
2126,106.791664
2127,202.166672
2128,182.291672
2129,146.166672
2130,93.291664
2131,128.958328
2132,64.541664
2133,120.25
2134,50.875
2135,2.041667
2136,1.458333
2137,17.75
2138,12.0
2139,7.0
2140,5.291667
2141,0.458333
2142,0.166667
2143,0.0
2144,0.0
2145,1.5
2146,16.208334
2147,43.0
2148,64.708336
2149,63.958332
2150,56.208332
2151,53.25
2152,70.625
2153,102.916664
2154,142.291672
2155,277.041656
2156,223.541672
2157,299.166656
2158,309.291656
2159,340.916656
2160,343.958344
2161,341.583344
2162,345.333344
2163,299.291656
2164,302.041656
2165,272.291656
2166,268.208344
2167,297.833344
2168,299.041656
2169,301.416656
2170,319.083344
2171,330.25
2172,352.458344
2173,340.25
2174,327.625
2175,322.125
2176,213.083328
2177,255.125
2178,268.75
2179,324.208344
2180,335.291656
2181,351.166656
2182,337.25
2183,348.791656
2184,331.666656
2185,339.5
2186,343.75
2187,342.666656
2188,332.541656
2189,317.25
2190,343.416656
2191,323.833344
2192,328.25
2193,314.083344
2194,342.083344
2195,348.833344
2196,366.916656
2197,364.5
2198,365.125
2199,367.208344
2200,355.791656
2201,357.625
2202,362.625
2203,358.125
2204,358.833344
2205,367.0
2206,364.125
2207,364.583344
2208,360.833344
2209,362.208344
2210,364.125
2211,347.25
2212,352.375
2213,346.291656
2214,347.458344
2215,339.583344
2216,314.375
2217,314.833344
2218,297.958344
2219,328.708344
2220,357.041656
2221,336.25
2222,341.5
2223,293.958344
2224,284.041656
2225,221.375
2226,193.75
2227,148.75
2228,128.333328
2229,110.875
2230,132.958328
2231,116.166664
2232,97.875
2233,86.791664
2234,76.708336
2235,67.708336
2236,68.666664
2237,70.666664
2238,67.041664
2239,61.208332
2240,50.625
2241,42.125
2242,31.875
2243,46.875
2244,51.75
2245,39.0
2246,35.041668
2247,18.333334
2248,12.125
2249,7.458333
2250,1.916667
2251,10.541667
2252,1.583333
2253,9.791667
2254,17.958334
2255,52.458332
2256,72.041664
2257,72.458336
2258,41.083332
2259,40.083332
2260,70.041664
2261,112.833336
2262,140.375
2263,140.208328
2264,112.708336
2265,113.416664
2266,95.541664
2267,113.958336
2268,110.708336
2269,91.166664
2270,101.583336
2271,61.5
2272,222.083328
2273,315.125
2274,342.416656
2275,320.458344
2276,332.625
2277,345.083344
2278,262.458344
2279,251.333328
2280,261.083344
2281,285.833344
2282,267.791656
2283,318.791656
2284,292.875
2285,303.25
2286,279.875
2287,167.333328
2288,150.125
2289,108.583336
2290,81.083336
2291,88.041664
2292,47.916668
2293,25.958334
2294,18.125
2295,28.375
2296,86.5
2297,90.25
2298,106.041664
2299,116.875
2300,256.333344
2301,254.333328
2302,272.583344
2303,346.625
2304,201.75
2305,201.375
2306,176.958328
2307,223.791672
2308,186.041672
2309,207.708328
2310,150.166672
2311,96.958336
2312,64.791664
2313,64.791664
2314,91.041664
2315,114.333336
2316,92.791664
2317,66.666664
2318,50.916668
2319,12.708333
2320,4.166667
2321,0.0
2322,0.0
2323,2.375
2324,0.875
2325,3.0
2326,0.583333
2327,3.625
2328,18.625
2329,20.5
2330,38.583332
2331,81.541664
2332,98.125
2333,79.625
2334,61.25
2335,48.291668
2336,66.25
2337,64.0
2338,37.291668
2339,46.041668
2340,46.75
2341,51.75
2342,33.041668
2343,1.458333
2344,3.208333
2345,39.541668
2346,159.708328
2347,233.583328
2348,211.333328
2349,215.458328
2350,139.458328
2351,231.333328
2352,178.458328
2353,148.375
2354,128.708328
2355,126.125
2356,171.708328
2357,171.083328
2358,191.125
2359,74.875
2360,93.625
2361,118.958336
2362,102.833336
2363,60.041668
2364,70.5
2365,81.875
2366,73.583336
2367,66.708336
2368,55.25
2369,86.291664
2370,28.291666
2371,88.25
2372,59.458332
2373,46.541668
2374,42.291668
2375,48.583332
2376,39.125
2377,30.208334
2378,25.958334
2379,8.0
2380,4.916667
2381,8.375
2382,27.625
2383,44.5
2384,45.5
2385,69.083336
2386,88.208336
2387,73.458336
2388,64.666664
2389,34.166668
2390,39.75
2391,45.083332
2392,33.583332
2393,19.291666
2394,19.458334
2395,22.416666
2396,19.125
2397,37.125
2398,40.958332
2399,43.333332
2400,16.625
2401,7.166667
2402,0.0
2403,0.0
2404,0.0
2405,0.0
2406,0.208333
2407,0.958333
2408,1.375
2409,4.541667
2410,2.541667
2411,1.333333
2412,3.333333
2413,8.208333
2414,7.333333
2415,9.375
2416,21.0
2417,51.375
2418,84.75
2419,103.625
2420,130.875
2421,271.75
2422,257.416656
2423,232.333328
2424,179.583328
2425,169.75
2426,179.041672
2427,211.75
2428,174.416672
2429,149.625
2430,130.833328
2431,66.083336
2432,94.208336
2433,89.291664
2434,70.416664
2435,21.5
2436,40.791668
2437,83.083336
2438,162.5
2439,119.208336
2440,148.958328
2441,194.333328
2442,267.875
2443,286.041656
2444,313.541656
2445,290.041656
2446,249.0
2447,299.166656
2448,344.0
2449,362.583344
2450,363.583344
2451,346.0
2452,342.333344
2453,329.0
2454,319.833344
2455,294.5
2456,272.291656
2457,197.75
2458,120.916664
2459,33.958332
2460,48.125
2461,51.916668
2462,216.958328
2463,311.916656
2464,347.583344
2465,272.333344
2466,116.25
2467,112.916664
2468,111.875
2469,90.916664
2470,140.208328
2471,198.041672
2472,207.125
2473,153.041672
2474,163.041672
2475,223.083328
2476,175.333328
2477,136.5
2478,90.583336
2479,94.625
2480,121.541664
2481,156.583328
2482,163.458328
2483,164.541672
2484,127.416664
2485,131.833328
2486,179.625
2487,279.333344
2488,296.708344
2489,309.583344
2490,310.791656
2491,339.875
2492,357.333344
2493,351.875
2494,330.708344
2495,334.625
2496,355.25
2497,351.083344
2498,361.291656
2499,342.791656
2500,340.0
2501,353.458344
2502,327.791656
2503,321.416656
2504,319.625
2505,320.208344
2506,327.875
2507,314.458344
2508,345.916656
2509,320.75
2510,328.083344
2511,342.25
2512,358.583344
2513,350.541656
2514,346.166656
2515,353.958344
2516,361.791656
2517,339.833344
2518,334.416656
2519,337.0
2520,249.416672
2521,259.958344
2522,245.875
2523,211.75
2524,255.291672
2525,311.583344
2526,282.5
2527,240.5
2528,259.833344
2529,212.625
2530,198.5
2531,174.208328
2532,119.791664
2533,82.291664
2534,87.291664
2535,81.458336
2536,150.583328
2537,113.541664
2538,30.666666
2539,53.125
2540,72.833336
2541,82.875
2542,67.541664
2543,68.125
2544,22.541666
2545,7.791667
2546,6.416667
2547,10.291667
2548,5.25
2549,1.583333
2550,0.25
2551,0.0
2552,0.0
2553,0.0
2554,0.0
2555,0.541667
2556,0.666667
2557,0.0
2558,0.916667
2559,0.833333
2560,1.458333
2561,7.416667
2562,2.166667
2563,10.916667
2564,20.541666
2565,25.666666
2566,34.041668
2567,30.375
2568,14.666667
2569,4.291667
2570,0.791667
2571,0.5
2572,0.958333
2573,2.0
2574,8.75
2575,0.625
2576,3.041667
2577,13.25
2578,10.208333
2579,35.875
2580,62.333332
2581,53.791668
2582,39.916668
2583,35.083332
2584,10.208333
2585,7.458333
2586,21.208334
2587,43.666668
2588,47.041668
2589,22.041666
2590,18.75
2591,20.041666
2592,25.541666
2593,31.25
2594,43.166668
2595,62.208332
2596,40.958332
2597,33.625
2598,49.875
2599,37.458332
2600,39.25
2601,25.75
2602,21.125
2603,33.083332
2604,44.333332
2605,23.75
2606,19.083334
2607,41.458332
2608,28.083334
2609,16.708334
2610,10.958333
2611,21.291666
2612,19.333334
2613,9.208333
2614,8.25
2615,9.208333
2616,9.041667
2617,26.416666
2618,6.125
2619,4.166667
2620,1.416667
2621,0.0
2622,0.166667
2623,0.5
2624,0.375
2625,3.166667
2626,4.708333
2627,7.5
2628,4.291667
2629,21.458334
2630,41.083332
2631,80.0
2632,107.458336
2633,110.166664
2634,118.041664
2635,141.375
2636,142.583328
2637,133.583328
2638,123.333336
2639,122.166664
2640,217.625
2641,305.458344
2642,269.333344
2643,241.291672
2644,198.833328
2645,184.625
2646,169.583328
2647,176.416672
2648,237.208328
2649,288.458344
2650,360.833344
2651,333.666656
2652,325.958344
2653,312.291656
2654,331.083344
2655,298.541656
2656,256.041656
2657,249.0
2658,318.833344
2659,260.333344
2660,303.625
2661,192.875
2662,226.208328
2663,159.625
2664,123.083336
2665,102.125
2666,91.875
2667,120.958336
2668,134.958328
2669,174.416672
2670,161.541672
2671,134.791672
2672,146.666672
2673,214.333328
2674,160.041672
2675,136.125
2676,129.166672
2677,147.791672
2678,124.458336
2679,96.875
2680,92.416664
2681,77.291664
2682,51.458332
2683,33.0
2684,33.375
2685,17.416666
2686,35.541668
2687,23.333334
2688,12.083333
2689,10.916667
2690,6.041667
2691,1.75
2692,2.416667
2693,2.25
2694,8.25
2695,8.375
2696,2.041667
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,0.833333
2703,0.0
2704,0.0
2705,0.0
2706,0.416667
2707,1.791667
2708,6.208333
2709,5.416667
2710,22.458334
2711,30.708334
2712,19.833334
2713,6.666667
2714,21.083334
2715,55.625
2716,46.958332
2717,72.083336
2718,62.625
2719,74.625
2720,118.833336
2721,200.291672
2722,216.333328
2723,232.75
2724,236.958328
2725,230.875
2726,305.708344
2727,322.291656
2728,326.125
2729,340.625
2730,289.541656
2731,289.333344
2732,309.916656
2733,273.833344
2734,125.0
2735,224.0
2736,86.375
2737,26.208334
2738,22.625
2739,6.0
2740,0.166667
2741,1.625
2742,3.083333
2743,8.208333
2744,9.25
2745,50.916668
2746,65.958336
2747,83.708336
2748,91.541664
2749,35.625
2750,91.666664
2751,36.458332
2752,21.958334
2753,17.041666
2754,18.875
2755,21.375
2756,33.541668
2757,17.166666
2758,44.208332
2759,59.541668
2760,42.583332
2761,27.875
2762,29.125
2763,43.583332
2764,43.291668
2765,57.5
2766,52.416668
2767,42.458332
2768,38.25
2769,56.791668
2770,54.208332
2771,44.625
2772,29.958334
2773,10.583333
2774,19.875
2775,33.041668
2776,21.5
2777,27.083334
2778,19.791666
2779,8.75
2780,8.25
2781,4.0
2782,2.166667
2783,4.208333
2784,5.458333
2785,14.291667
2786,16.333334
2787,18.666666
2788,19.916666
2789,44.75
2790,23.916666
2791,13.208333
2792,9.041667
2793,8.791667
2794,10.583333
2795,18.833334
2796,13.375
2797,6.083333
2798,6.25
2799,5.833333
2800,6.875
2801,28.0
2802,38.333332
2803,49.916668
2804,38.791668
2805,11.625
2806,6.625
2807,26.125
2808,51.333332
2809,45.458332
2810,72.833336
2811,113.833336
2812,82.666664
2813,55.708332
2814,37.208332
2815,17.708334
2816,5.125
2817,17.541666
2818,22.541666
2819,14.583333
2820,23.875
2821,18.958334
2822,6.541667
2823,0.625
2824,8.833333
2825,38.75
2826,17.166666
2827,1.666667
2828,19.833334
2829,25.583334
2830,17.541666
2831,25.458334
2832,28.125
2833,26.041666
2834,39.041668
2835,23.333334
2836,13.416667
2837,30.416666
2838,48.166668
2839,64.625
2840,65.166664
2841,64.833336
2842,100.0
2843,55.583332
2844,61.125
2845,177.666672
2846,166.791672
2847,166.833328
2848,149.833328
2849,180.791672
2850,171.541672
2851,152.25
2852,172.75
2853,139.958328
2854,113.958336
2855,72.041664
2856,12.0
2857,29.041666
2858,48.208332
2859,108.416664
2860,124.708336
2861,161.375
2862,220.958328
2863,188.0
2864,191.333328
2865,128.416672
2866,74.583336
2867,108.208336
2868,47.666668
2869,91.625
2870,131.916672
2871,57.166668
2872,26.375
2873,5.333333
2874,0.0
2875,0.0
2876,2.916667
2877,14.375
2878,30.208334
2879,160.25
2880,22.166666
2881,20.5
2882,32.25
2883,26.041666
2884,6.333333
2885,14.583333
2886,26.833334
2887,17.875
2888,31.75
2889,21.208334
2890,7.958333
2891,53.458332
2892,6.083333
2893,2.666667
2894,10.5
2895,44.041668
2896,2.916667
2897,60.416668
2898,66.791664
2899,33.416668
2900,35.083332
2901,42.458332
2902,84.041664
2903,106.75
2904,69.875
2905,78.0
2906,73.25
2907,77.583336
2908,71.458336
2909,103.833336
2910,84.916664
2911,106.958336
2912,99.375
2913,55.625
2914,83.083336
2915,68.416664
2916,109.416664
2917,73.916664
2918,102.75
2919,79.791664
2920,114.916664
2921,139.458328
2922,130.833328
2923,173.416672
2924,170.958328
2925,201.166672
2926,212.541672
2927,209.041672
2928,177.291672
2929,140.166672
2930,120.458336
2931,92.0
2932,96.791664
2933,125.583336
2934,97.875
2935,131.791672
2936,119.583336
2937,97.291664
2938,90.708336
2939,91.583336
2940,55.833332
2941,53.25
2942,60.666668
2943,50.916668
2944,49.375
2945,77.5
2946,105.708336
2947,103.208336
2948,82.375
2949,68.458336
2950,72.291664
2951,78.083336
2952,32.375
2953,20.916666
2954,23.541666
2955,44.875
2956,66.583336
2957,87.916664
2958,56.458332
2959,56.958332
2960,74.791664
2961,88.541664
2962,83.5
2963,120.083336
2964,141.916672
2965,144.291672
2966,156.125
2967,87.875
2968,121.583336
2969,26.875
2970,58.833332
2971,51.708332
2972,62.083332
2973,51.208332
2974,58.541668
2975,52.541668
2976,88.0
2977,76.625
2978,87.916664
2979,58.75
2980,59.833332
2981,84.583336
2982,147.416672
2983,184.416672
2984,115.166664
2985,72.833336
2986,176.666672
2987,231.291672
2988,238.291672
2989,189.583328
2990,164.666672
2991,154.5
2992,96.416664
2993,72.125
2994,61.125
2995,89.625
2996,60.708332
2997,75.083336
2998,45.875
2999,61.875
3000,81.666664
3001,67.583336
3002,53.5
3003,34.666668
3004,39.916668
3005,54.875
3006,86.375
3007,129.375
3008,170.875
3009,246.25
3010,287.458344
3011,224.75
3012,255.375
3013,281.791656
3014,327.0
3015,317.041656
3016,340.916656
3017,349.125
3018,351.166656
3019,353.208344
3020,343.083344
3021,304.166656
3022,257.833344
3023,204.041672
3024,198.958328
3025,166.875
3026,156.458328
3027,85.458336
3028,100.333336
3029,102.958336
3030,86.958336
3031,114.5
3032,135.958328
3033,189.625
3034,179.291672
3035,135.041672
3036,106.5
3037,128.125
3038,159.041672
3039,97.041664
3040,97.833336
3041,81.666664
3042,129.166672
3043,130.416672
3044,107.291664
3045,86.75
3046,64.333336
3047,45.583332
3048,32.541668
3049,28.916666
3050,38.416668
3051,43.458332
3052,51.875
3053,48.375
3054,64.958336
3055,72.875
3056,47.291668
3057,51.916668
3058,51.25
3059,71.958336
3060,69.375
3061,48.083332
3062,93.25
3063,95.916664
3064,140.0
3065,171.166672
3066,118.291664
3067,83.5
3068,56.541668
3069,53.75
3070,18.708334
3071,17.5
3072,25.583334
3073,4.916667
3074,0.708333
3075,0.791667
3076,0.0
3077,0.0
3078,0.0
3079,0.0
3080,0.0
3081,0.0
3082,3.958333
3083,0.0
3084,0.0
3085,0.0
3086,0.375
3087,1.625
3088,3.833333
3089,8.083333
3090,24.958334
3091,54.083332
3092,111.75
3093,158.791672
3094,195.708328
3095,188.125
3096,202.333328
3097,150.291672
3098,124.708336
3099,92.208336
3100,67.208336
3101,44.666668
3102,42.708332
3103,30.041666
3104,7.083333
3105,2.208333
3106,0.0
3107,0.0
3108,3.708333
3109,51.833332
3110,172.458328
3111,330.291656
3112,353.625
3113,361.291656
3114,361.041656
3115,344.958344
3116,328.083344
3117,297.125
3118,196.833328
3119,203.666672
3120,173.25
3121,170.083328
3122,147.083328
3123,245.625
3124,287.5
3125,314.083344
3126,304.5
3127,351.958344
3128,338.0
3129,301.416656
3130,297.708344
3131,325.708344
3132,307.333344
3133,314.958344
3134,327.666656
3135,292.5
3136,252.708328
3137,219.5
3138,119.333336
3139,43.583332
3140,39.916668
3141,25.583334
3142,60.416668
3143,67.916664
3144,97.375
3145,180.25
3146,156.75
3147,132.791672
3148,180.25
3149,248.708328
3150,217.375
3151,277.083344
3152,218.583328
3153,212.833328
3154,173.833328
3155,233.666672
3156,299.375
3157,300.416656
3158,291.416656
3159,213.041672
3160,284.583344
3161,265.5
3162,253.25
3163,130.791672
3164,120.166664
3165,86.958336
3166,68.791664
3167,60.5
3168,24.416666
3169,23.958334
3170,37.708332
3171,80.458336
3172,87.541664
3173,104.25
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,3.458333
3179,5.416667
3180,7.791667
3181,17.958334
3182,11.0
3183,7.291667
3184,11.333333
3185,3.833333
3186,1.25
3187,0.125
3188,0.541667
3189,0.0
3190,0.291667
3191,0.666667
3192,8.708333
3193,64.791664
3194,100.208336
3195,171.333328
3196,121.291664
3197,165.791672
3198,127.333336
3199,136.708328
3200,106.791664
3201,110.458336
3202,140.041672
3203,123.041664
3204,142.833328
3205,132.75
3206,156.875
3207,102.916664
3208,71.708336
3209,132.375
3210,180.791672
3211,127.875
3212,80.0
3213,104.041664
3214,161.416672
3215,162.208328
3216,131.416672
3217,157.333328
3218,152.5
3219,129.375
3220,186.791672
3221,193.833328
3222,214.75
3223,213.708328
3224,215.666672
3225,202.625
3226,279.291656
3227,287.875
3228,212.541672
3229,247.291672
3230,330.583344
3231,313.916656
3232,309.166656
3233,279.25
3234,328.833344
3235,299.958344
3236,270.583344
3237,315.875
3238,338.666656
3239,315.375
3240,321.166656
3241,329.5
3242,346.5
3243,341.25
3244,350.375
3245,331.458344
3246,332.583344
3247,313.541656
3248,302.375
3249,301.791656
3250,284.958344
3251,331.75
3252,304.708344
3253,348.791656
3254,328.083344
3255,273.958344
3256,132.875
3257,137.166672
3258,203.75
3259,193.916672
3260,164.75
3261,214.5
3262,317.0
3263,315.375
3264,308.666656
3265,340.25
3266,332.416656
3267,319.333344
3268,330.208344
3269,315.5
3270,332.666656
3271,309.375
3272,304.291656
3273,315.666656
3274,337.875
3275,331.791656
3276,205.5
3277,241.583328
3278,361.75
3279,353.958344
3280,350.25
3281,324.25
3282,339.791656
3283,356.25
3284,320.75
3285,327.166656
3286,323.583344
3287,329.375
3288,314.666656
3289,337.75
3290,279.166656
3291,237.0
3292,236.166672
3293,67.916664
3294,101.916664
3295,98.916664
3296,56.791668
3297,86.625
3298,80.333336
3299,112.125
3300,157.541672
3301,235.583328
3302,295.291656
3303,322.25
3304,319.166656
3305,348.458344
3306,313.916656
3307,295.833344
3308,263.708344
3309,295.25
3310,288.291656
3311,270.75
3312,293.875
3313,303.875
3314,297.541656
3315,294.0
3316,290.583344
3317,250.041672
3318,314.291656
3319,309.125
3320,272.583344
3321,222.5
3322,196.833328
3323,174.416672
3324,172.75
3325,188.333328
3326,178.833328
3327,174.708328
3328,126.875
3329,51.875
3330,17.583334
3331,15.208333
3332,22.833334
3333,22.333334
3334,3.208333
3335,13.875
3336,17.0
3337,5.791667
3338,7.708333
3339,12.166667
3340,11.0
3341,1.625
3342,0.0
3343,0.5
3344,5.083333
3345,18.541666
3346,27.125
3347,33.458332
3348,32.958332
3349,24.625
3350,11.166667
3351,3.666667
3352,6.416667
3353,0.0
3354,0.0
3355,0.0
3356,0.458333
3357,7.0
3358,3.333333
3359,4.791667
3360,4.208333
3361,4.25
3362,2.291667
3363,1.416667
3364,11.166667
3365,7.291667
3366,17.0
3367,14.458333
3368,10.083333
3369,4.0
3370,0.0
3371,0.0
3372,0.041667
3373,2.958333
3374,4.5
3375,6.416667
3376,17.916666
3377,39.583332
3378,54.375
3379,82.583336
3380,88.166664
3381,101.833336
3382,137.541672
3383,112.75
3384,113.5
3385,93.625
3386,131.625
3387,109.25
3388,108.625
3389,94.208336
3390,97.875
3391,119.166664
3392,156.416672
3393,199.083328
3394,180.583328
3395,205.0
3396,222.208328
3397,168.333328
3398,214.208328
3399,306.875
3400,364.541656
3401,271.041656
3402,154.75
3403,268.583344
3404,270.958344
3405,194.25
3406,107.5
3407,50.166668
3408,24.208334
3409,35.666668
3410,41.458332
3411,3.25
3412,22.083334
3413,44.458332
3414,37.083332
3415,31.083334
3416,67.0
3417,74.583336
3418,104.416664
3419,144.916672
3420,179.0
3421,230.333328
3422,272.625
3423,265.583344
3424,302.166656
3425,218.708328
3426,199.875
3427,142.25
3428,112.875
3429,158.666672
3430,291.291656
3431,280.875
3432,233.0
3433,200.125
3434,294.875
3435,223.875
3436,245.625
3437,162.25
3438,258.208344
3439,272.583344
3440,284.208344
3441,279.458344
3442,313.458344
3443,323.041656
3444,313.041656
3445,287.041656
3446,329.541656
3447,316.625
3448,293.958344
3449,245.958328
3450,316.291656
3451,341.416656
3452,337.875
3453,353.166656
3454,365.291656
3455,336.875
3456,342.458344
3457,331.041656
3458,341.583344
3459,304.958344
3460,278.541656
3461,227.541672
3462,218.166672
3463,154.875
3464,127.875
3465,103.333336
3466,148.75
3467,147.833328
3468,84.541664
3469,40.708332
3470,23.583334
3471,15.833333
3472,8.541667
3473,11.333333
3474,13.083333
3475,15.791667
3476,9.041667
3477,7.333333
3478,2.625
3479,4.0
3480,5.708333
3481,11.833333
3482,5.041667
3483,6.541667
3484,4.291667
3485,0.0
3486,0.0
3487,2.75
3488,4.583333
3489,9.541667
3490,19.166666
3491,16.291666
3492,9.458333
3493,2.875
3494,0.0
3495,1.416667
3496,1.541667
3497,0.0
3498,0.0
3499,0.75
3500,0.875
3501,2.291667
3502,4.875
3503,7.75
3504,16.958334
3505,32.541668
3506,31.25
3507,11.291667
3508,4.541667
3509,5.708333
3510,10.916667
3511,19.875
3512,44.625
3513,77.5
3514,67.791664
3515,68.791664
3516,78.625
3517,106.166664
3518,95.25
3519,125.25
3520,245.541672
3521,239.166672
3522,193.041672
3523,129.541672
3524,154.166672
3525,141.5
3526,138.875
3527,179.916672
3528,126.083336
3529,96.625
3530,99.375
3531,94.666664
3532,107.5
3533,73.666664
3534,71.583336
3535,41.125
3536,38.458332
3537,42.666668
3538,45.583332
3539,32.041668
3540,31.916666
3541,25.541666
3542,19.958334
3543,24.083334
3544,35.416668
3545,18.0
3546,7.625
3547,4.125
3548,2.791667
3549,2.5
3550,0.5
3551,0.0
3552,0.875
3553,0.041667
3554,0.791667
3555,0.291667
3556,0.0
3557,0.0
3558,0.0
3559,0.0
3560,1.708333
3561,2.708333
3562,6.666667
3563,15.291667
3564,16.291666
3565,2.291667
3566,3.333333
3567,1.583333
3568,0.5
3569,2.125
3570,7.458333
3571,16.25
3572,10.0
3573,19.875
3574,18.791666
3575,0.0
3576,0.083333
3577,0.0
3578,0.333333
3579,0.791667
3580,3.5
3581,7.208333
3582,9.0
3583,10.25
3584,22.083334
3585,29.458334
3586,38.333332
3587,38.333332
3588,53.916668
3589,24.083334
3590,22.541666
3591,29.833334
3592,35.958332
3593,34.583332
3594,31.083334
3595,23.458334
3596,39.958332
3597,11.083333
3598,4.083333
3599,18.291666
3600,40.25
3601,88.166664
3602,215.166672
3603,213.833328
3604,180.125
3605,175.75
3606,156.0
3607,154.583328
3608,216.25
3609,219.0
3610,221.25
3611,223.333328
3612,332.375
3613,287.916656
3614,305.625
3615,286.541656
3616,267.833344
3617,156.291672
3618,144.25
3619,132.875
3620,151.958328
3621,150.416672
3622,154.416672
3623,153.0
3624,133.708328
3625,83.458336
3626,74.791664
3627,123.166664
3628,92.833336
3629,89.125
3630,113.0
3631,78.583336
3632,66.375
3633,55.791668
3634,42.583332
3635,27.666666
3636,16.833334
3637,27.875
3638,16.333334
3639,1.125
3640,0.458333
3641,0.0
3642,0.125
3643,0.208333
3644,2.208333
3645,5.708333
3646,8.958333
3647,7.791667
3648,1.208333
3649,0.375
3650,3.208333
3651,8.125
3652,11.208333
3653,11.25
3654,6.916667
3655,4.541667
3656,17.916666
3657,47.791668
3658,67.833336
3659,56.625
3660,70.375
3661,76.541664
3662,46.125
3663,30.125
3664,7.791667
3665,3.166667
3666,0.416667
3667,5.916667
3668,2.833333
3669,3.166667
3670,6.208333
3671,19.375
3672,32.291668
3673,32.291668
3674,29.708334
3675,25.0
3676,24.458334
3677,20.791666
3678,17.791666
3679,28.666666
3680,49.333332
3681,50.666668
3682,102.083336
3683,111.208336
3684,166.291672
3685,204.625
3686,235.666672
3687,226.208328
3688,279.083344
3689,275.416656
3690,251.625
3691,235.875
3692,198.666672
3693,158.083328
3694,189.5
3695,196.166672
3696,178.625
3697,174.333328
3698,147.541672
3699,131.333328
3700,104.583336
3701,81.5
3702,83.791664
3703,47.416668
3704,62.75
3705,56.875
3706,189.375
3707,163.833328
3708,170.333328
3709,230.625
3710,177.166672
3711,23.416666
3712,74.458336
3713,75.416664
3714,160.958328
3715,272.625
3716,205.791672
3717,50.791668
3718,238.791672
3719,238.625
3720,208.583328
3721,247.916672
3722,228.458328
3723,262.541656
3724,231.333328
3725,178.666672
3726,171.208328
3727,141.541672
3728,112.708336
3729,43.083332
3730,21.416666
3731,2.208333
3732,3.583333
3733,9.0
3734,11.291667
3735,52.166668
3736,90.625
3737,148.666672
3738,161.791672
3739,213.5
3740,347.333344
3741,251.416672
3742,206.25
3743,362.375
3744,364.916656
3745,367.125
3746,367.208344
3747,358.791656
3748,350.291656
3749,353.333344
3750,351.041656
3751,324.958344
3752,310.0
3753,302.875
3754,205.291672
3755,139.541672
3756,89.25
3757,50.916668
3758,255.708328
3759,165.166672
3760,75.125
3761,87.625
3762,43.208332
3763,0.625
3764,43.125
3765,82.791664
3766,102.791664
3767,109.875
3768,116.666664
3769,173.541672
3770,130.708328
3771,130.333328
3772,107.708336
3773,61.541668
