HourUTC;HourDK;PriceArea;ForecastType;ForecastDayAhead;ForecastIntraday;Forecast5Hour;Forecast1Hour;ForecastCurrent;TimestampUTC;TimestampDK
2020-01-01 01:00;2020-01-01 02:00;DK2;Offshore Wind;118,250000;;117,583336;102,375000;79,083336;2020-01-01 01:00;2020-01-01 02:00
2020-01-01 02:00;2020-01-01 03:00;DK2;Offshore Wind;103,500000;;106,833336;81,833336;95,208336;2020-01-01 02:05;2020-01-01 03:05
2020-01-01 03:00;2020-01-01 04:00;DK2;Offshore Wind;111,125000;;104,833336;101,708336;112,208336;2020-01-01 03:10;2020-01-01 04:10
2020-01-01 04:00;2020-01-01 05:00;DK2;Offshore Wind;143,708328;;105,541664;119,666664;127,791664;2020-01-01 04:00;2020-01-01 05:00
2020-01-01 05:00;2020-01-01 06:00;DK2;Offshore Wind;158,833328;;129,833328;140,208328;155,166672;2020-01-01 05:05;2020-01-01 06:05
2020-01-01 06:00;2020-01-01 07:00;DK2;Offshore Wind;154,625000;;131,083328;144,625000;160,958328;2020-01-01 06:05;2020-01-01 07:05
2020-01-01 07:00;2020-01-01 08:00;DK2;Offshore Wind;160,625000;139,791672;140,750000;139,708328;133,625000;2020-01-01 07:00;2020-01-01 08:00
2020-01-01 08:00;2020-01-01 09:00;DK2;Offshore Wind;158,125000;126,666664;155,541672;126,666664;135,083328;2020-01-01 08:05;2020-01-01 09:05
2020-01-01 09:00;2020-01-01 10:00;DK2;Offshore Wind;151,125000;135,541672;149,791672;140,708328;118,125000;2020-01-01 09:05;2020-01-01 10:05
2020-01-01 10:00;2020-01-01 11:00;DK2;Offshore Wind;154,958328;158,791672;162,958328;151,708328;128,708328;2020-01-01 10:00;2020-01-01 11:00
2020-01-01 11:00;2020-01-01 12:00;DK2;Offshore Wind;163,583328;177,375000;180,625000;159,458328;169,125000;2020-01-01 11:05;2020-01-01 12:05
2020-01-01 12:00;2020-01-01 13:00;DK2;Offshore Wind;184,541672;192,333328;192,333328;173,125000;148,833328;2020-01-01 12:05;2020-01-01 13:05
2020-01-01 13:00;2020-01-01 14:00;DK2;Offshore Wind;214,291672;200,916672;184,375000;153,333328;133,083328;2020-01-01 13:00;2020-01-01 14:00
2020-01-01 14:00;2020-01-01 15:00;DK2;Offshore Wind;200,458328;190,250000;179,583328;140,791672;112,375000;2020-01-01 14:05;2020-01-01 15:05
2020-01-01 15:00;2020-01-01 16:00;DK2;Offshore Wind;159,791672;150,833328;150,000000;118,166664;112,958336;2020-01-01 15:05;2020-01-01 16:05
2020-01-01 16:00;2020-01-01 17:00;DK2;Offshore Wind;136,166672;141,500000;136,500000;101,541664;124,958336;2020-01-01 16:00;2020-01-01 17:00
2020-01-01 17:00;2020-01-01 18:00;DK2;Offshore Wind;136,458328;150,041672;120,541664;109,083336;101,625000;2020-01-01 17:05;2020-01-01 18:05
2020-01-01 18:00;2020-01-01 19:00;DK2;Offshore Wind;136,041672;151,375000;81,541664;85,416664;64,500000;2020-01-01 18:05;2020-01-01 19:05
2020-01-01 19:00;2020-01-01 20:00;DK2;Offshore Wind;114,208336;114,750000;54,916668;45,166668;26,583334;2020-01-01 19:00;2020-01-01 20:00
2020-01-01 20:00;2020-01-01 21:00;DK2;Offshore Wind;108,250000;90,750000;41,125000;30,791666;18,250000;2020-01-01 20:05;2020-01-01 21:05
2020-01-01 21:00;2020-01-01 22:00;DK2;Offshore Wind;106,041664;92,000000;52,250000;36,583332;25,958334;2020-01-01 21:05;2020-01-01 22:05
2020-01-01 22:00;2020-01-01 23:00;DK2;Offshore Wind;105,083336;98,583336;55,958332;62,791668;65,166664;2020-01-01 22:00;2020-01-01 23:00
2020-01-01 23:00;2020-01-02 00:00;DK2;Offshore Wind;52,708332;;64,500000;78,500000;62,333332;2020-01-01 23:05;2020-01-02 00:05
2020-01-02 00:00;2020-01-02 01:00;DK2;Offshore Wind;54,583332;;56,791668;69,166664;69,625000;2020-01-02 00:05;2020-01-02 01:05
2020-01-02 01:00;2020-01-02 02:00;DK2;Offshore Wind;47,041668;;72,666664;77,166664;53,791668;2020-01-02 01:00;2020-01-02 02:00
2020-01-02 02:00;2020-01-02 03:00;DK2;Offshore Wind;50,166668;;77,750000;74,458336;47,041668;2020-01-02 02:05;2020-01-02 03:05
2020-01-02 03:00;2020-01-02 04:00;DK2;Offshore Wind;77,583336;;88,041664;65,208336;67,458336;2020-01-02 03:05;2020-01-02 04:05
2020-01-02 04:00;2020-01-02 05:00;DK2;Offshore Wind;117,333336;;98,625000;78,083336;65,583336;2020-01-02 04:00;2020-01-02 05:00
2020-01-02 05:00;2020-01-02 06:00;DK2;Offshore Wind;132,583328;;103,250000;75,666664;63,000000;2020-01-02 05:05;2020-01-02 06:05
2020-01-02 06:00;2020-01-02 07:00;DK2;Offshore Wind;145,625000;;94,708336;91,250000;60,583332;2020-01-02 06:05;2020-01-02 07:05
2020-01-02 07:00;2020-01-02 08:00;DK2;Offshore Wind;165,708328;67,958336;100,833336;84,041664;64,083336;2020-01-02 07:00;2020-01-02 08:00
2020-01-02 08:00;2020-01-02 09:00;DK2;Offshore Wind;176,750000;92,250000;123,708336;92,250000;66,750000;2020-01-02 08:05;2020-01-02 09:05
2020-01-02 09:00;2020-01-02 10:00;DK2;Offshore Wind;154,500000;98,291664;124,500000;98,583336;67,791664;2020-01-02 09:05;2020-01-02 10:05
2020-01-02 10:00;2020-01-02 11:00;DK2;Offshore Wind;161,416672;111,625000;120,666664;89,750000;74,791664;2020-01-02 10:00;2020-01-02 11:00
2020-01-02 11:00;2020-01-02 12:00;DK2;Offshore Wind;165,000000;126,958336;136,000000;93,458336;95,541664;2020-01-02 11:05;2020-01-02 12:05
2020-01-02 12:00;2020-01-02 13:00;DK2;Offshore Wind;157,083328;146,041672;146,041672;113,750000;79,625000;2020-01-02 12:05;2020-01-02 13:05
2020-01-02 13:00;2020-01-02 14:00;DK2;Offshore Wind;162,375000;171,708328;143,250000;122,625000;88,833336;2020-01-02 13:00;2020-01-02 14:00
2020-01-02 14:00;2020-01-02 15:00;DK2;Offshore Wind;179,916672;177,791672;175,041672;138,125000;105,958336;2020-01-02 14:05;2020-01-02 15:05
2020-01-02 15:00;2020-01-02 16:00;DK2;Offshore Wind;181,500000;169,666672;173,291672;142,958328;90,250000;2020-01-02 15:05;2020-01-02 16:05
2020-01-02 16:00;2020-01-02 17:00;DK2;Offshore Wind;195,208328;176,916672;180,916672;129,083328;105,458336;2020-01-02 16:00;2020-01-02 17:00
2020-01-02 17:00;2020-01-02 18:00;DK2;Offshore Wind;215,791672;202,250000;196,625000;160,375000;160,125000;2020-01-02 17:05;2020-01-02 18:05
2020-01-02 18:00;2020-01-02 19:00;DK2;Offshore Wind;237,041672;237,125000;219,125000;194,416672;170,458328;2020-01-02 18:05;2020-01-02 19:05
2020-01-02 19:00;2020-01-02 20:00;DK2;Offshore Wind;243,500000;258,500000;223,875000;183,000000;192,208328;2020-01-02 19:00;2020-01-02 20:00
2020-01-02 20:00;2020-01-02 21:00;DK2;Offshore Wind;266,166656;261,958344;214,791672;192,875000;156,791672;2020-01-02 20:05;2020-01-02 21:05
2020-01-02 21:00;2020-01-02 22:00;DK2;Offshore Wind;287,041656;283,875000;219,916672;179,208328;185,125000;2020-01-02 21:05;2020-01-02 22:05
2020-01-02 22:00;2020-01-02 23:00;DK2;Offshore Wind;300,083344;302,541656;225,208328;208,333328;219,291672;2020-01-02 22:00;2020-01-02 23:00
2020-01-02 23:00;2020-01-03 00:00;DK2;Offshore Wind;236,083328;;226,666672;237,250000;211,125000;2020-01-02 23:05;2020-01-03 00:05
2020-01-03 00:00;2020-01-03 01:00;DK2;Offshore Wind;253,208328;;250,458328;228,500000;208,666672;2020-01-03 00:05;2020-01-03 01:05
2020-01-03 01:00;2020-01-03 02:00;DK2;Offshore Wind;244,208328;;240,791672;205,333328;193,833328;2020-01-03 01:00;2020-01-03 02:00
2020-01-03 02:00;2020-01-03 03:00;DK2;Offshore Wind;241,625000;;242,166672;201,666672;202,291672;2020-01-03 02:05;2020-01-03 03:05
2020-01-03 03:00;2020-01-03 04:00;DK2;Offshore Wind;274,708344;;256,708344;223,250000;218,041672;2020-01-03 03:05;2020-01-03 04:05
2020-01-03 04:00;2020-01-03 05:00;DK2;Offshore Wind;294,625000;;247,333328;230,125000;213,291672;2020-01-03 04:00;2020-01-03 05:00
2020-01-03 05:00;2020-01-03 06:00;DK2;Offshore Wind;310,958344;;249,250000;233,041672;214,958328;2020-01-03 05:05;2020-01-03 06:05
2020-01-03 06:00;2020-01-03 07:00;DK2;Offshore Wind;312,500000;;246,750000;224,583328;205,625000;2020-01-03 06:05;2020-01-03 07:05
2020-01-03 07:00;2020-01-03 08:00;DK2;Offshore Wind;305,500000;207,708328;240,125000;213,083328;207,458328;2020-01-03 07:00;2020-01-03 08:00
2020-01-03 08:00;2020-01-03 09:00;DK2;Offshore Wind;306,208344;217,458328;245,416672;217,458328;208,875000;2020-01-03 08:05;2020-01-03 09:05
2020-01-03 09:00;2020-01-03 10:00;DK2;Offshore Wind;293,458344;214,875000;228,791672;213,750000;204,083328;2020-01-03 09:05;2020-01-03 10:05
2020-01-03 10:00;2020-01-03 11:00;DK2;Offshore Wind;287,916656;219,208328;220,041672;209,125000;195,291672;2020-01-03 10:00;2020-01-03 11:00
2020-01-03 11:00;2020-01-03 12:00;DK2;Offshore Wind;273,625000;216,791672;211,083328;198,208328;193,708328;2020-01-03 11:05;2020-01-03 12:05
2020-01-03 12:00;2020-01-03 13:00;DK2;Offshore Wind;247,916672;208,375000;208,375000;196,125000;178,083328;2020-01-03 12:05;2020-01-03 13:05
2020-01-03 13:00;2020-01-03 14:00;DK2;Offshore Wind;217,125000;184,541672;211,666672;180,416672;166,500000;2020-01-03 13:00;2020-01-03 14:00
2020-01-03 14:00;2020-01-03 15:00;DK2;Offshore Wind;200,125000;135,750000;181,333328;161,708328;144,750000;2020-01-03 14:05;2020-01-03 15:05
2020-01-03 15:00;2020-01-03 16:00;DK2;Offshore Wind;164,625000;108,500000;135,000000;118,000000;112,041664;2020-01-03 15:05;2020-01-03 16:05
2020-01-03 16:00;2020-01-03 17:00;DK2;Offshore Wind;146,375000;77,500000;83,375000;69,416664;49,125000;2020-01-03 16:00;2020-01-03 17:00
2020-01-03 17:00;2020-01-03 18:00;DK2;Offshore Wind;156,750000;103,583336;83,208336;76,875000;70,791664;2020-01-03 17:05;2020-01-03 18:05
2020-01-03 18:00;2020-01-03 19:00;DK2;Offshore Wind;163,291672;170,500000;120,541664;132,208328;51,291668;2020-01-03 18:05;2020-01-03 19:05
2020-01-03 19:00;2020-01-03 20:00;DK2;Offshore Wind;204,833328;209,708328;148,666672;116,125000;120,208336;2020-01-03 19:00;2020-01-03 20:00
2020-01-03 20:00;2020-01-03 21:00;DK2;Offshore Wind;234,458328;243,958328;193,958328;184,500000;187,458328;2020-01-03 20:05;2020-01-03 21:05
2020-01-03 21:00;2020-01-03 22:00;DK2;Offshore Wind;268,875000;266,333344;241,041672;237,250000;218,541672;2020-01-03 21:05;2020-01-03 22:05
2020-01-03 22:00;2020-01-03 23:00;DK2;Offshore Wind;290,791656;287,541656;267,291656;243,041672;208,916672;2020-01-03 22:00;2020-01-03 23:00
2020-01-03 23:00;2020-01-04 00:00;DK2;Offshore Wind;271,458344;;255,875000;223,625000;205,125000;2020-01-03 23:05;2020-01-04 00:05
2020-01-04 00:00;2020-01-04 01:00;DK2;Offshore Wind;277,708344;;270,500000;226,458328;216,250000;2020-01-04 00:05;2020-01-04 01:05
2020-01-04 01:00;2020-01-04 02:00;DK2;Offshore Wind;276,791656;;272,375000;223,875000;206,166672;2020-01-04 01:00;2020-01-04 02:00
2020-01-04 02:00;2020-01-04 03:00;DK2;Offshore Wind;283,291656;;265,416656;220,250000;210,541672;2020-01-04 02:05;2020-01-04 03:05
2020-01-04 03:00;2020-01-04 04:00;DK2;Offshore Wind;292,916656;;255,000000;229,166672;214,833328;2020-01-04 03:05;2020-01-04 04:05
2020-01-04 04:00;2020-01-04 05:00;DK2;Offshore Wind;303,875000;;248,833328;227,500000;211,625000;2020-01-04 04:00;2020-01-04 05:00
2020-01-04 05:00;2020-01-04 06:00;DK2;Offshore Wind;316,250000;;260,083344;231,166672;212,708328;2020-01-04 05:05;2020-01-04 06:05
2020-01-04 06:00;2020-01-04 07:00;DK2;Offshore Wind;317,125000;;250,791672;223,291672;206,541672;2020-01-04 06:05;2020-01-04 07:05
2020-01-04 07:00;2020-01-04 08:00;DK2;Offshore Wind;309,291656;207,166672;244,416672;216,250000;206,291672;2020-01-04 07:00;2020-01-04 08:00
2020-01-04 08:00;2020-01-04 09:00;DK2;Offshore Wind;309,041656;218,375000;240,666672;218,375000;206,958328;2020-01-04 08:05;2020-01-04 09:05
2020-01-04 09:00;2020-01-04 10:00;DK2;Offshore Wind;301,000000;218,166672;232,916672;210,791672;203,250000;2020-01-04 09:05;2020-01-04 10:05
2020-01-04 10:00;2020-01-04 11:00;DK2;Offshore Wind;306,666656;229,333328;236,208328;219,166672;212,583328;2020-01-04 10:00;2020-01-04 11:00
2020-01-04 11:00;2020-01-04 12:00;DK2;Offshore Wind;304,666656;234,583328;232,333328;217,791672;205,875000;2020-01-04 11:05;2020-01-04 12:05
2020-01-04 12:00;2020-01-04 13:00;DK2;Offshore Wind;298,458344;236,791672;236,791672;215,083328;205,583328;2020-01-04 12:05;2020-01-04 13:05
2020-01-04 13:00;2020-01-04 14:00;DK2;Offshore Wind;306,125000;245,791672;245,166672;221,291672;210,625000;2020-01-04 13:00;2020-01-04 14:00
2020-01-04 14:00;2020-01-04 15:00;DK2;Offshore Wind;310,791656;252,833328;246,291672;225,208328;210,458328;2020-01-04 14:05;2020-01-04 15:05
2020-01-04 15:00;2020-01-04 16:00;DK2;Offshore Wind;302,750000;247,541672;242,125000;218,958328;204,958328;2020-01-04 15:05;2020-01-04 16:05
2020-01-04 16:00;2020-01-04 17:00;DK2;Offshore Wind;301,041656;249,666672;243,791672;225,208328;216,125000;2020-01-04 16:00;2020-01-04 17:00
2020-01-04 17:00;2020-01-04 18:00;DK2;Offshore Wind;300,291656;269,583344;246,916672;222,916672;202,708328;2020-01-04 17:05;2020-01-04 18:05
2020-01-04 18:00;2020-01-04 19:00;DK2;Offshore Wind;287,125000;279,416656;232,375000;199,166672;202,333328;2020-01-04 18:05;2020-01-04 19:05
2020-01-04 19:00;2020-01-04 20:00;DK2;Offshore Wind;261,333344;256,541656;220,625000;199,416672;194,958328;2020-01-04 19:00;2020-01-04 20:00
2020-01-04 20:00;2020-01-04 21:00;DK2;Offshore Wind;216,625000;212,166672;181,500000;170,041672;156,750000;2020-01-04 20:05;2020-01-04 21:05
2020-01-04 21:00;2020-01-04 22:00;DK2;Offshore Wind;165,250000;174,750000;131,291672;140,916672;148,625000;2020-01-04 21:05;2020-01-04 22:05
2020-01-04 22:00;2020-01-04 23:00;DK2;Offshore Wind;126,875000;146,541672;119,666664;121,291664;112,458336;2020-01-04 22:00;2020-01-04 23:00
2020-01-04 23:00;2020-01-05 00:00;DK2;Offshore Wind;92,833336;;92,458336;107,833336;65,375000;2020-01-04 23:05;2020-01-05 00:05
2020-01-05 00:00;2020-01-05 01:00;DK2;Offshore Wind;64,583336;;60,708332;66,541664;51,666668;2020-01-05 00:05;2020-01-05 01:05
2020-01-05 01:00;2020-01-05 02:00;DK2;Offshore Wind;52,000000;;56,375000;37,125000;75,125000;2020-01-05 01:00;2020-01-05 02:00
2020-01-05 02:00;2020-01-05 03:00;DK2;Offshore Wind;49,958332;;54,833332;62,875000;60,250000;2020-01-05 02:05;2020-01-05 03:05
2020-01-05 03:00;2020-01-05 04:00;DK2;Offshore Wind;51,791668;;54,416668;63,166668;36,708332;2020-01-05 03:05;2020-01-05 04:05
2020-01-05 04:00;2020-01-05 05:00;DK2;Offshore Wind;61,833332;;48,666668;47,083332;54,750000;2020-01-05 04:00;2020-01-05 05:00
2020-01-05 05:00;2020-01-05 06:00;DK2;Offshore Wind;67,958336;;50,875000;65,000000;65,791664;2020-01-05 05:05;2020-01-05 06:05
2020-01-05 06:00;2020-01-05 07:00;DK2;Offshore Wind;64,416664;;62,125000;56,666668;58,375000;2020-01-05 06:05;2020-01-05 07:05
2020-01-05 07:00;2020-01-05 08:00;DK2;Offshore Wind;58,000000;44,750000;49,208332;48,000000;45,625000;2020-01-05 07:00;2020-01-05 08:00
2020-01-05 08:00;2020-01-05 09:00;DK2;Offshore Wind;52,541668;39,875000;37,500000;39,875000;35,708332;2020-01-05 08:05;2020-01-05 09:05
2020-01-05 09:00;2020-01-05 10:00;DK2;Offshore Wind;59,083332;41,625000;31,333334;47,625000;18,000000;2020-01-05 09:05;2020-01-05 10:05
2020-01-05 10:00;2020-01-05 11:00;DK2;Offshore Wind;77,541664;48,125000;43,958332;38,666668;50,916668;2020-01-05 10:00;2020-01-05 11:00
2020-01-05 11:00;2020-01-05 12:00;DK2;Offshore Wind;99,875000;58,916668;59,083332;61,333332;47,208332;2020-01-05 11:05;2020-01-05 12:05
2020-01-05 12:00;2020-01-05 13:00;DK2;Offshore Wind;125,416664;77,708336;77,708336;66,875000;68,333336;2020-01-05 12:05;2020-01-05 13:05
2020-01-05 13:00;2020-01-05 14:00;DK2;Offshore Wind;156,083328;110,583336;102,541664;97,625000;90,375000;2020-01-05 13:00;2020-01-05 14:00
2020-01-05 14:00;2020-01-05 15:00;DK2;Offshore Wind;172,333328;146,416672;119,833336;109,916664;150,375000;2020-01-05 14:05;2020-01-05 15:05
2020-01-05 15:00;2020-01-05 16:00;DK2;Offshore Wind;180,125000;163,791672;152,333328;130,375000;139,166672;2020-01-05 15:05;2020-01-05 16:05
2020-01-05 16:00;2020-01-05 17:00;DK2;Offshore Wind;206,333328;181,666672;148,750000;147,000000;138,583328;2020-01-05 16:00;2020-01-05 17:00
2020-01-05 17:00;2020-01-05 18:00;DK2;Offshore Wind;227,041672;207,333328;184,416672;168,708328;175,625000;2020-01-05 17:05;2020-01-05 18:05
2020-01-05 18:00;2020-01-05 19:00;DK2;Offshore Wind;237,291672;227,333328;201,208328;196,250000;183,291672;2020-01-05 18:05;2020-01-05 19:05
2020-01-05 19:00;2020-01-05 20:00;DK2;Offshore Wind;244,166672;244,125000;216,000000;196,916672;192,833328;2020-01-05 19:00;2020-01-05 20:00
2020-01-05 20:00;2020-01-05 21:00;DK2;Offshore Wind;237,958328;242,625000;216,500000;193,333328;181,916672;2020-01-05 19:50;2020-01-05 20:50
2020-01-05 21:00;2020-01-05 22:00;DK2;Offshore Wind;235,458328;236,333328;205,041672;187,000000;187,000000;2020-01-05 19:50;2020-01-05 20:50
2020-01-05 22:00;2020-01-05 23:00;DK2;Offshore Wind;242,833328;241,833328;210,375000;188,125000;144,416672;2020-01-05 22:00;2020-01-05 23:00
2020-01-05 23:00;2020-01-06 00:00;DK2;Offshore Wind;213,833328;;206,208328;163,458328;138,333328;2020-01-05 23:05;2020-01-06 00:05
2020-01-06 00:00;2020-01-06 01:00;DK2;Offshore Wind;192,083328;;181,208328;154,708328;115,375000;2020-01-06 00:05;2020-01-06 01:05
2020-01-06 01:00;2020-01-06 02:00;DK2;Offshore Wind;170,000000;;160,833328;143,583328;161,625000;2020-01-06 01:00;2020-01-06 02:00
2020-01-06 02:00;2020-01-06 03:00;DK2;Offshore Wind;172,041672;;172,416672;173,750000;154,500000;2020-01-06 02:05;2020-01-06 03:05
2020-01-06 03:00;2020-01-06 04:00;DK2;Offshore Wind;194,041672;;165,541672;161,500000;156,000000;2020-01-06 03:05;2020-01-06 04:05
2020-01-06 04:00;2020-01-06 05:00;DK2;Offshore Wind;213,458328;;159,333328;163,291672;149,875000;2020-01-06 04:00;2020-01-06 05:00
2020-01-06 05:00;2020-01-06 06:00;DK2;Offshore Wind;231,625000;;167,666672;148,666672;131,291672;2020-01-06 05:05;2020-01-06 06:05
2020-01-06 06:00;2020-01-06 07:00;DK2;Offshore Wind;226,458328;;166,958328;137,166672;159,833328;2020-01-06 06:05;2020-01-06 07:05
2020-01-06 07:00;2020-01-06 08:00;DK2;Offshore Wind;210,833328;165,708328;178,458328;150,166672;164,125000;2020-01-06 07:00;2020-01-06 08:00
2020-01-06 08:00;2020-01-06 09:00;DK2;Offshore Wind;197,666672;160,625000;178,375000;160,625000;102,875000;2020-01-06 08:05;2020-01-06 09:05
2020-01-06 09:00;2020-01-06 10:00;DK2;Offshore Wind;187,541672;137,791672;161,333328;108,166664;128,333328;2020-01-06 09:05;2020-01-06 10:05
2020-01-06 10:00;2020-01-06 11:00;DK2;Offshore Wind;186,416672;141,125000;141,916672;123,125000;111,625000;2020-01-06 10:00;2020-01-06 11:00
2020-01-06 11:00;2020-01-06 12:00;DK2;Offshore Wind;167,041672;131,416672;135,416672;109,166664;138,750000;2020-01-06 11:05;2020-01-06 12:05
2020-01-06 12:00;2020-01-06 13:00;DK2;Offshore Wind;143,250000;97,875000;97,875000;102,208336;88,333336;2020-01-06 12:05;2020-01-06 13:05
2020-01-06 13:00;2020-01-06 14:00;DK2;Offshore Wind;123,166664;79,208336;72,458336;74,875000;69,416664;2020-01-06 13:00;2020-01-06 14:00
2020-01-06 14:00;2020-01-06 15:00;DK2;Offshore Wind;103,166664;66,000000;67,458336;60,708332;71,083336;2020-01-06 14:05;2020-01-06 15:05
2020-01-06 15:00;2020-01-06 16:00;DK2;Offshore Wind;96,750000;69,208336;67,458336;67,041664;48,541668;2020-01-06 15:05;2020-01-06 16:05
2020-01-06 16:00;2020-01-06 17:00;DK2;Offshore Wind;120,750000;76,541664;74,708336;67,375000;66,208336;2020-01-06 16:00;2020-01-06 17:00
2020-01-06 17:00;2020-01-06 18:00;DK2;Offshore Wind;152,333328;120,208336;98,583336;99,875000;101,833336;2020-01-06 17:05;2020-01-06 18:05
2020-01-06 18:00;2020-01-06 19:00;DK2;Offshore Wind;173,125000;149,250000;116,708336;115,041664;98,041664;2020-01-06 18:05;2020-01-06 19:05
2020-01-06 19:00;2020-01-06 20:00;DK2;Offshore Wind;162,375000;159,583328;128,583328;113,875000;93,708336;2020-01-06 19:00;2020-01-06 20:00
2020-01-06 20:00;2020-01-06 21:00;DK2;Offshore Wind;136,166672;147,666672;136,375000;112,791664;107,583336;2020-01-06 20:05;2020-01-06 21:05
2020-01-06 21:00;2020-01-06 22:00;DK2;Offshore Wind;125,750000;131,250000;129,583328;103,791664;81,250000;2020-01-06 21:00;2020-01-06 22:00
2020-01-06 22:00;2020-01-06 23:00;DK2;Offshore Wind;136,333328;151,958328;111,458336;83,500000;107,541664;2020-01-06 22:00;2020-01-06 23:00
2020-01-06 23:00;2020-01-07 00:00;DK2;Offshore Wind;132,208328;;118,333336;119,875000;125,375000;2020-01-06 23:05;2020-01-07 00:05
2020-01-07 00:00;2020-01-07 01:00;DK2;Offshore Wind;159,958328;;110,666664;124,708336;96,708336;2020-01-07 00:05;2020-01-07 01:05
2020-01-07 01:00;2020-01-07 02:00;DK2;Offshore Wind;154,041672;;103,625000;86,875000;104,666664;2020-01-07 01:00;2020-01-07 02:00
2020-01-07 02:00;2020-01-07 03:00;DK2;Offshore Wind;122,541664;;74,666664;84,833336;83,625000;2020-01-07 02:05;2020-01-07 03:05
2020-01-07 03:00;2020-01-07 04:00;DK2;Offshore Wind;87,833336;;64,958336;69,541664;56,208332;2020-01-07 03:05;2020-01-07 04:05
2020-01-07 04:00;2020-01-07 05:00;DK2;Offshore Wind;85,541664;;57,708332;50,750000;28,250000;2020-01-07 03:55;2020-01-07 04:55
2020-01-07 05:00;2020-01-07 06:00;DK2;Offshore Wind;88,375000;;46,625000;36,083332;43,041668;2020-01-07 05:05;2020-01-07 06:05
2020-01-07 06:00;2020-01-07 07:00;DK2;Offshore Wind;90,208336;;52,833332;57,000000;47,333332;2020-01-07 06:05;2020-01-07 07:05
2020-01-07 07:00;2020-01-07 08:00;DK2;Offshore Wind;94,875000;72,708336;60,708332;77,083336;71,791664;2020-01-07 07:00;2020-01-07 08:00
2020-01-07 08:00;2020-01-07 09:00;DK2;Offshore Wind;94,375000;97,791664;76,166664;97,791664;114,083336;2020-01-07 08:05;2020-01-07 09:05
2020-01-07 09:00;2020-01-07 10:00;DK2;Offshore Wind;82,125000;111,791664;84,666664;112,625000;160,708328;2020-01-07 09:05;2020-01-07 10:05
2020-01-07 10:00;2020-01-07 11:00;DK2;Offshore Wind;83,708336;103,208336;104,583336;129,833328;146,208328;2020-01-07 10:00;2020-01-07 11:00
2020-01-07 11:00;2020-01-07 12:00;DK2;Offshore Wind;90,250000;104,000000;111,708336;120,958336;159,416672;2020-01-07 11:05;2020-01-07 12:05
2020-01-07 12:00;2020-01-07 13:00;DK2;Offshore Wind;96,666664;94,291664;94,291664;114,166664;110,708336;2020-01-07 12:05;2020-01-07 13:05
2020-01-07 13:00;2020-01-07 14:00;DK2;Offshore Wind;89,750000;79,041664;114,458336;122,041664;97,416664;2020-01-07 13:00;2020-01-07 14:00
2020-01-07 14:00;2020-01-07 15:00;DK2;Offshore Wind;91,458336;91,916664;148,250000;133,250000;89,708336;2020-01-07 14:05;2020-01-07 15:05
2020-01-07 15:00;2020-01-07 16:00;DK2;Offshore Wind;113,041664;122,000000;151,041672;131,750000;102,000000;2020-01-07 15:05;2020-01-07 16:05
2020-01-07 16:00;2020-01-07 17:00;DK2;Offshore Wind;146,958328;144,666672;161,291672;128,625000;137,750000;2020-01-07 16:00;2020-01-07 17:00
2020-01-07 17:00;2020-01-07 18:00;DK2;Offshore Wind;157,416672;180,541672;189,833328;160,666672;143,500000;2020-01-07 17:05;2020-01-07 18:05
2020-01-07 18:00;2020-01-07 19:00;DK2;Offshore Wind;184,625000;215,416672;213,250000;179,750000;153,666672;2020-01-07 18:05;2020-01-07 19:05
2020-01-07 19:00;2020-01-07 20:00;DK2;Offshore Wind;229,708328;247,958328;244,750000;217,833328;218,333328;2020-01-07 19:00;2020-01-07 20:00
2020-01-07 20:00;2020-01-07 21:00;DK2;Offshore Wind;261,125000;279,583344;269,041656;247,833328;223,166672;2020-01-07 20:05;2020-01-07 21:05
2020-01-07 21:00;2020-01-07 22:00;DK2;Offshore Wind;282,041656;294,625000;271,208344;233,041672;204,875000;2020-01-07 21:05;2020-01-07 22:05
2020-01-07 22:00;2020-01-07 23:00;DK2;Offshore Wind;298,458344;301,916656;265,416656;221,083328;212,708328;2020-01-07 22:00;2020-01-07 23:00
2020-01-07 23:00;2020-01-08 00:00;DK2;Offshore Wind;271,791656;;267,416656;223,833328;208,250000;2020-01-07 23:05;2020-01-08 00:05
2020-01-08 00:00;2020-01-08 01:00;DK2;Offshore Wind;271,083344;;261,958344;219,458328;209,958328;2020-01-08 00:05;2020-01-08 01:05
2020-01-08 01:00;2020-01-08 02:00;DK2;Offshore Wind;265,375000;;246,041672;207,541672;203,416672;2020-01-08 01:00;2020-01-08 02:00
2020-01-08 02:00;2020-01-08 03:00;DK2;Offshore Wind;270,791656;;236,208328;206,375000;203,500000;2020-01-08 02:05;2020-01-08 03:05
2020-01-08 03:00;2020-01-08 04:00;DK2;Offshore Wind;281,791656;;238,125000;219,500000;217,250000;2020-01-08 03:05;2020-01-08 04:05
2020-01-08 04:00;2020-01-08 05:00;DK2;Offshore Wind;295,541656;;237,833328;233,208328;203,250000;2020-01-08 04:00;2020-01-08 05:00
2020-01-08 05:00;2020-01-08 06:00;DK2;Offshore Wind;304,250000;;237,333328;217,666672;206,375000;2020-01-08 05:05;2020-01-08 06:05
2020-01-08 06:00;2020-01-08 07:00;DK2;Offshore Wind;302,208344;;235,375000;213,625000;201,375000;2020-01-08 06:05;2020-01-08 07:05
