,OffshoreWindGe100MW_MWh
1282,217.568558
1283,218.505524
1284,217.05423
1285,178.937912
1286,193.70369
1287,247.32785
1288,333.32135
1289,345.732971
1290,347.106995
1291,347.516602
1292,351.9086
1293,351.87088
1294,351.707458
1295,350.76355
1296,351.868469
1297,349.548767
1298,350.650452
1299,253.160522
1300,242.478775
1301,233.96611
1302,276.593201
1303,212.918518
1304,117.167572
1305,89.481026
1306,64.122963
1307,49.586327
1308,50.449902
1309,50.044281
1310,41.067528
1311,70.331459
1312,211.915787
1313,240.695038
1314,290.172882
1315,319.047119
1316,340.530426
1317,344.350372
1318,324.15863
1319,230.852554
1320,318.378601
1321,287.549591
1322,355.059967
1323,351.749908
1324,350.829315
1325,354.110809
1326,352.920166
1327,353.748108
1328,352.051422
1329,353.920349
1330,354.01062
1331,354.089417
1332,350.255707
1333,353.98999
1334,347.226044
1335,354.011963
1336,354.019501
1337,354.020935
1338,354.010803
1339,353.600616
1340,305.631104
1341,311.931641
1342,251.842209
1343,326.864166
1344,292.684784
1345,276.904297
1346,265.797546
1347,269.329498
1348,229.239243
1349,215.8815
1350,168.711853
1351,124.620834
1352,141.062958
1353,150.47406
1354,191.230499
1355,165.127548
1356,151.830902
1357,109.658974
1358,111.315605
1359,95.617592
1360,120.210999
1361,125.839981
1362,115.919495
1363,48.757538
1364,42.61087
1365,48.878273
1366,31.788511
1367,17.360884
1368,27.310335
1369,17.4104
1370,22.257612
1371,42.807446
1372,48.237679
1373,39.032417
1374,39.125076
1375,69.901108
1376,141.74353
1377,132.600555
1378,110.179024
1379,99.755363
1380,85.606499
1381,63.846294
1382,37.344746
1383,20.780514
1384,5.273189
1385,0.545623
1386,0.014346
1387,0.013718
1388,0.013066
1389,8.713073
1390,34.472889
1391,64.52961
1392,90.425079
1393,168.143677
1394,168.035049
1395,242.982574
1396,196.71936
1397,282.120331
1398,316.393005
1399,336.71875
1400,342.831848
1401,349.356934
1402,335.900146
1403,349.869995
1404,345.206726
1405,333.278168
1406,305.27887
1407,240.142426
1408,199.854248
1409,109.633636
1410,109.524254
1411,48.562759
1412,181.203796
1413,214.033417
1414,208.095337
1415,310.804413
1416,352.632507
1417,310.753235
1418,337.743774
1419,346.064453
1420,339.926575
1421,334.853851
1422,302.779877
1423,283.584442
1424,265.034363
1425,293.688232
1426,346.234344
1427,345.955414
1428,341.031189
1429,300.534058
1430,278.666138
1431,336.127686
1432,351.294678
1433,352.104034
1434,351.034271
1435,351.393982
1436,351.854218
1437,351.855377
1438,351.178955
1439,346.416809
1440,348.742706
1441,347.029022
1442,350.080872
1443,347.266296
1444,346.685028
1445,351.985474
1446,352.016571
1447,352.025116
1448,352.11673
1449,352.015472
1450,349.384949
1451,347.14798
1452,345.749634
1453,346.375763
1454,337.830078
1455,302.099762
1456,280.190857
1457,161.576431
1458,215.44342
1459,160.529892
1460,222.788544
1461,186.677444
1462,204.937866
1463,98.536537
1464,80.129349
1465,69.732841
1466,69.761429
1467,64.801399
1468,53.856472
1469,36.729046
1470,28.971703
1471,28.652821
1472,38.555683
1473,33.945724
1474,28.404396
1475,21.233253
1476,14.685384
1477,8.683115
1478,11.826102
1479,10.813311
1480,8.373348
1481,30.103401
1482,67.211533
1483,61.639618
1484,70.346252
1485,72.444565
1486,80.771507
1487,98.242638
1488,95.966728
1489,76.710304
1490,99.063751
1491,111.985352
1492,105.976059
1493,106.948112
1494,52.798603
1495,52.480221
1496,36.798836
1497,18.067062
1498,11.155147
1499,0.212699
1500,0.012426
1501,0.012808
1502,4.381456
1503,90.62175
1504,141.788803
1505,46.483105
1506,17.537767
1507,9.909528
1508,3.112906
1509,1.645085
1510,37.680641
1511,77.563698
1512,95.442635
1513,89.509789
1514,90.511185
1515,72.769859
1516,75.681274
1517,63.036564
1518,67.797714
1519,76.248299
1520,68.615601
1521,53.591625
1522,55.549549
1523,62.287834
1524,87.431549
1525,62.282169
1526,45.826855
1527,43.645771
1528,65.459839
1529,87.346359
1530,109.782104
1531,70.912941
1532,125.212425
1533,99.069687
1534,79.1716
1535,48.812725
1536,40.510307
1537,28.717604
1538,22.638842
1539,16.721766
1540,3.475825
1541,0.013065
1542,0.014245
1543,3.105538
1544,10.925963
1545,10.857124
1546,8.965889
1547,6.116096
1548,7.316592
1549,19.735081
1550,48.315742
1551,85.013145
1552,175.888535
1553,180.028015
1554,209.15239
1555,241.927475
1556,254.079071
1557,234.465469
1558,225.119385
1559,159.991135
1560,154.170456
1561,161.479965
1562,220.306442
1563,274.803528
1564,253.456055
1565,251.606262
1566,334.690094
1567,345.807739
1568,339.054352
1569,319.287659
1570,308.506226
1571,295.274323
1572,317.479584
1573,310.481506
1574,325.688171
1575,331.84436
1576,341.233826
1577,300.504181
1578,250.742416
1579,196.795258
1580,164.188339
1581,103.255791
1582,150.687775
1583,191.010223
1584,161.015152
1585,132.676498
1586,112.105186
1587,123.715981
1588,128.341812
1589,139.44429
1590,162.766251
1591,135.170166
1592,143.932297
1593,86.741974
1594,63.606377
1595,93.306038
1596,142.552078
1597,180.676819
1598,105.240227
1599,57.31366
1600,38.420235
1601,35.676586
1602,48.266724
1603,35.181446
1604,39.496201
1605,56.957478
1606,78.46299
1607,186.854996
1608,262.309052
1609,322.006897
1610,322.608856
1611,325.745728
1612,330.951752
1613,325.376892
1614,341.485016
1615,350.994568
1616,351.487793
1617,343.828125
1618,324.079987
1619,308.978912
1620,325.133484
1621,345.589417
1622,352.838348
1623,350.138519
1624,337.620026
1625,290.461121
1626,316.509094
1627,326.145233
1628,344.103088
1629,312.954956
1630,214.476807
1631,159.638885
1632,138.126984
1633,98.557411
1634,60.642952
1635,99.524475
1636,120.531212
1637,140.467392
1638,158.840973
1639,129.318024
1640,119.852531
1641,92.018692
1642,83.551285
1643,55.987988
1644,24.114353
1645,32.994747
1646,61.342415
1647,72.716087
1648,77.36364
1649,51.687744
1650,60.065666
1651,55.704891
1652,130.508926
1653,147.085876
1654,156.606613
1655,167.832336
1656,231.589828
1657,212.503342
1658,161.057037
1659,201.06871
1660,234.297653
1661,285.717224
1662,308.082489
1663,326.121368
1664,347.341095
1665,263.671844
1666,303.021454
1667,255.492111
1668,254.37262
1669,256.87027
1670,258.301971
1671,359.049866
1672,302.120239
1673,253.880737
1674,242.942307
1675,287.394257
1676,254.075516
1677,311.332458
1678,358.581421
1679,358.291565
1680,358.684357
1681,357.564911
1682,358.763611
1683,354.764954
1684,348.486023
1685,356.207428
1686,353.385223
1687,341.665344
1688,344.405548
1689,331.206238
1690,326.492157
1691,258.765411
1692,255.892975
1693,249.725113
1694,233.602509
1695,210.980621
1696,179.509186
1697,189.034195
1698,103.304634
1699,152.525543
1700,168.049881
1701,227.240082
1702,336.185303
1703,181.737045
1704,261.144104
1705,307.738708
1706,358.170563
1707,350.8638
1708,352.297302
1709,273.664093
1710,321.567596
1711,267.11795
1712,91.908516
1713,68.372162
1714,190.244308
1715,183.788696
1716,158.913849
1717,314.602325
1718,358.924194
1719,358.415863
1720,358.194733
1721,358.274475
1722,343.061401
1723,340.476746
1724,279.811188
1725,269.240601
1726,352.496582
1727,259.234161
1728,353.363098
1729,356.765076
1730,358.407928
1731,352.166718
1732,350.046265
1733,349.38446
1734,352.822296
1735,330.016815
1736,352.52243
1737,354.149933
1738,326.793671
1739,347.787842
1740,350.913361
1741,353.964661
1742,302.744629
1743,358.406708
1744,259.044586
1745,340.619843
1746,321.096283
1747,180.739456
1748,71.242233
1749,95.061516
1750,94.836128
1751,59.889462
1752,23.908501
1753,21.138712
1754,16.479227
1755,8.727696
1756,5.556431
1757,4.997023
1758,0.115766
1759,0.013921
1760,0.014258
1761,0.013554
1762,6.344167
1763,20.916159
1764,18.267359
1765,25.714722
1766,41.775078
1767,47.577244
1768,74.152084
1769,186.774857
1770,215.454575
1771,227.054245
1772,275.370087
1773,320.102112
1774,253.332932
1775,326.681519
1776,278.712646
1777,336.530823
1778,341.621033
1779,350.261658
1780,344.031769
1781,335.234131
1782,319.533264
1783,330.833954
1784,354.752289
1785,354.444305
1786,356.072113
1787,355.612335
1788,355.972198
1789,354.931793
1790,351.241974
1791,353.561798
1792,334.922424
1793,278.863342
1794,279.102448
1795,279.622437
1796,334.931793
1797,356.732178
1798,359.971375
1799,359.731781
1800,358.402344
1801,353.944611
1802,357.063995
1803,345.916962
1804,341.937683
1805,349.833771
1806,324.706146
1807,240.508469
1808,168.911041
1809,136.739624
1810,149.87941
1811,115.547684
1812,148.226913
1813,109.301186
1814,88.130028
1815,85.772881
1816,39.975632
1817,33.672909
1818,38.883137
1819,34.26881
1820,32.685635
1821,31.586454
1822,41.005672
1823,33.401398
1824,19.937004
1825,25.764414
1826,44.385506
1827,67.187218
1828,76.575676
1829,80.587708
1830,64.314018
1831,66.459137
1832,103.26297
1833,119.165085
1834,122.109985
1835,129.326416
1836,182.651474
1837,163.365479
1838,130.676834
1839,105.564445
1840,138.338608
1841,105.510269
1842,125.843056
1843,86.022118
1844,77.914787
1845,82.71051
1846,155.275589
1847,164.234222
1848,170.476257
1849,207.93866
1850,256.415375
1851,270.212433
1852,354.470001
1853,350.219757
1854,335.141815
1855,331.703339
1856,242.519379
1857,249.120911
1858,242.688721
1859,225.77861
1860,212.458817
1861,303.388885
1862,316.028168
1863,278.062012
1864,197.122894
1865,155.875732
1866,168.762283
1867,111.30349
