,OffshoreWindGe100MW_MWh
1868,59.82061
1869,62.399815
1870,64.665352
1871,71.323029
1872,66.733948
1873,65.787231
1874,62.93298
1875,52.117825
1876,35.171642
1877,34.717159
1878,32.39949
1879,20.257578
1880,15.027876
1881,17.341644
1882,18.127043
1883,25.403
1884,33.975109
1885,32.46106
1886,22.560591
1887,16.526924
1888,7.693196
1889,5.573077
1890,6.304501
1891,6.363358
1892,16.229927
1893,33.606007
1894,22.356562
1895,15.794747
1896,15.805114
1897,10.834237
1898,13.1248
1899,21.427038
1900,39.973885
1901,31.864552
1902,36.207321
1903,26.966125
1904,23.535406
1905,17.266657
1906,18.78339
1907,36.92524
1908,57.396896
1909,70.26693
1910,119.339294
1911,219.546631
1912,188.365631
1913,176.291382
1914,213.637695
1915,258.290009
1916,246.761536
1917,329.084137
1918,312.662903
1919,296.487427
1920,294.547791
1921,291.399628
1922,260.399384
1923,213.43129
1924,184.989288
1925,177.308304
1926,182.516708
1927,182.844193
1928,189.970856
1929,211.075867
1930,172.339645
1931,127.475197
1932,85.193619
1933,73.241592
1934,63.296452
1935,31.635084
1936,11.804476
1937,2.419194
1938,0.012917
1939,0.014184
1940,16.108232
1941,8.585681
1942,1.451226
1943,57.647549
1944,246.294708
1945,178.280212
1946,144.4655
1947,123.635338
1948,109.593338
1949,104.863258
1950,143.950577
1951,191.468826
1952,126.867332
1953,70.711082
1954,78.648209
1955,100.801483
1956,80.00853
1957,142.541443
1958,173.8918
1959,147.417801
1960,169.619629
1961,177.140488
1962,184.808182
1963,214.081787
1964,208.578537
1965,233.340363
1966,242.717651
1967,284.678223
1968,255.141418
1969,183.278015
1970,154.652802
1971,158.249741
1972,120.385284
1973,90.029961
1974,76.653404
1975,71.741852
1976,45.481861
1977,30.507711
1978,11.68642
1979,11.996665
1980,21.956297
1981,20.346888
1982,24.335669
1983,47.998661
1984,53.256561
1985,43.181015
1986,27.660439
1987,65.028992
1988,118.93837
1989,181.762207
1990,234.60939
1991,171.202011
1992,148.356094
1993,122.354446
1994,79.169006
1995,69.399399
1996,74.058075
1997,95.344826
1998,107.221436
1999,148.081406
2000,120.053116
2001,96.520302
2002,80.066612
2003,46.376804
2004,29.358814
2005,20.796164
2006,15.06545
2007,22.766853
2008,34.869999
2009,56.364853
2010,135.678391
2011,196.848099
2012,166.152634
2013,149.865021
2014,186.252563
2015,151.74057
2016,116.166718
2017,110.739365
2018,160.508926
2019,143.278259
2020,101.907722
2021,71.237167
2022,46.587399
2023,57.050243
2024,47.527809
2025,31.7687
2026,9.665403
2027,4.895137
2028,15.229758
2029,26.528025
2030,39.815365
2031,45.033672
2032,51.246361
2033,66.090279
2034,95.106888
2035,130.545731
2036,123.745918
2037,90.380798
2038,55.520424
2039,42.96637
2040,48.69598
2041,53.490883
2042,46.396832
2043,52.578182
2044,65.488045
2045,60.536381
2046,41.140018
2047,60.317646
2048,40.196602
2049,16.600355
2050,5.545017
2051,20.915279
2052,56.765827
2053,112.056763
2054,171.582657
2055,196.642868
2056,230.427399
2057,198.109848
2058,161.804428
2059,129.434052
2060,129.514587
2061,98.093864
2062,54.602749
2063,52.182301
2064,42.814507
2065,51.757004
2066,45.504559
2067,53.287327
2068,54.586746
2069,59.737019
2070,55.136452
2071,56.094498
2072,51.665245
2073,81.164703
2074,66.336342
2075,107.033661
2076,143.368103
2077,173.48233
2078,158.520187
2079,138.387253
2080,100.579781
2081,124.878128
2082,116.9655
2083,69.491486
2084,31.901695
2085,19.743084
2086,13.377938
2087,35.086842
2088,53.660412
2089,60.105736
2090,77.565369
2091,74.074997
2092,103.110611
2093,92.454376
2094,58.334602
2095,28.285166
2096,25.975183
2097,20.925432
2098,24.015156
2099,54.119045
2100,79.63073
2101,67.310059
2102,66.560448
2103,205.935013
2104,214.034531
2105,159.47435
2106,120.530655
2107,106.972008
2108,206.178192
2109,239.641907
2110,293.352631
2111,312.81076
2112,320.023346
2113,327.427185
2114,335.104431
2115,361.296387
2116,360.505615
2117,365.79715
2118,365.697723
2119,365.696259
2120,365.596558
2121,363.447235
2122,359.026947
2123,356.277802
2124,320.998779
2125,252.757309
2126,256.294342
2127,215.741776
2128,300.951721
2129,194.29715
2130,110.994125
2131,72.187584
2132,32.366436
2133,33.703522
2134,87.587509
2135,111.211922
2136,129.59845
2137,157.031876
2138,190.910294
2139,242.923859
2140,237.103668
2141,169.388321
2142,111.630806
2143,83.406464
2144,68.122421
2145,89.801529
2146,110.0355
2147,96.704353
2148,163.930099
2149,114.202263
2150,102.705467
2151,204.418396
2152,226.843246
2153,173.947815
2154,102.28038
2155,134.052292
2156,112.249847
2157,133.084793
2158,108.858276
2159,55.073223
2160,1.63195
2161,23.559713
2162,10.01362
2163,0.541936
2164,0.01485
2165,0.013867
2166,0.015539
2167,0.014873
2168,0.013656
2169,0.053272
2170,7.129645
2171,27.317276
2172,43.759132
2173,60.090244
2174,57.344055
2175,50.591366
2176,63.13142
2177,75.347458
2178,110.34214
2179,171.461182
2180,245.535995
2181,276.906525
2182,303.309479
2183,325.424957
2184,346.633118
2185,352.383728
2186,346.357239
2187,320.194489
2188,326.446167
2189,300.675537
2190,260.387177
2191,288.367645
2192,298.716339
2193,309.449554
2194,300.009521
2195,337.368835
2196,346.722809
2197,352.63382
2198,346.690308
2199,338.248016
2200,239.792725
2201,255.234299
2202,264.527985
2203,297.081207
2204,346.696533
2205,352.272736
2206,352.183533
2207,352.403229
2208,344.97464
2209,349.854919
2210,352.092957
2211,342.613739
2212,346.273834
2213,331.528046
2214,339.01535
2215,334.933716
2216,337.882416
2217,321.642853
2218,332.453003
2219,352.181824
2220,361.541626
2221,363.281494
2222,365.271301
2223,365.78183
2224,365.89212
2225,365.811707
2226,365.902344
2227,363.133667
2228,361.543488
2229,365.652954
2230,365.723541
2231,365.873566
2232,365.764252
2233,365.883942
2234,365.763458
2235,355.790283
2236,346.657257
2237,356.777893
2238,349.312531
2239,341.916992
2240,332.904053
2241,316.117889
2242,308.245178
2243,326.250519
2244,348.490479
2245,331.067688
2246,345.131683
2247,328.319489
2248,310.040649
2249,247.571152
2250,216.417923
2251,184.472305
2252,140.956482
2253,113.684402
2254,124.704323
2255,144.067459
2256,108.130432
2257,100.773766
2258,82.009506
2259,63.991196
2260,68.058083
2261,69.692566
2262,67.964661
2263,59.626766
2264,52.57333
2265,44.146252
2266,36.949535
2267,39.503365
2268,53.158108
2269,46.04047
2270,37.13047
2271,27.985128
2272,27.466715
2273,11.802701
2274,3.737462
2275,0.012064
2276,1.603494
2277,5.343989
2278,14.873998
2279,28.173719
2280,54.55518
2281,61.878666
2282,50.203331
2283,38.613289
2284,45.314472
2285,93.746353
2286,130.932449
2287,142.723206
2288,105.62085
2289,106.63916
2290,87.167747
2291,112.894691
2292,98.626976
2293,82.4217
2294,71.77182
2295,74.739395
2296,169.269974
2297,286.810944
2298,341.12738
2299,329.182251
2300,346.801727
2301,341.255829
2302,325.797546
2303,263.404236
2304,257.649567
2305,286.146912
2306,301.438629
2307,309.494446
2308,307.785248
2309,299.043152
2310,305.693817
2311,251.146103
2312,183.465561
2313,136.572357
2314,98.763054
2315,99.254959
2316,47.164604
2317,23.257696
2318,7.477066
2319,9.967483
2320,54.117352
2321,88.269981
2322,78.246834
2323,78.504868
2324,239.680588
2325,226.481766
2326,305.333221
2327,333.683136
2328,242.182312
2329,257.470612
2330,193.764694
2331,231.354782
2332,209.666351
2333,225.394867
2334,193.135437
2335,132.863266
2336,77.146759
2337,63.800041
2338,82.080231
2339,110.732643
2340,120.161041
2341,91.015083
2342,78.948799
2343,40.398998
2344,11.058899
2345,0.887647
2346,0.018233
2347,0.017972
2348,0.427637
2349,2.617711
2350,2.34764
2351,0.01798
2352,2.438155
2353,6.628029
2354,21.932667
2355,46.892982
2356,76.431305
2357,74.723557
2358,67.760025
2359,64.644112
2360,73.345612
2361,74.682846
2362,52.39941
2363,42.268764
2364,47.294037
2365,55.855553
2366,52.243221
2367,12.033564
2368,0.017823
2369,21.956736
2370,120.419479
2371,218.536255
2372,216.569778
2373,216.782547
2374,153.139557
2375,207.13382
2376,184.11969
2377,168.252151
2378,151.672562
2379,118.947922
2380,162.237381
2381,174.965836
2382,197.491348
2383,119.338051
2384,98.420052
2385,115.309067
2386,127.688362
2387,81.21067
2388,64.000725
2389,75.148613
2390,75.949715
2391,68.490036
2392,59.615913
2393,94.224411
2394,51.447742
2395,59.027206
2396,83.130753
2397,48.920464
2398,40.553215
2399,45.938267
2400,40.825741
2401,38.190945
2402,27.556217
2403,14.506055
2404,5.903496
2405,3.245452
2406,18.548309
2407,34.32806
2408,39.983101
2409,56.345394
2410,82.257767
2411,81.068787
2412,80.496506
2413,59.099567
2414,60.428219
2415,48.126919
2416,37.926765
2417,30.941059
2418,29.149929
2419,24.186146
2420,15.573902
2421,23.97776
2422,38.30669
2423,46.22068
2424,32.331078
2425,16.1642
2426,1.382476
2427,0.01349
2428,0.012066
2429,0.012857
2430,0.012176
2431,0.011889
2432,0.012571
2433,0.077165
2434,0.011587
2435,0.011624
2436,0.011964
2437,0.011675
2438,0.011696
2439,0.011963
2440,2.74229
2441,24.588148
2442,57.988472
2443,84.182343
2444,93.945358
2445,149.346466
2446,289.190887
2447,257.780792
2448,191.474213
2449,183.92662
2450,214.387802
2451,206.752243
2452,170.891693
2453,158.604095
2454,140.702179
2455,108.089134
2456,103.231285
2457,93.262909
2458,75.806206
2459,34.089867
2460,24.32795
2461,33.329849
2462,93.767601
2463,144.593155
2464,117.561485
2465,156.860764
2466,265.600403
2467,277.269196
2468,283.595398
2469,308.861481
2470,244.530212
2471,254.813614
2472,307.804901
2473,358.779907
2474,361.192719
2475,358.663269
2476,351.744446
2477,342.124908
2478,336.107788
2479,302.541351
2480,306.49295
2481,184.576797
2482,177.835129
2483,1.818722
2484,1.719485
2485,3.038028
2486,154.642593
2487,320.630829
2488,353.383514
2489,326.566589
2490,236.630188
2491,213.943741
2492,99.717628
2493,69.813461
2494,91.609344
2495,137.059891
2496,222.769333
2497,198.170441
2498,136.522324
2499,220.404404
2500,199.179459
2501,172.029846
2502,88.317589
2503,78.026436
2504,125.232582
2505,124.241486
2506,169.067322
2507,145.981995
2508,135.870834
2509,115.127823
2510,131.051346
2511,224.006927
2512,287.399475
2513,302.323792
2514,325.27417
2515,337.697784
2516,352.783905
2517,350.795135
2518,345.471985
2519,336.386505
2520,358.268005
2521,347.782623
2522,353.764191
2523,347.363312
2524,345.551849
2525,350.943176
2526,341.807465
2527,326.031647
2528,333.780975
2529,329.643677
2530,323.343506
2531,327.787018
2532,332.46524
2533,337.553223
2534,310.60849
2535,345.138702
2536,361.909393
2537,361.270599
2538,349.301117
2539,353.120728
2540,360.827545
2541,347.916748
2542,340.536163
2543,334.444244
2544,288.230408
2545,256.035553
2546,265.0271
2547,250.822845
2548,237.255707
2549,294.303558
2550,284.431061
2551,265.541443
2552,273.494354
2553,245.615494
2554,213.018448
2555,202.676895
2556,145.324844
2557,103.049133
2558,96.292709
2559,92.498474
2560,134.545578
2561,160.257355
2562,66.541061
2563,32.468517
2564,64.841087
2565,73.474503
2566,80.708984
2567,72.143524
2568,36.782024
2569,20.402239
2570,11.535194
2571,11.63585
2572,8.295392
2573,3.883499
2574,0.212829
2575,0.012798
2576,0.011662
2577,0.01202
2578,0.011598
2579,0.012861
2580,0.011895
2581,0.011795
2582,0.011833
2583,0.011863
2584,0.014102
2585,2.127622
2586,3.127879
2587,0.923479
2588,4.768637
2589,21.41069
2590,23.128794
2591,45.660084
2592,17.087076
2593,7.472864
2594,0.84806
2595,0.112872
2596,0.011999
2597,0.012894
2598,1.217793
2599,1.072814
2600,0.012873
2601,0.011973
2602,0.01167
2603,12.982565
2604,52.244831
2605,45.590282
2606,38.295002
2607,35.114365
2608,18.352295
2609,10.961872
2610,14.702587
2611,55.927597
2612,30.427204
2613,26.226377
2614,34.356564
2615,21.534164
2616,31.394999
2617,30.314297
2618,32.054714
2619,58.665318
2620,52.059044
2621,33.955284
2622,41.284065
2623,35.882797
2624,40.28661
2625,26.973482
2626,18.633051
2627,25.654026
2628,39.609856
2629,36.060371
2630,12.983116
2631,38.965015
2632,37.334541
2633,26.78805
2634,15.435111
2635,22.952328
2636,16.12199
2637,9.443014
2638,9.732957
2639,14.552834
2640,9.873166
2641,20.022701
2642,10.063858
2643,1.262717
2644,0.637891
2645,0.012703
2646,0.057421
2647,0.416416
2648,0.011722
2649,0.011774
2650,0.153146
2651,0.177864
2652,0.417945
2653,8.64368
2654,28.290604
2655,74.18322
2656,83.851006
2657,103.989418
2658,118.804901
2659,131.318726
2660,135.351273
2661,125.893082
2662,137.766464
2663,120.453819
2664,178.314606
2665,287.080963
2666,296.577423
2667,261.500885
2668,222.761642
2669,195.07811
2670,156.754135
2671,172.055893
2672,216.218323
2673,261.673553
2674,309.35025
2675,348.269012
2676,332.44455
2677,325.618347
2678,332.974121
2679,330.789886
2680,283.586365
2681,251.890839
2682,300.616302
2683,268.952911
2684,294.82901
2685,241.508942
2686,244.587967
2687,208.132034
2688,154.217957
2689,114.595322
2690,66.243515
2691,106.380775
2692,124.108009
2693,167.271118
2694,138.000137
2695,134.40654
2696,161.157288
2697,191.408279
2698,196.370102
2699,148.020981
2700,120.705002
2701,119.938652
2702,120.942307
2703,95.358574
2704,92.421448
2705,78.552475
2706,69.00354
2707,62.45974
2708,40.929718
2709,25.095413
2710,36.209583
2711,29.678549
2712,11.102433
2713,16.438341
2714,7.498381
2715,3.008758
2716,0.443117
2717,0.257684
2718,4.577643
2719,13.53744
2720,8.987417
2721,0.232642
2722,0.017758
2723,0.017773
2724,0.018005
2725,0.017747
2726,0.018097
2727,0.017966
2728,0.017954
2729,0.018023
2730,0.018004
2731,0.017687
2732,5.346449
2733,6.607235
2734,16.006935
2735,32.206364
2736,23.793612
2737,5.596776
2738,4.377667
2739,27.294859
2740,22.952049
2741,53.914227
2742,47.160351
2743,75.03093
2744,75.460365
2745,163.028397
2746,183.729599
2747,218.76355
2748,200.918655
2749,205.459259
2750,245.893738
2751,325.908112
2752,337.118256
2753,315.463654
2754,303.114716
2755,296.143738
2756,325.624237
2757,269.626587
2758,147.930695
2759,142.184952
2760,188.63855
2761,96.958763
2762,29.349079
2763,8.821627
2764,4.12025
2765,3.649755
2766,3.078404
2767,3.372021
2768,7.828423
2769,26.099171
2770,46.271744
2771,78.504097
2772,92.759941
2773,52.21624
2774,87.445984
2775,76.485138
2776,37.438728
2777,28.307566
2778,11.390665
2779,6.728155
2780,6.455195
2781,13.74712
2782,37.192493
2783,58.976387
2784,64.356224
2785,44.986027
2786,25.370455
2787,42.684734
2788,39.507156
2789,46.922222
2790,57.684147
2791,43.754986
2792,39.7243
2793,40.086559
2794,50.823692
2795,62.098526
2796,41.283909
2797,19.283295
2798,21.357555
2799,38.416489
2800,35.754692
2801,29.009773
2802,29.053469
2803,19.915182
2804,8.608363
2805,7.464485
2806,1.737781
2807,0.011978
2808,0.392126
2809,1.793515
2810,5.761964
2811,14.742901
2812,22.013596
2813,42.174187
2814,31.072645
2815,16.573757
2816,11.252232
2817,7.11245
2818,7.451684
2819,4.52211
2820,5.08217
2821,1.331346
2822,0.791224
2823,2.521555
2824,6.963895
2825,16.090485
2826,29.949581
2827,39.960304
2828,30.288057
2829,7.005996
2830,0.017834
2831,3.550393
2832,37.664803
2833,45.254456
2834,61.076569
2835,102.114098
2836,107.62542
2837,67.754295
2838,52.274853
2839,36.640476
2840,12.058852
2841,13.594267
2842,28.750053
2843,25.09203
2844,23.859917
2845,18.309851
2846,11.09481
2847,4.246428
2848,6.603042
2849,29.053596
2850,30.318977
2851,3.662897
2852,13.060438
2853,28.656267
2854,17.597895
2855,19.420801
2856,31.962019
2857,17.347998
2858,27.177752
2859,31.649834
2860,17.818041
2861,14.155841
2862,40.429493
2863,42.976067
2864,36.356384
2865,45.08466
2866,61.107124
2867,37.726982
2868,32.657669
2869,92.765022
2870,139.173798
2871,145.657928
2872,172.221268
2873,191.105652
2874,182.880325
2875,177.533676
2876,171.533508
2877,188.079224
2878,131.491821
2879,92.889793
2880,35.506424
2881,13.511997
2882,31.655882
2883,49.611549
2884,81.9235
2885,99.956673
2886,170.789673
2887,224.63942
2888,187.681992
2889,160.239624
2890,108.634712
2891,51.580219
2892,40.767056
2893,85.228462
2894,120.80883
2895,77.960823
2896,19.43038
2897,44.790951
2898,3.830751
2899,0.020727
2900,0.176015
2901,3.955941
2902,20.370344
2903,65.13501
2904,63.170834
2905,38.820766
2906,70.606934
2907,30.647057
2908,7.459726
2909,0.214551
2910,0.014848
2911,3.785381
2912,22.957169
2913,13.946552
2914,13.016859
2915,29.215229
2916,5.418915
2917,0.014594
2918,0.014689
2919,17.09473
2920,3.691245
2921,76.038689
2922,79.624474
2923,36.744648
2924,48.987656
2925,37.762688
2926,76.856186
2927,87.606781
2928,90.26918
2929,77.98391
2930,59.705631
2931,87.622597
2932,61.200672
2933,90.045738
2934,102.473679
2935,101.739647
2936,85.720261
2937,76.908951
2938,78.512054
2939,60.578323
2940,85.066193
2941,72.387337
2942,85.771317
2943,90.069351
2944,109.11084
2945,108.65004
2946,113.783295
2947,125.154259
2948,151.028824
2949,177.956116
2950,218.091873
2951,227.379898
2952,213.988892
2953,170.167068
2954,121.853149
2955,106.028046
2956,106.026627
2957,118.568314
2958,106.181961
2959,117.953789
2960,125.047935
2961,121.123672
2962,102.136436
2963,90.307625
2964,63.617729
2965,48.919376
2966,41.368626
2967,41.175995
2968,49.51952
2969,69.472717
2970,79.575768
2971,105.933388
2972,91.36058
2973,72.69381
2974,73.587608
2975,83.108253
2976,50.72411
2977,20.120596
2978,15.665401
2979,40.13224
2980,65.96566
2981,87.754059
2982,73.037621
2983,59.909859
2984,67.813736
2985,74.741432
2986,68.222771
2987,82.020653
2988,124.636871
2989,149.171448
2990,141.22728
2991,134.504227
2992,86.254837
2993,49.694717
2994,31.08717
2995,33.542885
2996,49.117287
2997,58.206509
2998,60.317421
2999,59.59565
3000,72.643669
3001,60.644924
3002,73.925209
3003,78.471024
3004,64.564079
3005,89.0336
3006,104.367645
3007,154.54953
3008,133.07692
3009,115.195328
3010,131.310669
3011,231.503357
3012,272.680725
3013,225.96109
3014,192.216431
3015,179.339554
3016,127.005013
3017,93.50676
3018,59.812912
3019,63.982342
3020,58.789597
3021,56.774158
3022,58.153107
3023,59.584507
3024,72.198883
3025,71.601295
3026,55.750809
3027,54.367367
3028,35.129219
3029,45.404972
3030,60.484158
3031,82.322365
3032,128.736481
3033,192.638596
3034,276.963257
3035,264.774689
3036,268.583649
3037,253.06073
3038,276.93988
3039,311.560913
3040,349.710968
3041,353.465271
3042,347.668091
3043,346.316437
3044,352.595123
3045,330.815765
3046,287.691772
3047,252.269592
3048,209.036896
3049,173.795914
3050,154.888412
3051,96.977829
3052,101.712975
3053,110.618958
3054,89.888702
3055,91.85228
3056,128.737701
3057,161.967133
3058,180.232986
3059,145.625443
3060,137.02269
3061,114.900833
3062,144.587402
3063,165.38176
3064,89.148918
3065,79.290123
3066,104.054771
3067,122.950119
3068,124.790375
3069,95.127983
3070,83.434975
3071,67.361168
3072,42.023071
3073,35.237633
3074,32.136124
3075,36.818768
3076,52.568096
3077,50.850655
3078,53.615715
3079,54.774769
3080,65.410469
3081,59.237438
3082,53.734032
3083,51.653065
3084,56.064732
3085,42.342941
3086,70.224274
3087,70.031273
3088,87.352997
3089,154.146133
3090,131.417603
3091,98.102661
3092,66.456223
3093,63.582417
3094,48.319664
3095,28.200769
3096,29.436905
3097,15.30938
3098,2.717502
3099,0.182981
3100,0.167492
3101,0.018437
3102,0.020906
3103,0.020593
3104,0.020672
3105,0.020826
3106,2.350588
3107,1.755369
3108,0.02078
3109,0.020613
3110,0.020706
3111,1.035359
3112,4.02188
3113,8.226015
3114,19.501341
3115,44.020855
3116,90.411972
3117,150.491943
3118,172.027283
3119,216.470383
3120,215.096558
3121,165.4207
3122,150.65126
3123,105.056175
3124,80.159241
3125,54.092014
3126,52.244434
3127,55.990456
3128,21.824774
3129,6.741049
3130,1.05515
3131,0.020782
3132,0.020955
3133,0.528743
3134,15.179728
3135,172.02356
3136,362.330292
3137,367.578918
3138,365.969849
3139,359.255981
3140,360.501709
3141,345.363068
3142,265.917145
3143,217.210724
3144,209.901123
3145,201.209488
3146,137.40155
3147,220.580841
3148,295.900787
3149,307.265564
3150,316.533203
3151,341.052216
3152,346.971405
3153,323.130341
3154,304.546692
3155,306.596191
3156,312.774597
3157,308.463989
3158,323.083832
3159,328.15152
3160,318.527863
3161,296.513611
3162,199.538132
3163,97.105385
3164,50.352848
3165,32.167454
3166,18.162802
3167,11.166227
3168,82.953995
3169,151.470673
3170,128.476074
3171,130.519211
3172,148.443878
3173,225.403931
3174,260.332489
3175,259.558929
3176,238.916748
3177,220.816727
3178,172.454575
3179,173.277939
3180,302.827667
3181,276.557343
3182,308.776489
3183,273.373535
3184,275.661255
3185,321.463593
3186,300.027313
3187,176.791168
3188,163.842087
3189,108.998413
3190,97.295052
3191,75.256592
3192,64.320747
3193,12.65938
3194,33.591923
3195,78.59742
3196,119.789413
3197,133.094635
3198,16.421989
3199,0.944685
3200,0.186811
3201,0.313452
3202,0.687145
3203,4.588558
3204,7.403349
3205,16.225517
3206,13.495985
3207,10.985632
3208,7.603435
3209,3.202229
3210,4.69231
3211,0.52769
3212,0.012058
3213,0.011815
3214,0.011474
3215,0.01303
3216,0.376993
3217,13.174014
3218,60.454449
3219,185.250549
3220,138.396149
3221,140.724274
3222,153.405212
3223,145.108551
3224,123.326065
3225,106.455376
3226,133.039993
3227,147.557938
3228,164.490738
3229,147.868805
3230,130.227097
3231,108.353401
3232,82.500031
3233,121.87233
3234,168.311798
3235,147.328003
3236,93.72316
3237,88.162041
3238,136.545563
3239,173.433029
3240,155.112259
3241,143.04126
3242,151.922394
3243,119.657196
3244,179.655396
3245,178.094254
3246,197.817337
3247,202.750992
3248,204.024063
3249,195.896667
3250,233.132538
3251,288.229034
3252,195.162918
3253,210.193573
3254,280.722687
3255,319.269714
3256,291.504028
3257,269.481812
3258,301.607788
3259,301.336945
3260,301.048065
3261,309.415009
3262,329.335876
3263,316.899048
3264,323.507721
3265,331.383911
3266,331.54361
3267,349.630524
3268,350.221771
3269,346.120483
3270,348.850403
3271,345.040253
3272,313.820374
3273,310.070892
3274,305.180267
3275,314.93042
3276,319.96048
3277,323.440094
3278,320.241425
3279,306.366547
3280,201.508316
3281,113.719917
3282,164.998077
3283,186.02948
3284,164.067505
3285,195.015549
3286,271.978119
3287,309.991455
3288,318.904602
3289,330.296417
3290,322.552979
3291,332.641998
3292,326.425598
3293,329.277496
3294,345.621552
3295,331.223846
3296,316.739838
3297,312.594696
3298,339.383514
3299,341.715973
3300,201.859024
3301,205.17308
3302,360.502197
3303,362.972534
3304,360.785706
3305,346.928986
3306,350.995178
3307,358.681213
3308,356.010834
3309,338.881317
3310,328.032166
3311,346.17981
3312,339.891174
3313,342.029938
3314,316.113953
3315,280.693146
3316,280.250671
3317,121.283859
3318,113.50412
3319,118.051102
3320,66.705727
3321,66.510666
3322,55.288677
3323,73.379951
3324,125.895912
3325,160.782745
3326,248.897858
3327,268.722565
3328,341.681915
3329,356.722443
3330,337.845428
3331,314.576843
3332,280.472046
3333,300.457642
3334,301.51059
3335,292.269012
3336,311.285583
3337,320.048492
3338,303.788483
3339,321.038452
3340,309.530457
3341,285.70694
3342,295.757935
3343,317.642426
3344,316.722076
3345,264.903107
3346,206.978241
3347,199.156845
3348,195.874405
3349,195.753632
3350,183.251343
3351,187.860504
3352,170.201263
3353,64.904228
3354,15.780734
3355,10.000562
3356,14.338353
3357,11.826953
3358,10.32715
3359,12.027087
3360,15.059814
3361,9.348813
3362,5.202975
3363,11.081854
3364,12.707652
3365,8.907432
3366,0.089987
3367,0.020721
3368,0.458423
3369,15.39428
3370,23.671495
3371,40.610332
3372,32.672394
3373,29.943729
3374,20.986668
3375,10.935065
3376,8.890082
3377,3.072653
3378,0.017862
3379,0.017821
3380,0.017826
3381,3.843433
3382,5.896928
3383,0.686641
3384,1.332251
3385,0.017807
3386,0.01788
3387,0.217876
3388,4.379488
3389,11.050474
3390,14.051718
3391,12.750449
3392,16.140484
3393,7.639929
3394,0.175291
3395,0.020696
3396,0.020823
3397,0.02077
3398,0.018358
3399,0.017821
3400,0.112189
3401,13.003622
3402,37.764252
3403,63.969585
3404,81.340317
3405,78.436348
3406,120.242592
3407,110.98185
3408,114.918251
3409,92.680199
3410,122.294609
3411,119.596901
3412,115.915123
3413,97.569954
3414,77.871384
3415,90.285797
3416,117.217789
3417,181.086105
3418,163.226166
3419,176.091843
3420,203.538528
3421,162.349823
3422,189.757141
3423,286.518829
3424,340.199158
3425,310.265198
3426,153.978683
3427,171.647644
3428,268.356689
3429,230.921219
3430,134.194748
3431,123.309067
3432,56.903774
3433,44.463367
3434,42.763737
3435,15.50039
3436,13.049902
3437,31.687248
3438,42.722813
3439,32.198696
3440,42.675278
3441,78.628784
3442,58.791805
3443,84.230957
3444,119.602692
3445,201.983078
3446,254.552979
3447,256.498199
3448,282.170288
3449,276.730438
3450,231.280945
3451,201.98082
3452,111.342804
3453,100.525146
3454,177.092575
3455,277.523468
3456,211.035995
3457,192.580292
3458,292.584534
3459,244.057068
3460,291.280823
3461,134.216217
3462,294.986542
3463,284.418457
3464,269.032593
3465,276.494385
3466,314.99704
3467,325.024139
3468,342.484344
3469,314.739716
3470,316.285065
3471,318.809113
3472,295.838196
3473,259.918732
3474,301.414368
3475,310.937988
3476,335.322388
3477,355.094116
3478,362.502716
3479,347.954254
3480,349.380005
3481,352.065094
3482,345.795135
3483,340.665375
3484,319.590546
3485,262.58728
3486,241.025467
3487,195.006729
3488,147.271011
3489,124.101547
3490,141.712753
3491,163.47908
3492,151.259918
3493,55.447895
3494,32.182507
3495,22.012123
3496,16.191874
3497,10.112056
3498,15.82874
3499,17.660421
3500,8.699242
3501,11.491402
3502,2.309842
3503,4.504826
3504,3.520587
3505,9.200032
3506,8.560261
3507,5.920137
3508,7.784895
3509,1.360082
3510,0.220957
3511,2.246253
3512,4.778117
3513,12.088687
3514,16.299404
3515,22.045038
3516,15.928338
3517,4.98146
3518,0.370584
3519,0.215721
3520,2.624595
3521,0.020708
3522,0.018652
3523,0.017891
3524,0.017907
3525,0.017912
3526,0.757251
3527,7.136325
3528,15.866753
3529,31.678499
3530,36.942661
3531,18.667498
3532,8.797362
3533,5.727015
3534,1.880446
3535,9.64304
3536,41.069901
3537,51.238388
3538,73.450317
3539,59.031006
3540,75.510284
3541,72.348946
3542,84.159645
3543,92.307518
3544,204.551926
3545,240.542786
3546,247.152985
3547,124.086075
3548,151.609161
3549,154.066452
3550,114.162476
3551,182.125504
3552,158.533112
3553,115.608818
3554,85.010857
3555,78.855598
3556,99.756737
3557,92.993179
3558,77.81884
3559,49.749699
3560,44.975342
3561,46.729443
3562,52.715401
3563,39.128056
3564,32.147083
3565,22.317541
3566,12.149291
3567,17.728294
3568,38.211811
3569,34.109818
3570,18.14875
3571,8.513155
3572,2.846261
3573,0.407135
3574,0.017949
3575,0.017816
3576,0.018043
3577,0.017759
3578,0.017844
3579,0.017807
3580,0.017856
3581,0.017655
3582,0.01798
3583,0.017788
3584,0.337704
3585,1.927038
3586,6.206988
3587,13.418421
3588,15.143869
3589,6.781257
3590,1.880042
3591,0.812947
3592,0.017916
3593,0.017947
3594,0.018058
3595,3.535309
3596,6.776135
3597,2.075978
3598,0.252415
3599,0.118023
3600,5.636536
3601,7.516599
3602,0.017921
3603,0.017933
3604,0.017819
3605,0.017897
3606,0.017781
3607,2.665174
3608,15.129174
3609,31.972227
3610,29.290346
3611,38.142155
3612,49.171391
3613,52.49987
3614,13.636335
