,Price for consumption [EUR/MWh] - MBA|DK2
6095,25.21
6096,25.3
6097,27.21
6098,27.53
6099,26.89
6100,30.36
6101,30.74
6102,44.66
6103,50.32
6104,67.02
6105,80.43
6106,43.93
6107,31.0
6108,30.5
6109,30.9
6110,26.31
6111,26.31
6112,27.4
6113,31.5
6114,29.85
6115,29.85
6116,32.0
6117,26.0
6118,26.0
6119,26.31
6120,25.83
6121,18.24
6122,18.24
6123,11.0
6124,11.0
6125,14.0
6126,22.5
6127,28.0
6128,30.39
6129,31.4
6130,29.0
6131,25.83
6132,25.0
6133,27.0
6134,25.83
6135,25.83
6136,25.83
6137,25.83
6138,25.83
6139,241.08
6140,106.54
6141,27.86
6142,24.0
6143,22.79
6144,32.0
6145,32.0
6146,32.0
6147,32.0
6148,32.17
6149,33.18
6150,33.18
6151,40.52
6152,41.95
6153,41.77
6154,36.49
6155,30.67
6156,25.0
6157,22.0
6158,22.0
6159,23.6
6160,34.0
6161,34.6
6162,42.96
6163,50.85
6164,47.99
6165,44.05
6166,40.95
6167,22.62
6168,23.0
6169,24.31
6170,18.96
6171,17.29
6172,0.0
6173,0.0
6174,0.0
6175,5.0
6176,32.19
6177,32.19
6178,33.0
6179,34.5
6180,34.5
6181,34.5
6182,33.2
6183,2.0
6184,14.0
6185,19.0
6186,34.55
6187,34.9
6188,37.0
6189,33.3
6190,5.0
6191,5.03
6192,14.09
6193,0.0
6194,0.0
6195,0.0
6196,0.0
6197,10.0
6198,39.0
6199,43.9
6200,50.95
6201,43.9
6202,31.0
6203,31.5
6204,31.5
6205,35.54
6206,35.4
6207,32.0
6208,32.0
6209,40.56
6210,52.99
6211,107.13
6212,200.0
6213,200.87
6214,41.21
6215,40.0
6216,40.0
6217,40.0
6218,41.83
6219,41.83
6220,43.0
6221,45.0
6222,45.0
6223,49.69
6224,50.78
6225,32.4
6226,32.4
6227,45.0
6228,45.0
6229,35.84
6230,35.64
6231,40.0
6232,42.0
6233,40.0
6234,40.0
6235,40.0
6236,40.0
6237,35.77
6238,33.23
6239,30.03
6240,30.27
6241,29.59
6242,23.0
6243,23.0
6244,27.4
6245,27.2
6246,30.0
6247,35.4
6248,51.22
6249,46.36
6250,31.0
6251,30.8
6252,35.45
6253,35.0
6254,32.37
6255,31.0
6256,30.7
6257,31.0
6258,31.0
6259,52.27
6260,53.17
6261,48.07
6262,28.8
6263,27.81
6264,24.0
6265,31.15
6266,31.0
6267,30.36
6268,31.43
6269,34.5
6270,48.73
6271,51.79
6272,54.0
6273,52.0
6274,50.19
6275,32.5
6276,30.6
6277,30.8
6278,36.0
6279,29.3
6280,29.3
6281,33.4
6282,52.2
6283,71.47
6284,61.13
6285,32.83
6286,32.83
6287,38.61
6288,37.37
6289,36.06
6290,35.9
6291,35.9
6292,37.27
6293,37.25
6294,48.77
6295,53.47
6296,60.73
6297,52.09
6298,80.0
6299,200.88
6300,37.02
6301,35.48
6302,32.0
6303,30.0
6304,30.0
6305,30.83
6306,30.83
6307,30.0
6308,28.3
6309,27.0
6310,27.0
6311,27.0
6312,26.16
6313,24.14
6314,24.14
6315,25.15
6316,31.97
6317,32.96
6318,35.38
6319,29.0
6320,28.5
6321,28.5
6322,26.16
6323,25.0
6324,25.0
6325,36.3
6326,36.3
6327,32.52
6328,33.02
6329,39.66
6330,50.0
6331,50.0
6332,46.32
6333,34.93
6334,28.8
6335,28.01
6336,25.0
6337,23.0
6338,34.6
6339,34.6
6340,34.6
6341,35.0
6342,35.0
6343,27.55
6344,36.07
6345,37.0
6346,37.0
6347,34.99
6348,34.67
6349,34.39
6350,34.19
6351,34.16
6352,30.5
6353,30.5
6354,39.01
6355,54.07
6356,66.45
6357,34.44
6358,33.4
6359,31.99
6360,27.66
6361,27.2
6362,27.38
6363,27.31
6364,27.55
6365,32.08
6366,38.37
6367,48.99
6368,50.0
6369,49.84
6370,34.0
6371,33.4
6372,33.56
6373,43.37
6374,34.0
6375,34.0
6376,34.0
6377,53.97
6378,55.58
6379,99.0
6380,100.0
6381,49.21
6382,42.85
6383,39.23
6384,75.67
6385,80.23
6386,38.5
6387,38.5
6388,38.5
6389,38.95
6390,55.98
6391,65.17
6392,65.19
6393,53.04
6394,52.95
6395,50.9
6396,49.15
6397,34.0
6398,34.0
6399,46.82
6400,270.94
6401,291.97
6402,60.2
6403,96.83
6404,96.83
6405,46.41
6406,40.18
6407,39.0
6408,39.0
6409,37.9
6410,37.8
6411,37.75
6412,37.6
6413,49.2
6414,109.0
6415,99.0
6416,96.0
6417,80.36
6418,66.97
6419,78.0
6420,75.94
6421,50.24
6422,66.97
6423,71.0
6424,67.0
6425,49.99
6426,80.23
6427,101.0
6428,90.0
6429,32.0
6430,32.23
6431,33.67
6432,34.18
6433,32.92
6434,31.94
6435,32.33
6436,32.91
6437,34.9
6438,46.21
6439,50.29
6440,34.5
6441,34.5
6442,35.1
6443,48.93
6444,35.8
6445,46.6
6446,32.9
6447,32.9
6448,32.9
6449,34.0
6450,30.9
6451,30.8
6452,30.0
6453,30.0
6454,30.0
6455,28.0
6456,28.0
6457,30.36
6458,33.0
6459,33.0
6460,33.0
6461,30.4
6462,31.94
6463,48.37
6464,50.31
6465,50.08
6466,47.27
6467,44.14
6468,32.4
6469,30.5
6470,30.5
6471,30.6
6472,31.1
6473,31.7
6474,46.54
6475,48.36
6476,47.49
6477,35.14
6478,34.0
6479,31.06
6480,31.55
6481,27.0
6482,22.0
6483,22.0
6484,22.0
6485,22.0
6486,22.0
6487,26.0
6488,31.1
6489,31.5
6490,30.3
6491,34.2
6492,34.2
6493,35.0
6494,33.76
6495,34.0
6496,34.0
6497,29.28
6498,29.22
6499,29.22
6500,28.91
6501,26.2
6502,16.0
6503,16.0
6504,0.04
6505,1.19
6506,34.0
6507,32.5
6508,13.96
6509,13.08
6510,18.11
6511,23.09
6512,24.96
6513,27.1
6514,32.01
6515,31.9
6516,31.8
6517,34.0
6518,34.0
6519,34.0
6520,34.0
6521,32.44
6522,33.45
6523,34.13
6524,33.83
6525,32.91
6526,31.94
6527,29.7
6528,28.76
6529,23.0
6530,23.16
6531,21.0
6532,21.0
6533,24.0
6534,28.0
6535,45.33
6536,31.73
6537,31.73
6538,37.4
6539,37.4
6540,36.25
6541,36.25
6542,35.24
6543,35.24
6544,35.46
6545,35.24
6546,35.3
6547,35.13
6548,38.0
6549,38.0
6550,35.5
6551,35.24
6552,37.0
6553,37.0
6554,36.0
6555,34.29
6556,34.29
6557,33.01
6558,47.47
6559,119.33
6560,51.05
6561,34.8
6562,31.0
6563,30.0
6564,29.8
6565,29.4
6566,27.0
6567,27.0
6568,29.0
6569,27.0
6570,29.0
6571,134.08
6572,52.92
6573,32.0
6574,31.5
6575,30.2
6576,30.2
6577,28.3
6578,30.94
6579,26.5
6580,26.0
6581,26.0
6582,29.7
6583,31.0
6584,31.0
6585,34.68
6586,50.0
6587,48.04
6588,41.4
6589,33.67
6590,33.61
6591,31.16
6592,33.0
6593,40.49
6594,48.01
6595,51.61
6596,31.0
6597,30.7
6598,30.0
6599,30.0
6600,33.35
6601,32.29
6602,35.0
6603,21.1
6604,35.5
6605,35.5
6606,35.7
6607,42.98
6608,49.92
6609,47.89
6610,46.8
6611,47.61
6612,96.84
6613,96.84
6614,87.16
6615,267.88
6616,260.46
6617,112.0
6618,58.83
6619,66.33
6620,53.53
6621,48.06
6622,45.59
6623,40.0
6624,39.94
6625,39.9
6626,38.0
6627,38.0
6628,39.0
6629,39.94
6630,43.33
6631,48.77
6632,61.71
6633,67.4
6634,69.85
6635,66.7
6636,57.06
6637,47.78
6638,45.35
6639,47.93
6640,49.49
6641,50.05
6642,50.27
6643,53.52
6644,49.22
6645,40.5
6646,37.0
6647,37.94
6648,39.48
6649,39.48
6650,39.48
6651,38.98
6652,38.98
6653,38.98
6654,39.5
6655,39.5
6656,40.0
6657,42.95
6658,45.0
6659,45.0
6660,39.98
6661,39.98
6662,39.5
6663,36.27
6664,38.05
6665,43.59
6666,48.11
6667,52.09
6668,49.97
6669,41.0
6670,40.5
6671,40.5
6672,37.0
6673,36.98
6674,36.98
6675,36.98
6676,37.0
6677,37.9
6678,37.9
6679,37.9
6680,39.48
6681,39.48
6682,37.9
6683,36.52
6684,36.08
6685,31.5
6686,32.5
6687,32.5
6688,32.5
6689,36.64
6690,33.98
6691,52.19
6692,41.0
6693,34.4
6694,35.36
6695,34.39
6696,37.98
6697,37.98
6698,36.98
6699,37.0
6700,40.0
6701,41.0
6702,200.92
6703,400.49
6704,400.49
6705,295.19
6706,90.0
6707,35.98
6708,36.0
6709,36.0
6710,36.0
6711,36.0
6712,64.83
6713,36.3
6714,36.3
6715,75.28
6716,69.26
6717,36.0
6718,36.0
6719,38.0
6720,37.0
6721,40.0
6722,39.5
6723,39.5
6724,38.0
6725,38.0
6726,61.2
6727,602.46
6728,602.46
6729,294.73
6730,133.91
6731,57.26
6732,57.29
6733,35.9
6734,107.13
6735,107.13
6736,56.25
6737,56.18
6738,60.98
6739,57.3
6740,55.71
6741,32.0
6742,32.0
6743,33.62
6744,34.17
6745,28.0
6746,26.8
6747,27.0
6748,28.0
6749,29.0
6750,31.0
6751,33.0
6752,33.0
6753,33.0
6754,33.84
6755,60.47
6756,34.0
6757,33.84
6758,53.25
6759,57.83
6760,57.8
6761,61.39
6762,35.83
6763,64.7
6764,32.0
6765,32.0
6766,34.3
6767,34.1
6768,33.49
6769,33.14
6770,32.98
6771,32.96
6772,33.44
6773,34.49
6774,55.02
6775,32.9
6776,32.97
6777,33.4
6778,33.4
6779,33.8
6780,33.8
6781,34.6
6782,34.27
6783,31.0
6784,32.6
6785,34.81
6786,60.53
6787,33.0
6788,31.82
6789,31.82
6790,28.84
6791,25.36
6792,25.36
6793,22.9
6794,22.4
6795,23.07
6796,29.6
6797,30.0
6798,29.2
6799,31.5
6800,33.6
6801,33.0
6802,33.81
6803,39.5
6804,39.0
6805,37.5
6806,38.78
6807,38.78
6808,39.1
6809,39.19
6810,39.0
6811,37.78
6812,37.78
6813,37.0
6814,36.1
6815,36.1
6816,35.5
6817,35.5
6818,22.36
6819,0.09
6820,5.8
6821,10.79
6822,33.0
6823,36.5
6824,36.78
6825,36.5
6826,30.0
6827,30.0
6828,29.7
6829,29.7
6830,29.7
6831,35.88
6832,35.88
6833,36.2
6834,35.38
6835,33.39
6836,32.0
6837,32.0
6838,32.0
6839,29.5
6840,31.44
6841,25.66
6842,33.26
6843,33.29
6844,33.41
6845,33.83
6846,33.8
6847,34.31
6848,32.5
6849,34.3
6850,36.33
6851,36.32
6852,36.27
6853,35.9
6854,35.82
6855,35.8
6856,38.1
6857,38.2
6858,40.0
6859,40.0
6860,37.0
6861,37.0
6862,16.51
6863,4.02
6864,35.85
6865,36.84
6866,35.0
6867,15.17
6868,16.0
6869,25.42
6870,35.27
6871,39.02
6872,39.0
6873,49.6
6874,65.74
6875,65.74
6876,79.0
6877,79.0
6878,70.0
6879,70.0
6880,88.2
6881,87.0
6882,70.91
6883,70.92
6884,56.0
6885,50.0
6886,41.0
6887,39.0
6888,37.0
6889,37.0
6890,33.86
6891,33.84
6892,34.13
6893,33.0
6894,33.0
6895,33.5
6896,33.5
6897,33.5
6898,34.5
6899,50.62
6900,48.72
6901,49.2
6902,65.0
6903,79.0
6904,79.0
6905,40.0
6906,40.0
6907,36.0
6908,36.0
6909,36.0
6910,36.0
6911,34.06
6912,34.81
6913,34.11
6914,33.97
6915,33.98
6916,34.43
6917,35.44
6918,44.6
6919,59.55
6920,63.46
6921,61.86
6922,75.0
6923,82.0
6924,82.0
6925,82.0
6926,82.0
6927,71.0
6928,74.0
6929,92.0
6930,110.0
6931,110.0
6932,74.0
6933,38.2
6934,38.2
6935,36.8
6936,33.85
6937,36.0
6938,36.0
6939,36.0
6940,36.0
6941,34.6
6942,40.5
6943,36.5
6944,36.5
6945,36.5
6946,53.24
6947,52.36
6948,49.9
6949,46.49
6950,36.5
6951,33.0
6952,55.79
6953,58.98
6954,35.0
6955,37.0
6956,34.53
6957,34.53
6958,36.0
6959,35.58
6960,31.0
6961,29.48
6962,28.1
6963,28.3
6964,28.6
6965,32.5
6966,33.6
6967,34.0
6968,33.5
6969,33.5
6970,33.5
6971,41.94
6972,33.5
6973,33.5
6974,32.5
6975,32.5
6976,32.5
6977,33.1
6978,35.38
6979,35.0
6980,30.0
6981,30.0
6982,30.0
6983,30.0
6984,36.03
6985,38.0
6986,36.0
6987,31.18
6988,31.31
6989,29.0
6990,26.89
6991,28.6
6992,30.0
6993,36.14
6994,36.0
6995,32.9
6996,32.9
6997,33.4
6998,28.7
6999,28.0
7000,28.0
7001,72.0
7002,44.08
7003,67.34
7004,34.0
7005,28.5
7006,28.3
7007,28.5
7008,36.0
7009,26.01
7010,-13.25
7011,-21.42
7012,4.0
7013,4.0
7014,25.8
7015,37.4
7016,39.0
7017,38.82
7018,39.0
7019,40.5
7020,73.63
7021,39.2
7022,38.4
7023,36.39
7024,36.92
7025,40.38
7026,48.75
7027,51.06
7028,47.1
7029,39.7
7030,39.8
7031,39.0
7032,30.34
7033,33.89
7034,26.28
7035,25.79
7036,25.7
7037,26.39
7038,35.0
7039,53.21
7040,53.72
7041,36.1
7042,51.56
7043,52.2
7044,50.3
7045,44.14
7046,80.32
7047,70.7
7048,50.03
7049,54.11
7050,59.45
7051,66.51
7052,35.0
7053,34.7
7054,34.63
7055,34.63
7056,55.08
7057,35.88
7058,34.64
7059,30.0
7060,29.0
7061,48.04
7062,47.26
7063,56.43
7064,46.36
7065,37.55
7066,22.65
7067,28.9
7068,29.0
7069,29.0
7070,27.3
7071,29.3
7072,29.4
7073,29.17
7074,34.39
7075,30.5
7076,30.0
7077,30.0
7078,29.47
7079,29.0
7080,29.46
7081,24.55
7082,24.55
7083,24.55
7084,24.55
7085,77.35
7086,33.0
7087,52.4
7088,59.77
7089,66.93
7090,60.24
7091,60.24
7092,34.0
7093,34.0
7094,34.47
7095,35.0
7096,36.0
7097,35.0
7098,35.0
7099,35.0
7100,35.0
7101,59.91
7102,33.6
7103,33.88
7104,38.5
7105,38.5
7106,38.5
7107,37.78
7108,37.78
7109,37.24
7110,38.24
7111,76.38
7112,78.98
7113,34.0
7114,34.0
7115,36.0
7116,73.62
7117,73.62
7118,34.0
7119,34.0
7120,33.0
7121,34.0
7122,107.09
7123,107.09
7124,34.8
7125,31.5
7126,28.5
7127,18.0
7128,18.0
7129,24.64
7130,25.2
7131,24.42
7132,25.2
7133,27.1
7134,32.0
7135,34.98
7136,51.52
7137,34.0
7138,29.0
7139,26.5
7140,26.2
7141,25.0
7142,25.0
7143,28.7
7144,32.0
7145,32.5
7146,33.6
7147,33.6
7148,31.74
7149,25.9
7150,26.61
7151,21.0
7152,21.61
7153,18.84
7154,19.89
7155,15.78
7156,7.0
7157,-4.6
7158,-4.6
7159,16.0
7160,22.0
7161,42.2
7162,42.3
7163,42.3
7164,42.0
7165,42.0
7166,42.0
7167,42.0
7168,40.8
7169,42.0
7170,43.78
7171,41.0
7172,35.77
7173,35.05
7174,33.96
7175,26.81
7176,23.0
7177,23.0
7178,9.04
7179,-18.76
7180,-22.76
7181,-18.74
7182,-26.78
7183,-24.1
7184,-21.42
7185,27.2
7186,28.8
7187,32.5
7188,29.0
7189,29.0
7190,29.0
7191,34.0
7192,37.14
7193,38.49
7194,44.44
7195,44.73
7196,40.33
7197,32.5
7198,32.5
7199,29.85
7200,25.82
7201,26.4
7202,27.54
7203,25.0
7204,25.0
7205,28.3
7206,31.48
7207,35.0
7208,36.4
7209,37.0
7210,36.0
7211,36.0
7212,35.1
7213,34.5
7214,34.5
7215,35.0
7216,34.5
7217,35.41
7218,61.23
7219,63.62
7220,65.74
7221,48.69
7222,41.62
7223,39.33
7224,34.0
7225,34.0
7226,32.5
7227,35.83
7228,35.22
7229,36.06
7230,38.15
7231,43.26
7232,53.5
7233,55.81
7234,55.01
7235,51.56
7236,51.46
7237,36.0
7238,35.73
7239,35.5
7240,36.0
7241,36.7
7242,38.1
7243,66.18
7244,60.75
7245,53.91
7246,45.91
7247,43.0
7248,43.0
7249,42.24
7250,41.75
7251,41.75
7252,43.21
7253,43.5
7254,43.5
7255,46.67
7256,54.12
7257,57.6
7258,40.9
7259,38.89
7260,36.9
7261,36.0
7262,36.0
7263,49.95
7264,36.0
7265,37.0
7266,61.57
7267,38.0
7268,36.5
7269,35.44
7270,35.44
7271,35.0
7272,35.0
7273,34.7
7274,31.26
7275,31.26
7276,33.16
7277,34.85
7278,35.51
7279,35.0
7280,36.0
7281,36.5
7282,36.5
7283,36.0
7284,36.0
7285,35.0
7286,34.19
7287,34.19
7288,36.0
7289,37.0
7290,37.0
7291,36.0
7292,35.0
7293,35.0
7294,35.0
7295,35.0
7296,33.7
7297,39.0
7298,39.0
7299,34.51
7300,34.42
7301,35.57
7302,37.38
7303,38.51
7304,39.83
7305,36.99
7306,36.99
7307,39.74
7308,35.09
7309,35.9
7310,33.43
7311,31.5
7312,40.4
7313,41.0
7314,42.0
7315,41.86
7316,40.5
7317,37.31
7318,36.26
7319,40.0
7320,40.0
7321,38.3
7322,39.2
7323,39.2
7324,38.3
7325,38.3
7326,38.3
7327,38.3
7328,37.5
7329,39.6
7330,41.06
7331,42.0
7332,42.0
7333,42.22
7334,42.0
7335,41.5
7336,40.5
7337,40.5
7338,40.5
7339,40.5
7340,37.31
7341,36.88
7342,40.0
7343,40.0
7344,38.5
7345,38.5
7346,32.91
7347,36.42
7348,36.42
7349,36.42
7350,36.42
7351,33.48
7352,34.43
7353,35.88
7354,36.88
7355,37.59
7356,42.5
7357,42.5
7358,42.33
7359,41.0
7360,41.34
7361,41.34
7362,44.0
7363,44.0
7364,36.0
7365,35.0
7366,36.0
7367,35.86
7368,34.1
7369,34.76
7370,37.8
7371,38.0
7372,38.0
7373,35.47
7374,-24.09
7375,-10.71
7376,38.0
7377,38.0
7378,38.0
7379,38.6
7380,39.3
7381,41.71
7382,43.65
7383,44.39
7384,46.38
7385,39.37
7386,39.5
7387,39.0
7388,39.0
7389,43.15
7390,46.0
7391,44.92
7392,43.0
7393,42.0
7394,42.0
7395,41.0
7396,41.0
7397,41.0
7398,44.0
7399,44.42
7400,53.54
7401,55.8
7402,43.0
7403,43.0
7404,48.43
7405,73.62
7406,56.13
7407,55.14
7408,60.23
7409,55.0
7410,83.7
7411,107.08
7412,52.3
7413,55.8
7414,46.0
7415,43.5
7416,43.0
7417,44.0
7418,43.5
7419,39.97
7420,40.2
7421,41.03
7422,41.39
7423,48.57
7424,60.0
7425,60.0
7426,60.0
7427,60.0
7428,60.0
7429,62.0
7430,116.28
7431,100.0
7432,57.39
7433,60.71
7434,76.25
7435,87.12
7436,72.28
7437,54.47
7438,47.52
7439,43.53
7440,41.39
7441,41.97
7442,41.14
7443,40.68
7444,40.97
7445,42.11
7446,43.06
7447,45.68
7448,54.67
7449,58.65
7450,44.9
7451,49.49
7452,47.89
7453,47.15
7454,46.83
7455,46.73
7456,47.42
7457,49.88
7458,42.7
7459,40.7
7460,40.7
7461,39.4
7462,39.5
7463,39.5
7464,39.8
7465,39.91
7466,42.0
7467,42.0
7468,42.0
7469,39.89
7470,41.96
7471,45.05
7472,51.78
7473,56.6
7474,56.9
7475,54.94
7476,53.95
7477,52.44
7478,56.0
7479,53.01
7480,56.0
7481,79.32
7482,93.69
7483,68.0
7484,55.52
7485,54.3
7486,43.83
7487,42.98
7488,40.64
7489,44.9
7490,45.0
7491,44.0
7492,43.95
7493,43.95
7494,44.0
7495,44.0
7496,45.0
7497,45.0
7498,52.7
7499,54.7
7500,52.0
7501,51.2
7502,49.98
7503,45.0
7504,47.5
7505,50.1
7506,55.3
7507,55.0
7508,51.0
7509,46.84
7510,46.0
7511,43.95
7512,42.56
7513,42.13
7514,41.9
7515,36.93
7516,36.75
7517,37.27
7518,37.56
7519,37.4
7520,38.94
7521,39.97
7522,40.41
7523,40.92
7524,38.6
7525,38.6
7526,46.0
7527,46.0
7528,39.0
7529,40.0
7530,41.7
7531,53.09
7532,52.51
7533,51.01
7534,47.0
7535,43.91
7536,43.91
7537,40.19
7538,39.84
7539,39.72
7540,39.78
7541,38.0
7542,38.0
7543,39.3
7544,47.69
7545,51.0
7546,49.85
7547,41.0
7548,41.0
7549,41.0
7550,49.9
7551,49.9
7552,49.56
7553,49.56
7554,58.48
7555,50.0
7556,42.69
7557,41.96
7558,40.99
7559,40.39
7560,39.38
7561,36.95
7562,36.6
7563,36.31
7564,36.35
7565,40.61
7566,40.5
7567,38.7
7568,43.87
7569,42.0
7570,40.0
7571,46.0
7572,46.0
7573,45.0
7574,45.0
7575,44.2
7576,49.03
7577,50.0
7578,57.79
7579,59.43
7580,38.6
7581,38.0
7582,40.95
7583,40.02
7584,37.64
7585,34.84
7586,34.83
7587,35.01
7588,35.22
7589,38.03
7590,40.75
7591,39.1
7592,65.0
7593,99.18
7594,58.0
7595,50.12
7596,40.67
7597,55.0
7598,55.12
7599,56.0
7600,58.42
7601,16.73
7602,42.8
7603,42.0
7604,38.5
7605,39.67
7606,42.91
7607,41.47
7608,40.72
7609,36.0
7610,34.2
7611,34.2
7612,34.2
7613,35.77
7614,36.0
7615,38.0
7616,42.38
7617,42.5
7618,40.0
7619,39.5
7620,40.5
7621,48.64
7622,41.39
7623,43.0
7624,43.0
7625,43.0
7626,59.19
7627,39.0
7628,38.6
7629,38.6
7630,42.05
7631,38.65
7632,35.38
7633,43.0
7634,43.0
7635,40.99
7636,39.5
7637,36.0
7638,34.5
7639,38.0
7640,38.5
7641,39.0
7642,38.5
7643,38.9
7644,41.64
7645,44.5
7646,44.5
7647,39.51
7648,39.0
7649,41.0
7650,41.0
7651,41.0
7652,41.0
7653,39.0
7654,39.0
7655,41.0
7656,41.0
7657,41.0
7658,39.5
7659,38.4
7660,39.7
7661,39.9
7662,41.19
7663,40.02
7664,41.5
7665,41.11
7666,43.13
7667,41.51
7668,41.08
7669,40.26
7670,43.0
7671,43.0
7672,43.0
7673,43.0
7674,37.5
7675,37.0
7676,37.0
7677,37.0
7678,38.58
7679,37.29
7680,36.44
7681,-20.07
7682,-7.09
7683,-6.96
7684,32.23
7685,-6.69
7686,33.75
7687,32.49
7688,34.96
7689,36.85
7690,38.81
7691,39.72
7692,42.16
7693,37.5
7694,37.5
7695,38.4
7696,38.6
7697,43.3
7698,45.0
7699,45.0
7700,39.7
7701,39.4
7702,38.7
7703,35.06
7704,32.3
7705,37.93
7706,27.83
7707,26.31
7708,28.16
7709,29.68
7710,34.0
7711,36.0
7712,41.19
7713,40.2
7714,40.2
7715,40.7
7716,43.2
7717,63.38
7718,77.39
7719,77.0
7720,52.87
7721,41.5
7722,41.4
7723,41.5
7724,40.8
7725,39.2
7726,38.9
7727,37.0
7728,37.11
7729,41.5
7730,41.23
7731,40.24
7732,34.28
7733,35.63
7734,38.16
7735,36.76
7736,38.0
7737,39.0
7738,41.99
7739,41.7
7740,41.77
7741,41.96
7742,80.0
7743,80.0
7744,43.12
7745,56.0
7746,40.5
7747,40.24
7748,40.24
7749,39.0
7750,39.0
7751,37.0
7752,34.0
7753,31.5
7754,30.0
7755,30.0
7756,31.0
7757,31.69
7758,37.0
7759,38.5
7760,42.0
7761,42.0
7762,41.0
7763,41.0
7764,80.17
7765,59.12
7766,93.28
7767,73.61
7768,60.69
7769,93.28
7770,40.0
7771,40.0
7772,40.0
7773,40.0
7774,40.0
7775,40.0
7776,34.0
7777,31.5
7778,28.5
7779,22.2
7780,22.2
7781,30.0
7782,33.0
7783,36.5
7784,38.0
7785,38.1
7786,160.59
7787,115.09
7788,59.11
7789,56.28
7790,58.09
7791,57.32
7792,41.2
7793,41.31
7794,39.5
7795,40.4
7796,41.0
7797,39.84
7798,40.19
7799,39.17
7800,36.65
7801,34.45
7802,28.5
7803,26.0
7804,26.0
7805,29.0
7806,33.64
7807,36.9
7808,39.0
7809,51.58
7810,39.0
7811,39.0
7812,39.0
7813,39.0
7814,39.0
7815,39.0
7816,39.0
7817,59.0
7818,39.09
7819,37.0
7820,36.12
7821,36.5
7822,35.5
7823,35.5
7824,34.49
7825,34.36
7826,33.05
7827,22.6
7828,15.0
7829,-13.11
7830,-18.73
7831,-11.37
7832,-11.11
7833,32.55
7834,34.5
7835,34.8
7836,36.0
7837,36.0
7838,37.0
7839,37.0
7840,37.0
7841,39.7
7842,36.5
7843,35.5
7844,35.51
7845,35.51
7846,36.0
7847,35.99
7848,35.53
7849,14.57
7850,19.22
7851,13.28
7852,14.89
7853,10.19
7854,7.57
7855,19.09
7856,25.48
7857,36.6
7858,37.8
7859,42.03
7860,45.0
7861,45.0
7862,45.12
7863,45.0
7864,44.01
7865,47.0
7866,47.0
7867,45.12
7868,46.0
7869,46.0
7870,46.0
7871,46.0
7872,45.0
7873,43.1
7874,36.3
7875,36.0
7876,35.4
7877,42.1
7878,42.0
7879,39.0
7880,60.42
7881,58.37
7882,58.42
7883,57.3
7884,58.26
7885,58.77
7886,58.6
7887,57.05
7888,59.23
7889,58.4
7890,63.45
7891,59.36
7892,41.5
7893,41.5
7894,50.17
7895,46.36
7896,41.58
7897,42.0
7898,38.43
7899,36.2
7900,35.91
7901,35.98
7902,38.0
7903,40.0
7904,40.5
7905,54.79
7906,42.0
7907,42.0
7908,42.1
7909,42.1
7910,52.59
7911,43.3
7912,42.0
7913,42.0
7914,59.96
7915,69.0
7916,58.0
7917,47.51
7918,40.3
7919,42.28
7920,37.74
7921,41.0
7922,41.0
7923,32.2
7924,32.2
7925,31.65
7926,34.8
7927,37.0
7928,39.0
7929,50.54
7930,40.0
7931,40.0
7932,40.0
7933,40.5
7934,43.87
7935,43.21
7936,41.1
7937,43.0
7938,41.8
7939,42.1
7940,46.0
7941,43.5
7942,45.36
7943,45.36
7944,44.5
7945,43.5
7946,43.0
7947,42.8
7948,42.8
7949,43.5
7950,44.05
7951,44.5
7952,46.52
7953,49.49
7954,46.0
7955,42.8
7956,42.52
7957,41.5
7958,49.0
7959,49.0
7960,45.5
7961,42.07
7962,42.01
7963,41.58
7964,43.5
7965,45.0
7966,45.0
7967,45.0
7968,-6.56
7969,23.95
7970,21.27
7971,11.79
7972,14.2
7973,27.56
7974,27.5
7975,37.0
7976,39.0
7977,38.2
7978,38.3
7979,39.0
7980,38.08
7981,37.5
7982,37.5
7983,37.0
7984,37.89
7985,39.2
7986,39.0
7987,37.89
7988,37.4
7989,37.4
7990,37.59
7991,40.38
7992,38.33
7993,41.54
7994,41.54
7995,41.54
7996,35.34
7997,35.39
7998,35.5
7999,35.5
8000,40.93
8001,46.0
8002,49.0
8003,47.47
8004,47.47
8005,45.99
8006,40.77
8007,37.09
8008,38.2
8009,58.0
8010,64.78
8011,65.0
8012,52.0
8013,49.45
8014,50.0
8015,47.5
8016,46.5
8017,40.5
8018,40.5
8019,36.26
8020,35.93
8021,35.86
8022,35.92
8023,36.13
8024,37.14
8025,43.5
8026,44.51
8027,44.77
8028,48.0
8029,48.15
8030,36.84
8031,37.0
8032,38.0
8033,39.0
8034,39.0
8035,39.0
8036,39.0
8037,39.0
8038,39.0
8039,64.25
8040,41.5
8041,38.0
8042,32.64
8043,33.8
8044,34.46
8045,32.4
8046,36.0
8047,43.76
8048,65.0
8049,200.0
8050,104.0
8051,53.0
8052,48.0
8053,46.0
8054,46.5
8055,49.0
8056,41.54
8057,64.79
8058,65.0
8059,57.5
8060,55.5
8061,54.43
8062,49.33
8063,47.0
8064,42.04
8065,41.0
8066,41.6
8067,41.5
8068,41.5
8069,41.5
8070,42.81
8071,55.07
8072,41.0
8073,41.46
8074,40.0
8075,40.0
8076,59.31
8077,55.24
8078,53.19
8079,41.2
8080,41.2
8081,58.56
8082,55.84
8083,48.57
8084,39.5
8085,38.0
8086,36.0
8087,35.32
