,Price for consumption [EUR/MWh] - MBA|DK2
2114,38.7
2115,39.5
2116,39.5
2117,38.8
2118,33.51
2119,33.23
2120,38.8
2121,38.8
2122,38.8
2123,29.24
2124,28.77
2125,25.92
2126,25.45
2127,29.25
2128,32.02
2129,39.0
2130,39.0
2131,37.24
2132,35.09
2133,33.68
2134,30.97
2135,26.8
2136,30.7
2137,28.88
2138,25.07
2139,25.07
2140,22.47
2141,24.9
2142,26.96
2143,29.43
2144,29.43
2145,13.0
2146,13.94
2147,13.42
2148,14.46
2149,10.46
2150,1.11
2151,1.48
2152,11.51
2153,23.75
2154,30.98
2155,34.2
2156,45.44
2157,44.4
2158,40.8
2159,40.8
2160,31.06
2161,29.96
2162,31.07
2163,31.84
2164,32.4
2165,39.5
2166,61.25
2167,106.5
2168,87.08
2169,37.3
2170,37.1
2171,35.4
2172,33.1
2173,33.1
2174,32.8
2175,33.51
2176,33.51
2177,36.1
2178,36.66
2179,37.3
2180,40.9
2181,39.41
2182,38.72
2183,33.6
2184,29.11
2185,26.93
2186,25.43
2187,25.16
2188,27.52
2189,32.7
2190,38.63
2191,36.79
2192,36.79
2193,40.5
2194,40.93
2195,35.0
2196,35.0
2197,35.0
2198,32.64
2199,31.09
2200,31.61
2201,32.64
2202,35.75
2203,35.75
2204,38.58
2205,36.4
2206,31.38
2207,27.69
2208,31.9
2209,31.0
2210,29.1
2211,29.4
2212,38.5
2213,38.5
2214,41.17
2215,49.07
2216,52.42
2217,54.72
2218,49.7
2219,47.99
2220,36.9
2221,37.0
2222,37.0
2223,41.48
2224,43.0
2225,43.0
2226,45.44
2227,37.24
2228,37.34
2229,44.6
2230,35.78
2231,35.0
2232,35.6
2233,35.12
2234,37.7
2235,40.0
2236,40.0
2237,39.2
2238,44.67
2239,53.64
2240,59.86
2241,47.0
2242,77.97
2243,185.38
2244,107.18
2245,80.0
2246,44.69
2247,36.0
2248,42.0
2249,42.33
2250,45.23
2251,50.5
2252,48.93
2253,43.81
2254,38.49
2255,36.8
2256,32.2
2257,31.4
2258,31.3
2259,31.4
2260,32.8
2261,35.0
2262,62.0
2263,53.16
2264,72.35
2265,37.1
2266,37.0
2267,36.0
2268,36.0
2269,36.0
2270,36.0
2271,36.0
2272,42.0
2273,64.98
2274,64.98
2275,56.1
2276,47.8
2277,47.6
2278,73.69
2279,55.0
2280,41.12
2281,39.86
2282,38.31
2283,36.1
2284,36.13
2285,37.27
2286,39.2
2287,36.5
2288,58.94
2289,64.97
2290,46.0
2291,44.0
2292,34.56
2293,34.1
2294,35.94
2295,40.5
2296,40.5
2297,40.19
2298,41.28
2299,42.91
2300,41.88
2301,47.0
2302,41.5
2303,36.22
2304,35.0
2305,33.59
2306,34.0
2307,34.0
2308,34.0
2309,34.0
2310,34.0
2311,37.0
2312,37.0
2313,37.0
2314,37.0
2315,37.0
2316,36.6
2317,37.0
2318,36.5
2319,32.9
2320,31.1
2321,35.9
2322,37.5
2323,38.5
2324,39.0
2325,38.4
2326,42.5
2327,41.65
2328,41.0
2329,41.0
2330,41.0
2331,41.0
2332,41.0
2333,41.6
2334,42.59
2335,44.43
2336,44.84
2337,40.5
2338,40.5
2339,42.98
2340,42.35
2341,41.85
2342,36.69
2343,36.69
2344,37.73
2345,41.81
2346,40.0
2347,40.0
2348,41.0
2349,41.0
2350,41.01
2351,38.36
2352,33.24
2353,34.1
2354,34.74
2355,34.86
2356,34.91
2357,40.79
2358,44.15
2359,50.51
2360,51.9
2361,40.5
2362,40.5
2363,40.5
2364,40.5
2365,42.29
2366,40.9
2367,40.68
2368,39.4
2369,39.41
2370,43.53
2371,40.5
2372,40.5
2373,40.1
2374,43.5
2375,40.06
2376,37.51
2377,35.0
2378,34.4
2379,34.4
2380,36.0
2381,38.5
2382,40.0
2383,43.14
2384,68.0
2385,62.38
2386,40.5
2387,40.54
2388,48.0
2389,48.0
2390,46.0
2391,45.0
2392,49.0
2393,49.0
2394,49.0
2395,49.0
2396,46.97
2397,44.26
2398,43.65
2399,42.01
2400,47.0
2401,47.0
2402,47.0
2403,47.0
2404,47.94
2405,47.0
2406,51.0
2407,70.1
2408,72.0
2409,43.0
2410,43.0
2411,43.0
2412,43.0
2413,51.4
2414,43.0
2415,41.0
2416,42.0
2417,42.5
2418,42.5
2419,43.0
2420,43.0
2421,44.7
2422,47.2
2423,45.11
2424,47.2
2425,47.2
2426,47.2
2427,47.2
2428,47.5
2429,50.4
2430,56.0
2431,80.38
2432,82.07
2433,42.76
2434,42.76
2435,42.7
2436,42.7
2437,43.0
2438,37.6
2439,37.5
2440,38.0
2441,39.0
2442,41.0
2443,41.0
2444,41.0
2445,42.2
2446,51.0
2447,50.0
2448,47.0
2449,47.0
2450,45.0
2451,45.0
2452,45.0
2453,45.0
2454,45.78
2455,44.99
2456,46.14
2457,42.5
2458,37.0
2459,36.0
2460,36.0
2461,36.0
2462,36.0
2463,34.5
2464,34.5
2465,36.0
2466,38.0
2467,40.0
2468,41.0
2469,47.5
2470,47.5
2471,38.5
2472,38.54
2473,36.5
2474,36.5
2475,42.5
2476,43.87
2477,45.5
2478,45.5
2479,45.5
2480,46.0
2481,39.0
2482,37.1
2483,36.4
2484,34.89
2485,33.87
2486,29.75
2487,28.97
2488,31.26
2489,35.04
2490,40.4
2491,41.15
2492,42.0
2493,44.41
2494,45.0
2495,45.0
2496,45.0
2497,45.78
2498,45.78
2499,45.78
2500,47.0
2501,49.0
2502,48.72
2503,58.76
2504,60.33
2505,47.29
2506,45.88
2507,41.6
2508,40.6
2509,40.1
2510,39.0
2511,38.5
2512,38.5
2513,38.5
2514,40.0
2515,41.1
2516,41.1
2517,40.7
2518,39.07
2519,34.97
2520,39.17
2521,35.0
2522,35.0
2523,36.59
2524,39.0
2525,41.3
2526,43.17
2527,42.3
2528,42.13
2529,42.13
2530,40.5
2531,40.5
2532,40.9
2533,42.0
2534,41.0
2535,41.0
2536,40.14
2537,40.4
2538,41.3
2539,41.0
2540,41.0
2541,40.7
2542,40.0
2543,33.0
2544,33.5
2545,32.99
2546,43.0
2547,44.5
2548,44.5
2549,44.5
2550,45.68
2551,76.63
2552,42.5
2553,41.8
2554,41.3
2555,39.72
2556,38.6
2557,43.27
2558,38.98
2559,0.0
2560,39.5
2561,38.73
2562,41.13
2563,41.0
2564,63.71
2565,41.0
2566,41.0
2567,39.0
2568,37.5
2569,35.47
2570,35.47
2571,35.47
2572,35.06
2573,38.07
2574,40.0
2575,40.5
2576,40.5
2577,40.5
2578,40.42
2579,39.0
2580,37.71
2581,39.0
2582,36.5
2583,36.5
2584,36.5
2585,37.5
2586,40.0
2587,40.0
2588,40.0
2589,40.0
2590,40.0
2591,35.6
2592,34.0
2593,34.0
2594,32.5
2595,32.5
2596,32.5
2597,32.8
2598,37.1
2599,38.5
2600,39.1
2601,40.09
2602,42.97
2603,42.76
2604,42.28
2605,41.93
2606,41.4
2607,43.5
2608,43.5
2609,43.5
2610,44.25
2611,40.5
2612,38.52
2613,38.8
2614,40.5
2615,39.1
2616,43.53
2617,40.96
2618,40.46
2619,40.75
2620,41.26
2621,40.13
2622,38.8
2623,38.8
2624,38.8
2625,40.0
2626,42.88
2627,42.01
2628,41.5
2629,40.99
2630,40.71
2631,40.18
2632,40.46
2633,41.16
2634,43.33
2635,40.5
2636,40.5
2637,39.26
2638,38.0
2639,37.5
2640,34.36
2641,32.0
2642,30.7
2643,30.0
2644,30.0
2645,26.7
2646,20.82
2647,20.82
2648,32.0
2649,40.0
2650,40.0
2651,37.5
2652,37.5
2653,37.5
2654,36.2
2655,33.0
2656,32.0
2657,33.0
2658,36.0
2659,39.0
2660,66.54
2661,38.5
2662,31.24
2663,31.24
2664,15.62
2665,16.5
2666,16.5
2667,16.5
2668,16.5
2669,16.5
2670,16.5
2671,18.0
2672,36.4
2673,36.44
2674,43.5
2675,43.0
2676,37.5
2677,10.25
2678,26.6
2679,27.07
2680,22.73
2681,34.0
2682,22.25
2683,21.66
2684,22.18
2685,2.98
2686,-9.0
2687,-15.21
2688,-12.0
2689,-19.42
2690,-12.0
2691,-12.0
2692,-9.56
2693,-2.5
2694,25.3
2695,36.1
2696,37.0
2697,38.5
2698,16.47
2699,0.03
2700,-9.98
2701,43.5
2702,43.5
2703,0.13
2704,43.73
2705,43.73
2706,38.58
2707,41.11
2708,38.4
2709,35.9
2710,29.37
2711,23.71
2712,2.18
2713,4.09
2714,3.93
2715,3.55
2716,5.35
2717,20.1
2718,30.77
2719,38.2
2720,43.85
2721,41.97
2722,45.5
2723,45.5
2724,43.7
2725,34.0
2726,33.03
2727,43.0
2728,43.3
2729,44.0
2730,44.91
2731,44.0
2732,44.0
2733,41.4
2734,38.1
2735,31.0
2736,26.1
2737,15.6
2738,5.0
2739,5.0
2740,2.5
2741,27.0
2742,36.5
2743,40.5
2744,39.52
2745,42.5
2746,37.0
2747,45.0
2748,45.0
2749,46.0
2750,46.8
2751,47.5
2752,47.5
2753,49.5
2754,51.2
2755,57.49
2756,59.9
2757,47.78
2758,41.2
2759,31.6
2760,32.0
2761,31.0
2762,25.33
2763,25.33
2764,25.33
2765,40.06
2766,96.84
2767,52.31
2768,79.7
2769,79.7
2770,63.96
2771,75.27
2772,59.47
2773,47.0
2774,47.0
2775,43.5
2776,43.5
2777,45.08
2778,41.35
2779,40.5
2780,35.5
2781,35.4
2782,35.0
2783,32.0
2784,32.02
2785,21.74
2786,11.5
2787,11.5
2788,11.5
2789,0.0
2790,-4.0
2791,2.0
2792,26.91
2793,40.3
2794,38.02
2795,37.57
2796,31.0
2797,39.1
2798,39.0
2799,39.0
2800,15.53
2801,40.37
2802,43.5
2803,60.28
2804,53.77
2805,26.7
2806,10.35
2807,10.35
2808,90.03
2809,10.32
2810,1.03
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.1
2816,5.0
2817,43.0
2818,43.5
2819,43.0
2820,43.0
2821,24.76
2822,10.0
2823,10.0
2824,24.76
2825,35.51
2826,44.0
2827,45.32
2828,47.75
2829,46.07
2830,75.2
2831,72.23
2832,44.36
2833,43.5
2834,43.0
2835,42.0
2836,39.0
2837,34.04
2838,36.0
2839,38.5
2840,39.5
2841,38.5
2842,37.5
2843,37.5
2844,37.5
2845,43.0
2846,35.7
2847,35.9
2848,35.9
2849,35.1
2850,58.79
2851,70.78
2852,87.14
2853,86.95
2854,89.69
2855,84.1
2856,34.0
2857,59.74
2858,60.0
2859,26.0
2860,24.0
2861,24.0
2862,30.5
2863,34.0
2864,35.1
2865,37.5
2866,72.13
2867,76.49
2868,85.9
2869,44.0
2870,40.12
2871,59.0
2872,40.11
2873,36.5
2874,35.9
2875,34.06
2876,22.0
2877,18.0
2878,18.0
2879,0.0
2880,80.38
2881,66.98
2882,75.44
2883,11.37
2884,10.34
2885,-3.0
2886,-6.0
2887,-4.8
2888,-3.35
2889,45.49
2890,45.49
2891,46.0
2892,46.0
2893,45.0
2894,20.0
2895,25.0
2896,-10.05
2897,-9.65
2898,-8.76
2899,43.42
2900,44.0
2901,44.0
2902,43.0
2903,12.78
2904,13.04
2905,5.06
2906,5.01
2907,0.47
2908,2.73
2909,6.74
2910,31.0
2911,32.99
2912,35.57
2913,40.86
2914,39.7
2915,39.5
2916,41.75
2917,41.75
2918,41.75
2919,41.0
2920,41.6
2921,39.85
2922,40.07
2923,40.67
2924,41.48
2925,43.3
2926,44.0
2927,44.0
2928,42.5
2929,42.5
2930,45.0
2931,45.0
2932,43.22
2933,42.55
2934,48.0
2935,48.0
2936,50.1
2937,47.94
2938,46.9
2939,41.93
2940,41.79
2941,39.84
2942,36.66
2943,35.61
2944,-6.43
2945,46.0
2946,46.0
2947,45.0
2948,44.57
2949,44.92
2950,42.29
2951,46.21
2952,46.69
2953,30.0
2954,20.0
2955,18.0
2956,18.0
2957,-17.41
2958,-17.41
2959,36.0
2960,37.0
2961,39.0
2962,36.0
2963,0.0
2964,-14.73
2965,-6.56
2966,-20.0
2967,-17.41
2968,-12.1
2969,40.49
2970,36.5
2971,37.5
2972,40.0
2973,40.5
2974,46.69
2975,46.69
2976,43.0
2977,43.0
2978,42.0
2979,42.0
2980,29.04
2981,27.94
2982,28.05
2983,29.01
2984,44.96
2985,44.96
2986,28.46
2987,-10.58
2988,-11.2
2989,-9.91
2990,-3.35
2991,44.0
2992,44.0
2993,42.35
2994,32.44
2995,38.47
2996,41.32
2997,41.31
2998,81.39
2999,48.0
3000,43.0
3001,34.99
3002,34.92
3003,33.34
3004,33.07
3005,36.35
3006,45.85
3007,80.0
3008,80.0
3009,-3.35
3010,-6.43
3011,43.7
3012,42.8
3013,47.0
3014,47.0
3015,40.0
3016,40.0
3017,43.87
3018,47.19
3019,54.4
3020,56.14
3021,56.14
3022,55.0
3023,42.81
3024,42.32
3025,43.0
3026,43.0
3027,43.0
3028,43.0
3029,43.0
3030,51.59
3031,60.16
3032,63.9
3033,40.82
3034,40.82
3035,42.0
3036,42.0
3037,200.77
3038,76.07
3039,75.96
3040,76.05
3041,76.93
3042,41.0
3043,64.99
3044,80.36
3045,200.91
3046,265.2
3047,80.36
3048,46.16
3049,26.0
3050,33.85
3051,42.06
3052,42.06
3053,42.06
3054,49.5
3055,56.0
3056,56.2
3057,49.53
3058,39.5
3059,40.0
3060,38.0
3061,38.0
3062,44.4
3063,44.0
3064,37.66
3065,37.95
3066,44.0
3067,48.72
3068,49.53
3069,49.53
3070,49.53
3071,48.72
3072,46.0
3073,45.0
3074,45.0
3075,45.1
3076,45.0
3077,37.07
3078,45.99
3079,40.0
3080,40.7
3081,52.19
3082,49.95
3083,49.93
3084,49.05
3085,43.0
3086,45.76
3087,45.33
3088,45.54
3089,50.0
3090,50.23
3091,55.05
3092,55.24
3093,50.88
3094,49.07
3095,48.0
3096,49.0
3097,46.5
3098,46.0
3099,45.0
3100,45.0
3101,45.0
3102,47.63
3103,54.58
3104,75.28
3105,53.07
3106,42.5
3107,40.1
3108,66.97
3109,45.97
3110,45.97
3111,45.97
3112,58.0
3113,93.76
3114,76.39
3115,75.82
3116,51.98
3117,51.45
3118,96.84
3119,84.64
3120,64.97
3121,45.86
3122,44.0
3123,44.0
3124,43.0
3125,35.67
3126,35.5
3127,36.8
3128,38.0
3129,43.0
3130,40.96
3131,38.6
3132,6.7
3133,-4.29
3134,-16.07
3135,-13.39
3136,-7.66
3137,34.7
3138,37.36
3139,36.69
3140,36.69
3141,36.69
3142,44.8
3143,44.8
3144,93.77
3145,45.28
3146,45.28
3147,42.5
3148,20.91
3149,20.4
3150,23.64
3151,23.04
3152,42.1
3153,45.0
3154,45.0
3155,43.0
3156,9.48
3157,-22.1
3158,12.01
3159,12.01
3160,26.8
3161,-20.0
3162,-14.68
3163,-12.06
3164,47.5
3165,48.0
3166,48.5
3167,48.0
3168,67.23
3169,29.74
3170,45.0
3171,45.0
3172,45.0
3173,42.0
3174,46.16
3175,53.01
3176,53.01
3177,39.5
3178,39.5
3179,36.7
3180,40.71
3181,41.03
3182,41.44
3183,41.4
3184,41.38
3185,38.0
3186,37.5
3187,37.5
3188,40.0
3189,40.0
3190,40.8
3191,41.26
3192,37.0
3193,34.83
3194,35.7
3195,36.0
3196,36.5
3197,37.0
3198,38.5
3199,40.5
3200,41.0
3201,39.5
3202,39.0
3203,38.0
3204,37.84
3205,37.0
3206,36.66
3207,36.66
3208,36.66
3209,36.66
3210,38.2
3211,39.21
3212,39.0
3213,38.7
3214,38.7
3215,38.19
3216,37.1
3217,38.92
3218,40.02
3219,41.0
3220,41.0
3221,41.69
3222,46.65
3223,57.13
3224,61.75
3225,40.5
3226,40.5
3227,56.1
3228,49.64
3229,49.84
3230,38.5
3231,38.5
3232,37.15
3233,37.23
3234,37.12
3235,38.5
3236,68.47
3237,36.8
3238,37.0
3239,32.64
3240,33.5
3241,33.5
3242,34.01
3243,32.07
3244,33.09
3245,34.69
3246,37.0
3247,75.14
3248,133.88
3249,133.88
3250,119.0
3251,37.75
3252,37.75
3253,36.5
3254,34.5
3255,33.0
3256,33.0
3257,42.0
3258,36.6
3259,36.7
3260,38.0
3261,38.5
3262,38.5
3263,36.79
3264,35.7
3265,22.59
3266,22.0
3267,22.0
3268,21.2
3269,24.64
3270,49.21
3271,200.73
3272,200.86
3273,107.13
3274,364.23
3275,364.23
3276,80.34
3277,33.5
3278,31.0
3279,31.0
3280,31.0
3281,34.5
3282,35.0
3283,35.0
3284,36.5
3285,37.99
3286,48.32
3287,78.74
3288,34.74
3289,34.39
3290,26.0
3291,22.48
3292,22.48
3293,22.48
3294,31.9
3295,30.0
3296,34.5
3297,41.3
3298,41.38
3299,41.38
3300,41.38
3301,41.0
3302,40.87
3303,41.0
3304,29.0
3305,32.0
3306,43.09
3307,45.08
3308,45.17
3309,44.75
3310,37.5
3311,37.85
3312,41.38
3313,40.0
3314,19.0
3315,6.0
3316,6.0
3317,6.0
3318,6.0
3319,26.0
3320,31.5
3321,35.0
3322,37.18
3323,42.91
3324,42.91
3325,42.91
3326,41.7
3327,41.5
3328,42.0
3329,42.0
3330,42.26
3331,42.26
3332,42.34
3333,42.26
3334,68.18
3335,40.86
3336,33.0
3337,25.03
3338,23.0
3339,23.0
3340,20.44
3341,24.0
3342,46.91
3343,36.0
3344,63.22
3345,57.73
3346,100.43
3347,100.43
3348,100.43
3349,50.29
3350,100.43
3351,75.0
3352,46.5
3353,46.5
3354,47.91
3355,49.39
3356,46.18
3357,45.8
3358,43.25
3359,33.72
3360,31.7
3361,26.52
3362,26.52
3363,17.0
3364,17.0
3365,17.0
3366,33.5
3367,36.72
3368,38.0
3369,38.0
3370,39.5
3371,66.96
3372,80.35
3373,46.27
3374,96.82
3375,45.39
3376,45.39
3377,44.38
3378,45.95
3379,46.96
3380,44.87
3381,44.11
3382,42.57
3383,25.5
3384,20.0
3385,20.0
3386,16.0
3387,12.25
3388,0.0
3389,0.0
3390,25.0
3391,34.0
3392,37.78
3393,37.27
3394,37.27
3395,36.76
3396,36.76
3397,44.53
3398,44.5
3399,32.5
3400,32.5
3401,35.0
3402,37.27
3403,47.47
3404,47.81
3405,48.14
3406,73.65
3407,47.68
3408,133.91
3409,40.0
3410,80.34
3411,15.37
3412,60.26
3413,13.0
3414,32.0
3415,37.18
3416,36.0
3417,36.0
3418,35.5
3419,36.0
3420,34.4
3421,34.4
3422,34.4
3423,42.0
3424,42.6
3425,42.6
3426,48.55
3427,52.38
3428,54.04
3429,50.82
3430,48.23
3431,36.5
3432,37.54
3433,35.14
3434,34.28
3435,34.1
3436,33.95
3437,35.99
3438,43.71
3439,49.9
3440,50.95
3441,37.0
3442,37.0
3443,35.0
3444,32.5
3445,30.6
3446,30.4
3447,30.75
3448,31.0
3449,32.0
3450,34.85
3451,42.86
3452,42.54
3453,42.54
3454,38.86
3455,37.95
3456,38.1
3457,36.26
3458,35.07
3459,26.0
3460,26.0
3461,26.0
3462,40.0
3463,40.0
3464,40.0
3465,40.0
3466,40.0
3467,35.9
3468,40.0
3469,40.0
3470,39.0
3471,32.39
3472,33.14
3473,32.5
3474,40.99
3475,42.01
3476,42.01
3477,41.5
3478,41.0
3479,41.0
3480,39.75
3481,32.75
3482,37.71
3483,37.71
3484,22.1
3485,1.02
3486,0.8
3487,1.02
3488,1.02
3489,36.0
3490,39.75
3491,39.75
3492,39.75
3493,39.75
3494,40.0
3495,40.77
3496,41.5
3497,41.5
3498,41.28
3499,41.0
3500,32.0
3501,31.08
3502,31.08
3503,31.5
3504,18.67
3505,12.86
3506,12.2
3507,34.14
3508,34.2
3509,30.46
3510,37.32
3511,46.45
3512,38.0
3513,34.5
3514,34.5
3515,33.63
3516,31.0
3517,31.0
3518,35.0
3519,31.5
3520,31.5
3521,35.0
3522,36.18
3523,34.65
3524,34.65
3525,34.65
3526,34.65
3527,35.8
3528,40.5
3529,40.0
3530,40.0
3531,40.0
3532,38.97
3533,38.97
3534,45.71
3535,259.76
3536,259.76
3537,259.76
3538,133.23
3539,133.23
3540,36.0
3541,36.0
3542,36.0
3543,33.5
3544,33.5
3545,35.0
3546,37.0
3547,37.0
3548,38.49
3549,38.53
3550,39.0
3551,39.0
3552,34.53
3553,33.65
3554,30.57
3555,30.97
3556,32.05
3557,33.27
3558,42.87
3559,49.0
3560,32.3
3561,28.4
3562,28.4
3563,32.5
3564,32.5
3565,34.5
3566,35.0
3567,30.5
3568,30.5
3569,54.31
3570,32.5
3571,32.5
3572,32.5
3573,29.0
3574,40.77
3575,31.5
3576,16.98
3577,28.41
3578,21.51
3579,2.5
3580,2.5
3581,2.5
3582,3.83
3583,39.0
3584,39.0
3585,4.5
3586,35.0
3587,35.0
3588,20.9
3589,0.03
3590,0.1
3591,20.0
3592,20.0
3593,25.1
3594,36.88
3595,40.98
3596,39.95
3597,37.9
3598,37.9
3599,36.69
3600,32.02
3601,31.0
3602,36.3
3603,36.1
3604,36.0
3605,29.07
3606,35.0
3607,41.05
3608,41.49
3609,39.78
3610,37.0
3611,32.0
3612,29.74
3613,29.74
3614,38.0
3615,38.0
3616,10.25
3617,20.13
3618,45.05
3619,60.55
3620,66.47
3621,67.35
3622,56.35
3623,52.68
3624,47.81
3625,31.03
3626,28.23
3627,16.32
3628,16.32
3629,26.0
3630,25.8
3631,27.55
3632,24.0
3633,20.5
3634,20.5
3635,22.0
3636,13.26
3637,1.0
3638,1.0
3639,3.0
3640,3.0
3641,28.6
3642,31.0
3643,33.5
3644,33.5
3645,46.79
3646,44.1
3647,37.6
3648,28.54
3649,28.0
3650,15.5
3651,10.2
3652,1.5
3653,1.9
3654,17.34
3655,17.34
3656,17.34
3657,20.0
3658,25.5
3659,15.5
3660,2.5
3661,-1.0
3662,-1.0
3663,-5.0
3664,-5.0
3665,5.0
3666,38.0
3667,44.0
3668,44.26
3669,42.5
3670,28.56
3671,2.5
3672,1.02
3673,1.02
3674,1.02
3675,0.0
3676,0.0
3677,7.5
3678,30.0
3679,117.35
3680,118.66
3681,41.81
3682,34.11
3683,44.0
3684,44.88
3685,44.88
3686,43.86
3687,53.56
3688,42.0
3689,44.0
3690,45.42
3691,50.5
3692,48.98
3693,48.35
3694,45.96
3695,41.4
3696,51.15
3697,51.15
3698,49.55
3699,31.21
3700,32.83
3701,45.23
3702,56.53
3703,50.29
3704,55.43
3705,46.93
3706,42.24
3707,41.0
3708,54.49
3709,54.49
3710,31.0
3711,29.5
3712,29.5
3713,42.92
3714,45.13
3715,34.5
3716,44.72
3717,27.0
3718,26.0
3719,26.0
3720,26.82
3721,30.64
3722,28.0
3723,10.21
3724,0.4
3725,7.5
3726,29.5
3727,31.5
3728,32.5
3729,43.97
3730,41.38
3731,41.0
3732,54.71
3733,53.56
3734,80.34
3735,80.34
3736,39.0
3737,43.45
3738,48.28
3739,56.52
3740,83.38
3741,28.0
3742,25.92
3743,28.0
3744,20.0
3745,13.29
3746,-3.0
3747,-5.0
3748,-5.0
3749,-4.0
3750,21.47
3751,33.74
3752,33.74
3753,40.0
3754,38.0
3755,37.82
3756,37.62
3757,33.0
3758,30.98
3759,30.92
3760,30.91
3761,33.0
3762,40.0
3763,40.89
3764,40.0
3765,43.69
3766,41.55
3767,33.74
3768,29.82
3769,29.34
3770,29.15
3771,21.0
3772,18.0
3773,18.0
3774,26.0
3775,26.0
3776,27.05
3777,45.93
3778,28.07
3779,27.56
3780,27.3
3781,32.1
3782,32.1
3783,27.45
3784,32.4
3785,34.0
3786,22.0
3787,22.0
3788,40.07
3789,33.0
3790,30.04
3791,26.25
3792,33.68
3793,33.0
3794,5.0
3795,4.99
3796,0.0
3797,-2.0
3798,-2.0
3799,10.4
3800,26.54
3801,30.0
3802,30.0
3803,15.85
3804,13.98
3805,4.0
3806,0.94
3807,-20.0
3808,-24.1
3809,-20.09
3810,28.0
3811,34.0
3812,34.0
3813,30.0
3814,30.0
3815,15.31
3816,4.54
3817,0.0
3818,-4.2
3819,-4.2
3820,-10.0
3821,-10.0
3822,-9.7
3823,-1.0
3824,10.0
3825,10.0
3826,5.28
3827,3.0
3828,0.0
3829,0.0
3830,3.0
3831,3.0
3832,24.68
3833,31.9
3834,44.38
3835,25.56
3836,25.56
3837,25.56
3838,120.52
3839,134.05
3840,-1.2
3841,-2.0
3842,-2.0
3843,-2.0
3844,-1.2
3845,-1.8
3846,26.84
3847,24.0
3848,24.0
3849,30.0
3850,34.71
3851,34.71
3852,34.71
3853,19.43
3854,19.43
3855,30.0
3856,32.0
3857,35.0
3858,36.48
3859,39.04
3860,39.85
3861,34.77
3862,34.77
3863,34.0
3864,33.0
3865,18.0
3866,30.0
3867,30.0
3868,25.68
3869,11.61
3870,42.06
3871,46.25
3872,51.58
3873,48.83
3874,51.46
3875,52.73
3876,46.24
3877,44.62
3878,44.0
3879,45.36
3880,48.6
3881,54.64
3882,59.38
3883,56.1
3884,50.08
3885,46.16
3886,126.41
3887,103.25
3888,25.0
3889,22.0
3890,22.0
3891,22.0
3892,22.0
3893,22.0
3894,47.82
3895,56.51
3896,62.61
3897,29.0
3898,28.5
3899,28.61
3900,265.11
3901,200.71
3902,39.05
3903,36.0
3904,27.0
3905,42.14
3906,48.5
3907,51.44
3908,50.56
3909,47.7
3910,44.64
3911,38.7
3912,3.06
3913,10.01
3914,26.0
3915,24.02
3916,22.7
3917,21.0
3918,24.0
3919,48.01
3920,44.49
3921,36.42
3922,26.0
3923,26.07
3924,29.36
3925,28.73
3926,29.56
3927,34.0
3928,31.11
3929,33.68
3930,50.09
3931,64.24
3932,76.5
3933,62.61
3934,47.56
3935,41.03
3936,34.78
3937,34.78
3938,27.32
3939,18.93
3940,18.0
3941,18.0
3942,40.25
3943,52.94
3944,27.62
3945,26.5
3946,26.5
3947,27.0
3948,35.81
3949,33.02
3950,33.28
3951,34.06
3952,26.0
3953,26.0
3954,28.0
3955,27.5
3956,27.5
3957,26.0
3958,24.0
3959,24.0
3960,32.0
3961,29.5
3962,29.5
3963,29.5
3964,29.5
3965,28.19
3966,28.19
3967,28.19
3968,31.0
3969,34.74
3970,34.74
3971,23.0
3972,23.5
3973,34.0
3974,34.0
3975,33.0
3976,33.0
3977,22.0
3978,23.0
3979,30.66
3980,30.66
3981,32.0
3982,29.57
3983,29.23
3984,21.86
3985,27.52
3986,26.05
3987,25.39
3988,25.07
3989,26.4
3990,27.1
3991,28.15
3992,29.0
3993,29.04
3994,31.0
3995,31.0
3996,31.0
3997,31.0
3998,33.23
3999,33.23
4000,30.67
4001,33.23
4002,38.2
4003,44.84
4004,47.95
4005,51.6
4006,26.0
4007,25.0
4008,21.0
4009,20.45
4010,16.24
4011,14.73
4012,10.3
4013,20.0
4014,28.0
4015,50.8
4016,49.02
4017,39.19
4018,30.0
4019,28.0
4020,29.14
4021,29.14
4022,29.14
4023,30.0
4024,29.74
4025,44.97
4026,57.06
4027,26.5
4028,26.0
4029,26.0
4030,26.0
4031,26.0
4032,17.77
4033,30.23
4034,23.49
4035,23.49
4036,8.0
4037,22.06
4038,25.0
4039,27.5
4040,31.0
4041,29.11
4042,30.4
4043,38.9
4044,37.12
4045,28.5
4046,29.5
4047,26.0
4048,26.0
4049,26.0
4050,26.0
4051,66.16
4052,67.12
4053,80.35
4054,80.35
4055,133.25
4056,25.0
4057,25.0
4058,25.0
4059,25.0
4060,25.0
4061,39.68
4062,43.07
4063,54.43
4064,58.64
4065,49.28
4066,42.98
4067,40.81
4068,38.0
4069,37.81
4070,36.79
4071,36.09
4072,34.91
4073,42.91
4074,49.94
4075,53.17
4076,113.83
4077,45.64
4078,40.08
4079,34.99
4080,30.75
4081,30.23
4082,31.0
4083,133.92
4084,251.66
4085,31.67
4086,31.16
4087,36.09
4088,120.53
4089,38.0
4090,38.1
4091,36.98
4092,36.08
4093,38.0
4094,35.09
4095,33.93
4096,33.54
4097,36.71
4098,39.62
4099,44.82
4100,51.96
