Forward price,Forward bid,Power sold,Power bought,Objective values
28.32,7.133049403894183,0.0,0.10387168506129196,199.06631299734747
10.07,9.200536313124262,0.0,0.18196867386696702,90.81697612732097
0.0,7.121903654379455,0.0929504570263795,0.0,0.0
0.0,5.838842070843505,0.0,0.1624494978992086,0.0
0.0,5.676373856014497,0.0,0.1591324767041522,0.0
0.0,5.674851391231576,0.0,0.15761001192123114,0.0
0.0,5.67618203720636,0.0,0.15894065789601441,0.0
0.0,5.827589100804814,0.0,0.25729732361648505,0.0
0.0,9.77796054756768,0.00983786092038308,0.0,0.0
0.0,9.761897691835852,0.025900716652211386,0.0,0.0
0.0,9.762241394767722,0.0,0.4784217661205066,0.0
0.45,9.835871066791244,0.0,0.7907782285949576,4.070291777188329
0.12,9.847000865059046,0.0,1.1732608120086474,1.0408488063660477
0.0,9.697313500834719,0.0,1.0500986467233133,0.0
0.0,9.681074004947057,0.0,1.5643631296154927,0.0
0.0,9.686115153050915,0.0,1.0123751000005168,0.0
1.97,9.84068405592988,0.0,1.2465195996964593,16.93050397877984
54.28,9.85095079603676,0.0,3.272701459166732,357.06737400530517
54.28,9.889159793981507,0.0,0.23398738018840426,524.0827586206897
51.0,9.794768191885126,0.0,0.033494982336053525,497.8249336870027
0.0,9.88279695795508,0.0,0.12152374840600721,0.0
0.0,6.105981360222321,0.0,0.27043759364407194,0.0
0.0,9.869518020014759,0.0,0.16129520834367028,0.0
43.0,6.128327500798873,0.0,0.5580357236105442,239.52254641909815
0.0,5.6790921241342005,0.0,0.1618507448238553,0.0
0.0,5.70794978685929,0.0,0.1907084075489447,0.0
0.0,5.708416578978475,0.0,0.24422559754611406,0.0
0.0,5.669497215436723,0.0,1.0541126000521075,0.0
0.0,5.592584359017936,0.0,0.6854225553044078,0.0
0.0,5.487788042231258,0.029453337079087483,0.0,0.0
0.0,9.485713231278108,0.08988358569801846,0.0,0.0
37.43,9.622811688861384,0.0,0.04721487188525764,358.4145888594164
45.44,9.411543268403767,0.16405354857236,0.0,435.1151193633952
44.94,9.29502652836083,0.22751989073731416,0.0,427.9432360742706
44.99,9.373010671693471,0.04343495164870248,0.0,423.64588859416443
45.44,9.640902198905417,0.0,0.11835577980727228,432.3234036728403
44.44,9.774228504727832,0.0,0.19863168775170514,424.44704826378467
44.44,9.714669112058886,0.0,0.16559749402174972,423.89375777242896
45.0,9.468474265860065,0.05407215323807968,0.0,428.5145888594165
48.2,8.818426616006152,0.06751502855618163,0.0,428.30238726790446
47.82,8.005064261765217,0.0,0.4188573652134906,359.34197197200507
48.43,7.482266729158074,0.05088976951566515,0.0,364.8307692307692
49.0,6.896439025814654,1.3794230431508652,0.0,405.51724137931046
49.0,5.98377710610028,2.21250936604826,0.0,401.6180371352785
48.93,5.067178510004494,0.3174368746108911,0.0,263.46923076923076
48.93,4.5908994715371785,0.0,0.47949363599341144,199.35860158910143
48.43,4.614162479175395,0.0,0.7680086330215485,183.45831917237192
46.1,4.968176912604752,0.0,0.564993888732074,200.353865879039
51.98,4.834991139747084,0.9209770300141873,0.0,290.84196380196215
51.98,5.354679635037861,1.621447685917044,0.0,351.65811178643673
51.98,5.5197406874681585,0.26275268123210704,0.0,299.609702964918
48.4,5.497496144773993,0.682875208011155,0.0,299.12997347480115
48.79,5.4823960087626915,0.0,0.3365074145982341,251.06790450928386
45.92,5.1459032451890545,0.0,0.15916584465855066,228.99098143236074
51.07,4.4123101524985096,0.0,0.035652327564823116,223.51591511936337
51.0,4.092852998590855,1.3448127839025141,0.0,277.3209549071618
51.0,4.036265264113899,0.28734216294180337,0.0,220.50397877984082
50.47,3.951616768739222,0.0,0.5298661056092486,167.63023599854534
49.5,3.6518385110896183,0.0,0.6279658320445258,144.22467453226514
51.0,3.0815365472110674,0.0,0.37596625543387896,134.04771818624388
62.0,2.5976978112307467,0.0,0.3165307024774312,141.43236074270555
52.99,2.1219618196185825,0.21225568701271902,0.0,123.69018567639267
50.97,1.65357515625483,0.17666357053562098,0.0,93.28726790450928
50.47,1.245189598561109,0.7442003218632957,0.0,100.40450928381969
50.6,0.8972385112963372,1.3308781995789924,0.0,112.74270557029169
51.48,0.6067986767612598,0.7725116680663265,0.0,71.00689655172414
65.67,0.42605295437286794,1.324610175600607,0.0,114.96604774535811
61.51,0.3575626724724822,0.5177688925142553,0.0,53.841644562334224
