Forward price,Forward bid,Power sold,Power bought,hydrogen scheduled,lambda_DW,lambda_UP,E_real,E_forecast
48.64,1.8660463416997446,0.0,1.7629717129387197,3.053424044979028,67.43,48.64,3.156498673740053,E_forecast[238]
44.5,2.5640202920256607,0.0,1.3693572338059425,3.1554695677749764,60.49,44.5,4.350132625994695,E_forecast[239]
42.97,3.4561779876738177,0.0,0.4392379544547742,3.110380921688118,50.5,42.97,6.127320954907161,E_forecast[240]
42.0,4.7507409801303,0.0,0.09668570248376884,2.9852020167831763,47.84,42.0,7.639257294429708,E_forecast[241]
46.58,5.241283656801515,0.0,0.275758429672206,2.7002572662393916,46.58,46.58,7.665782493368701,E_forecast[242]
42.52,5.3955802127779835,0.0,1.1077906376814557,2.874014138431323,45.74,42.52,7.161803713527851,E_forecast[243]
42.52,4.9644866208210825,0.0,1.0258693542741875,2.9314092586520437,43.81,42.52,6.870026525198939,E_forecast[244]
44.05,4.753728403999709,0.0,1.0079463290740298,2.885517659822331,46.24,44.05,6.63129973474801,E_forecast[245]
44.05,4.767450142456468,0.0,0.30366080558381014,2.8836907692281377,46.46,44.05,7.347480106100796,E_forecast[246]
46.61,5.27921176081835,0.0,0.015447095019029078,2.6937950158982913,51.29,46.61,7.957559681697612,E_forecast[247]
60.53,5.7546776458996,0.5890606972275005,0.0,2.011699322655394,60.53,60.53,8.355437665782494,E_forecast[248]
60.02,6.067821366607102,0.959357429103817,0.0,1.9913888435463791,60.02,60.02,9.018567639257295,E_forecast[249]
51.22,6.3404267396781115,0.2590868803125206,0.0,2.3394784224496865,62.92,51.22,8.938992042440319,E_forecast[250]
51.22,6.49531130325567,0.018722607241294043,0.0,2.3188573361873868,61.58,51.22,8.83289124668435,E_forecast[251]
49.69,6.551458670495814,0.08591477535673242,0.0,2.3811941934047485,60.6,49.69,9.018567639257295,E_forecast[252]
50.2,6.551675171296306,0.08257078764588766,0.0,2.35779648137611,51.89,50.2,8.992042440318302,E_forecast[253]
46.3,6.571947315338856,0.0,0.3018763676971412,2.536295100103642,50.8,46.3,8.806366047745357,E_forecast[254]
45.46,6.593997502363033,0.0,0.5729707943286542,2.573137748199043,45.46,45.46,8.594164456233422,E_forecast[255]
42.2,6.513904709091943,0.0,1.5888230915007444,2.7407008757775024,42.2,42.2,7.665782493368701,E_forecast[256]
45.93,6.370305215095471,0.0,2.4522615040367177,2.5806300289942965,45.93,45.93,6.49867374005305,E_forecast[257]
51.51,6.150713402395361,0.0,2.8259245811288767,2.351603751677812,51.51,51.51,5.676392572944296,E_forecast[258]
50.44,5.798905689504529,0.0,3.2592241471858197,2.4470558582117947,50.44,50.44,4.986737400530504,E_forecast[259]
49.64,5.258808895642807,0.0,3.5968941579968927,2.555591893653821,49.64,49.64,4.217506631299735,E_forecast[260]
48.93,4.601746142511298,0.0,3.0865468768958526,2.675782166745297,48.93,48.93,4.190981432360743,E_forecast[261]
48.34,3.9279497693185794,0.0,2.662410920069974,2.792816588417177,48.34,48.34,4.058355437665782,E_forecast[262]
47.54,3.3744113857847697,0.0,2.9890628534851693,2.903776136135413,47.54,47.54,3.2891246684350133,E_forecast[263]
45.03,3.061857675148657,0.0,2.8100748465955014,3.0638670388208498,45.03,45.03,3.315649867374005,E_forecast[264]
47.24,2.6599534178373627,0.0,1.375804762217458,3.0129335724968063,47.24,47.24,4.297082228116711,E_forecast[265]
51.2,3.235041379049984,0.0,1.0551857833872802,2.753831406989816,51.2,45.88,4.93368700265252,E_forecast[266]
51.2,4.0132486332077955,0.0,1.623682956607519,2.650222121808212,51.2,44.61,5.039787798408488,E_forecast[267]
49.22,4.358171751862955,0.0,1.4031322622750455,2.6948278844173963,49.22,42.9,5.649867374005305,E_forecast[268]
42.03,4.544379959760047,0.0,1.534371989766746,3.0112121891578933,42.03,42.03,6.021220159151194,E_forecast[269]
50.6,4.872159126144736,0.0,3.9339775977123295,2.563144731514543,50.6,42.0,3.50132625994695,E_forecast[270]
50.6,3.975120559875676,0.0,1.1935046084225664,2.682575029979251,50.6,44.06,5.464190981432361,E_forecast[271]
50.6,4.470361873764096,0.0,0.37612592553637736,2.616639383337268,50.6,46.39,6.710875331564987,E_forecast[272]
50.6,4.765870877907027,0.0,0.022211751821790138,2.5772957810765673,50.6,48.02,7.320954907161804,E_forecast[273]
50.6,5.244577700598946,0.17289527167191743,0.0,2.51356151048776,50.6,49.91,7.931034482758621,E_forecast[274]
53.3,5.5330013294694735,0.4158996391902461,0.0,2.3534862992447874,53.3,50.3,8.30238726790451,E_forecast[275]
53.0,5.610399369171485,0.28237225617764405,0.0,2.3565652446773964,53.0,50.32,8.249336870026525,E_forecast[276]
50.32,5.855059933577875,0.002268898568084765,0.0,2.445058435758551,50.32,50.32,8.30238726790451,E_forecast[277]
46.66,6.0917644852810655,0.7148964261856774,0.0,2.5832595129364435,49.95,46.66,9.389920424403183,E_forecast[278]
46.66,6.26451888973834,0.6447178672094189,0.0,2.5602592642724007,50.09,46.66,9.46949602122016,E_forecast[279]
46.66,6.378677918116419,0.5988081895128169,0.0,2.545060311468909,50.82,46.66,9.522546419098143,E_forecast[280]
46.66,6.463342428273992,0.604991375385902,0.0,2.5337882122552235,51.7,46.66,9.60212201591512,E_forecast[281]
50.76,6.486443401975131,0.8277945814028955,0.0,2.340934430415077,52.96,50.76,9.655172413793103,E_forecast[282]
48.0,6.48764785965768,0.6996951491449535,0.0,2.4678294049904697,52.33,48.0,9.655172413793103,E_forecast[283]
46.5,6.48682192139739,0.6036285318281847,0.0,2.5381967616285377,51.23,46.5,9.628647214854112,E_forecast[284]
46.5,6.46435500476747,0.4109026471369228,0.0,2.5411879714377803,50.02,46.5,9.416445623342176,E_forecast[285]
46.5,6.372710445276989,0.6229717893606255,0.0,2.5533893833995176,49.23,46.5,9.549071618037136,E_forecast[286]
45.12,6.325864536145569,0.5981940698960688,0.0,2.6250130119954944,48.29,45.12,9.549071618037136,E_forecast[287]
44.4,6.322072641617407,0.46098028994122237,0.0,2.659917890722536,47.22,44.4,9.442970822281167,E_forecast[288]
44.01,6.848598298209933,0.0,0.27941158583515957,2.6085321205164727,44.01,44.01,9.177718832891246,E_forecast[289]
44.02,6.739322718319258,0.0,0.07810339901546204,2.6226003093434196,44.02,44.02,9.283819628647215,E_forecast[290]
37.03,6.716511993947255,0.0,0.6421934960411617,2.9707743402901934,37.03,37.03,9.045092838196286,E_forecast[291]
26.54,0.0,4.686393776870961,0.0,3.536417894216573,26.54,26.54,8.222811671087534,E_forecast[292]
23.25,0.0,3.6420441795586846,0.0,3.731961125481103,23.25,23.25,7.374005305039788,E_forecast[293]
0.0,0.0,3.022089275002271,0.0,5.17419719714627,20.01,0.0,8.196286472148541,E_forecast[294]
40.06,6.3511570973281115,0.19774394901436576,0.0,2.867544576999696,40.06,40.06,9.416445623342176,E_forecast[295]
43.36,6.64313892430533,0.0,0.0,2.667205903280877,45.86,43.36,9.310344827586206,E_forecast[296]
26.23,0.0,5.529459354606189,0.0,3.489108284651106,26.23,26.23,9.018567639257295,E_forecast[297]
43.36,7.151321839509073,0.0,1.3689062070596165,2.599547232272029,48.78,43.36,8.381962864721485,E_forecast[298]
43.36,7.280259327341762,0.0,0.1278920154407288,2.5823806987090467,49.47,43.36,9.73474801061008,E_forecast[299]
43.7,7.3510280360103355,0.0,0.09326083279106978,2.5565564042077904,49.85,43.7,9.814323607427056,E_forecast[300]
44.89,7.395157998907803,0.0,0.10097619531808633,2.493616604898347,49.87,44.89,9.787798408488063,E_forecast[301]
43.36,7.401252369114792,0.0,0.20625103571744052,2.5662718761517214,49.36,43.36,9.761273209549072,E_forecast[302]
43.36,7.445830108799143,0.0,0.19184336764176102,2.560336866269674,48.73,43.36,9.814323607427056,E_forecast[303]
43.36,7.448964021797353,0.0,0.22108523535021796,2.559919622040928,49.21,43.36,9.787798408488063,E_forecast[304]
45.0,7.449099344533598,0.0,0.14248799366090648,2.481187057615372,50.17,45.0,9.787798408488063,E_forecast[305]
46.93,7.449654524037799,0.0,0.05163560649657751,2.3897794909468404,50.29,46.93,9.787798408488063,E_forecast[306]
46.93,7.453573158068593,0.0,0.0019821219012809976,2.3892577701987365,49.57,46.93,9.840848806366049,E_forecast[307]
46.93,7.476567364135714,0.0,0.04844011461496933,2.3861963579063117,48.63,46.93,9.814323607427056,E_forecast[308]
40.01,7.489779667694549,0.0,0.3673590631093493,2.718428201780849,40.01,40.01,9.840848806366049,E_forecast[309]
40.22,7.489333501799259,0.0,0.35657088646186264,2.7080861910286527,40.22,40.22,9.840848806366049,E_forecast[310]
3.04,0.0,5.070218044119139,0.0,4.77063076224691,3.04,3.04,9.840848806366049,E_forecast[311]
0.0,0.0,4.870422587306857,0.0,4.970426219059192,0.0,0.0,9.840848806366049,E_forecast[312]
0.0,0.0,4.778640333544901,0.0,5.009158074943162,0.0,0.0,9.787798408488063,E_forecast[313]
0.0,0.0,1.079693933164143,0.0,5.392454607949916,0.0,0.0,6.472148541114059,E_forecast[314]
0.0,0.0,0.4041011408461834,0.0,5.404917426793073,0.0,0.0,5.8090185676392565,E_forecast[315]
0.0,0.0,0.5010372438304085,0.0,5.3875569206258245,0.0,0.0,5.888594164456233,E_forecast[316]
0.0,0.0,4.6461726287126925,0.0,5.008999785080411,0.0,0.0,9.655172413793103,E_forecast[317]
1.59,0.0,4.766563930164887,0.0,4.915133682567209,1.59,1.59,9.681697612732096,E_forecast[318]
52.03,7.222924253989218,0.43254227212853724,0.0,2.1853822802482954,52.03,48.07,9.840848806366049,E_forecast[319]
55.09,7.232398899309947,0.5338431666725185,0.0,2.0480815414445903,55.09,51.22,9.814323607427056,E_forecast[320]
55.09,7.169117421755194,0.5356490503367155,0.0,2.056506737457161,55.09,51.66,9.761273209549072,E_forecast[321]
54.26,7.144267203009883,0.5736908027874064,0.0,2.096365601629767,54.26,50.68,9.814323607427056,E_forecast[322]
54.07,7.159963960999745,0.47210477943242063,0.0,2.102679270177911,54.07,50.6,9.73474801061008,E_forecast[323]
54.07,7.158845311226068,0.4730744939413585,0.0,2.1028282054426493,54.07,50.27,9.73474801061008,E_forecast[324]
46.42,7.155646456553807,0.12618012668485612,0.0,2.4529214273714124,49.89,46.42,9.73474801061008,E_forecast[325]
43.87,7.142869540122227,0.015792945552159487,0.0,2.576085524935693,49.92,43.87,9.73474801061008,E_forecast[326]
43.36,7.168490656723568,0.0,0.03100404916778565,2.597261403054294,50.04,43.36,9.73474801061008,E_forecast[327]
43.87,7.170666442607099,0.0,0.03482832016073356,2.5723846892247266,50.18,43.87,9.708222811671089,E_forecast[328]
46.93,7.150751319126794,0.15442169974425912,0.0,2.429574991739023,50.93,46.93,9.73474801061008,E_forecast[329]
48.0,7.151120816475316,0.23065673006002108,0.0,2.3794956630137336,51.25,48.0,9.761273209549072,E_forecast[330]
50.93,7.1317317385810135,0.38225160803330205,0.0,2.247289862934755,50.93,50.93,9.761273209549072,E_forecast[331]
50.52,7.13258033513025,0.3628499108772498,0.0,2.2658429635415716,50.52,50.52,9.761273209549072,E_forecast[332]
51.89,7.136284223984103,0.05041026042585717,0.0,2.2032259399932226,51.89,49.61,9.389920424403183,E_forecast[333]
51.0,7.116363426032175,0.0,0.4500520055889634,2.246155423058114,51.0,44.3,8.912466843501326,E_forecast[334]
49.4,7.0945469175415745,0.0,0.9287035002762574,2.3222202432121373,49.4,41.29,8.488063660477454,E_forecast[335]
49.4,7.102162844201232,0.0,0.13954948631474462,2.321206270760728,49.4,37.26,9.283819628647215,E_forecast[336]
50.53,6.789362474637136,0.5016771186094894,0.0,2.311082422668492,50.53,37.67,9.60212201591512,E_forecast[337]
50.53,6.94509936365327,0.47277558887486665,0.0,2.2903478591429556,50.53,36.7,9.708222811671089,E_forecast[338]
50.53,6.710343773183848,0.6497509917233336,0.0,2.3216028478249164,50.53,37.06,9.681697612732096,E_forecast[339]
50.0,6.203647270112013,0.5607866238555701,0.0,2.4132849389236646,50.0,40.64,9.177718832891246,E_forecast[340]
49.0,6.720177447672362,0.49144038031137166,0.0,2.390504187931384,49.0,44.31,9.60212201591512,E_forecast[341]
48.46,6.876051079245797,0.2252276258061521,0.0,2.3947425151072013,48.46,48.46,9.49602122015915,E_forecast[342]
50.91,7.021697527270613,0.2114749798263169,0.0,2.262848713062221,50.91,50.91,9.49602122015915,E_forecast[343]
53.73,6.913416874809075,0.4850787252743043,0.0,2.1505760179537536,53.73,53.73,9.549071618037136,E_forecast[344]
57.02,6.691278331439817,0.0,0.1863041806843908,2.0361399076000115,57.02,57.02,8.541114058355438,E_forecast[345]
52.06,6.268748735676548,0.09392248350295596,0.0,2.311068833870895,58.38,52.06,8.673740053050398,E_forecast[346]
52.06,6.058475426473402,0.9128051108350093,0.0,2.339064290277795,56.54,52.06,9.310344827586206,E_forecast[347]
59.0,6.49066908011529,0.9476285804009318,0.0,1.9781479628259526,59.0,55.0,9.416445623342176,E_forecast[348]
49.51,6.974271156758286,0.05595118714398773,0.0,2.333172881561918,53.92,49.51,9.36339522546419,E_forecast[349]
49.51,7.122162003184376,0.13995188603230083,0.0,2.313482927759454,53.31,49.51,9.575596816976127,E_forecast[350]
50.53,7.175134748883873,0.24684155271401395,0.0,2.2597213111342107,52.63,50.53,9.681697612732096,E_forecast[351]
50.53,7.189207369711928,0.2346425384050912,0.0,2.257847704615078,52.63,50.53,9.681697612732096,E_forecast[352]
50.53,7.195071444284427,0.22955919746294917,0.0,2.2570669709847215,53.91,50.53,9.681697612732096,E_forecast[353]
50.53,7.196731747816535,0.28117034199979063,0.0,2.2568459207937512,54.5,50.53,9.73474801061008,E_forecast[354]
50.02,7.156010602333375,0.3196897551740987,0.0,2.285572852041596,54.27,50.02,9.761273209549072,E_forecast[355]
50.02,7.097304180101892,0.2910045002186621,0.0,2.2933889324115433,53.32,50.02,9.681697612732096,E_forecast[356]
49.51,6.94123190653747,0.031541245874929125,0.0,2.3375716751738067,52.5,49.51,9.310344827586206,E_forecast[357]
48.48,6.605949524774121,0.6194470376836003,0.0,2.4297758513353824,51.65,48.48,9.655172413793103,E_forecast[358]
48.48,6.108212420602163,1.130491806452562,0.0,2.4960437835553515,50.4,48.48,9.73474801061008,E_forecast[359]
44.5,6.037709512329333,0.7387984396315677,0.0,2.6929880692592585,48.66,44.5,9.46949602122016,E_forecast[360]
44.5,6.442683505176952,0.0,1.3098706872784964,2.6390704712262116,49.48,44.5,7.771883289124668,E_forecast[361]
46.09,6.666823355214662,0.0,1.0306451691363074,2.533583087131194,49.01,46.09,8.169761273209549,E_forecast[362]
46.09,6.873648480238531,0.24895201809366618,0.0,2.506046716521915,48.91,46.09,9.628647214854112,E_forecast[363]
46.09,7.027737899159852,0.0,0.017248173564470726,2.485531494563769,49.06,46.09,9.49602122015915,E_forecast[364]
46.09,7.013169083590421,0.0,0.19029541967158892,2.487471163667374,49.12,46.09,9.310344827586206,E_forecast[365]
46.09,7.010588082086769,0.0,0.10848245181626037,2.487814794132674,51.06,46.09,9.389920424403183,E_forecast[366]
48.4,6.962560156311429,0.22702824700671978,0.0,2.3860084136579807,52.82,48.4,9.575596816976127,E_forecast[367]
62.99,6.891897904532999,0.0,0.05627170512102175,1.7585382568214447,62.99,56.67,8.594164456233422,E_forecast[368]
62.99,6.688819848585953,0.0,1.047339894237906,1.785575748569725,62.99,59.41,7.427055702917772,E_forecast[369]
49.68,6.4867138832900375,0.0,1.8743347700966533,2.3902734067005156,56.37,49.68,7.0026525198939,E_forecast[370]
49.5,6.4744456192158895,0.0,2.5881522089251807,2.4001787382504056,55.56,49.5,6.286472148541114,E_forecast[371]
49.0,6.502286434067714,0.0,2.131349359161187,2.419513853475436,54.92,49.0,6.790450928381962,E_forecast[372]
49.0,6.468327804696161,0.0,2.1549623259681208,2.4240350517759337,54.15,49.0,6.737400530503979,E_forecast[373]
48.14,6.471791922909028,0.0,0.3145286683606594,2.4634264006240447,53.16,48.14,8.620689655172413,E_forecast[374]
7.47,0.0,4.168688174551994,0.0,4.611152674254372,53.55,7.47,8.779840848806366,E_forecast[375]
0.0,0.0,4.3944980337531625,0.0,5.048472788528004,53.72,0.0,9.442970822281167,E_forecast[376]
54.83,6.90486040845577,0.5411001652434662,0.0,2.103111044337896,54.83,54.83,9.549071618037136,E_forecast[377]
49.17,7.000423460686692,0.3624514700784154,0.0,2.3453478809059845,54.01,49.17,9.708222811671089,E_forecast[378]
49.17,7.047349760321153,0.3748232617678209,0.0,2.3391001874600965,52.67,49.17,9.761273209549072,E_forecast[379]
49.17,7.0965392658446,0.38523316722714895,0.0,2.332551174355308,52.16,49.17,9.814323607427056,E_forecast[380]
51.35,7.10560398431323,0.5035319336295866,0.0,2.2317128884232336,51.35,51.35,9.840848806366049,E_forecast[381]
50.09,7.134713136351769,0.42093189586503144,0.0,2.28520377414925,50.09,50.09,9.840848806366049,E_forecast[382]
46.4,7.1587426695556875,0.22865382991358985,0.0,2.4534523068967733,46.4,46.4,9.840848806366049,E_forecast[383]
43.21,7.168504060864009,0.06783496871351513,0.0,2.6045097767885244,43.21,43.21,9.840848806366049,E_forecast[384]
51.0,7.160374988216062,0.44017802499539277,0.0,2.2402957931545955,51.0,31.44,9.840848806366049,E_forecast[385]
51.0,7.080503254652852,0.4563653641758459,0.0,2.250929789659364,51.0,30.59,9.787798408488063,E_forecast[386]
51.8,6.913695552753284,0.6106572152487919,0.0,2.236920441546995,51.8,36.54,9.761273209549072,E_forecast[387]
53.41,6.379201098667128,0.08513836585006374,0.0,2.2359257874721976,53.41,38.83,8.70026525198939,E_forecast[388]
53.74,6.240032076305024,0.30002327815812,0.0,2.239785494343222,53.74,46.99,8.779840848806366,E_forecast[389]
54.0,6.534519194890295,0.0,0.6599081801002074,2.189049462663493,54.0,50.3,8.063660477453581,E_forecast[390]
55.46,6.5001453141423475,0.7338870430153496,0.0,2.1293628683064947,55.46,52.74,9.36339522546419,E_forecast[391]
60.6,6.882948747307555,1.0462935562935618,0.0,1.8585561048869446,60.6,53.94,9.787798408488063,E_forecast[392]
62.65,6.9898867898207095,0.9854415684625045,0.0,1.7594196523268621,62.65,54.42,9.73474801061008,E_forecast[393]
59.0,7.035637135282758,0.7669939000294645,0.0,1.90559177635887,59.0,54.74,9.708222811671089,E_forecast[394]
61.1,7.045817396346587,0.7933362505214507,0.0,1.8160187669250654,61.1,54.8,9.655172413793103,E_forecast[395]
61.1,7.06571675950248,0.8821870529149001,0.0,1.8133693971316909,61.1,54.62,9.761273209549072,E_forecast[396]
59.0,7.07448469917205,0.7598436384026748,0.0,1.9004196730353513,59.0,54.43,9.73474801061008,E_forecast[397]
49.82,7.011956910123272,0.38234781210079927,0.0,2.3139180894470206,54.47,49.82,9.708222811671089,E_forecast[398]
49.82,6.877864421552857,0.36596144375378614,0.0,2.331770951669487,55.0,49.82,9.575596816976127,E_forecast[399]
49.82,6.463674168489577,0.6984818615105794,0.0,2.3869155880369752,55.9,49.82,9.549071618037136,E_forecast[400]
65.74,5.755847312311003,0.0,0.10101110187201456,1.7987446914177756,65.74,57.43,7.453580901856764,E_forecast[401]
65.74,5.015877300175289,0.0,2.50995740686829,1.8972631305656797,65.74,58.72,4.403183023872678,E_forecast[402]
63.17,4.6520252974117735,0.0,1.237229962311965,2.049395646332552,63.17,55.06,5.464190981432361,E_forecast[403]
59.57,4.561929893758225,0.0,2.1573732110273713,2.2108279326537623,59.57,53.85,4.615384615384616,E_forecast[404]
57.55,4.4586769129614705,0.0,0.2970958957597425,2.3105675239123307,57.55,53.05,6.472148541114059,E_forecast[405]
49.3,4.851453260469123,0.7724168321115465,0.0,2.6254667774458555,52.75,49.3,8.249336870026525,E_forecast[406]
49.3,5.500195347133946,1.3241055980661418,0.0,2.539094280264104,51.19,49.3,9.36339522546419,E_forecast[407]
49.3,5.616602038461636,0.7457435289365799,0.0,2.523596077164121,50.03,49.3,8.885941644562333,E_forecast[408]
54.3,5.697950576677168,1.0069333741246158,0.0,2.2871584895165205,54.3,51.16,8.992042440318302,E_forecast[409]
53.79,5.452916343608841,0.0,0.39474768322026854,2.3423618435902065,53.79,50.47,7.400530503978779,E_forecast[410]
50.12,4.424342414285164,0.0,1.3130596682263596,2.6446854237024686,50.12,50.12,5.755968169761273,E_forecast[411]
50.15,3.0518057394625284,0.0,3.251861344486233,2.8260502999839168,50.15,50.15,2.625994694960212,E_forecast[412]
50.65,1.8391559379039966,0.0,3.106218955227847,2.9646757494193414,50.65,50.65,1.6976127320954906,E_forecast[413]
53.03,1.4009152343790783,0.0,1.1600859890461686,2.9156694284071434,53.03,53.03,3.156498673740053,E_forecast[414]
55.94,1.5029905694261942,0.0,2.6321524956911064,2.773724260482419,55.94,55.94,1.6445623342175066,E_forecast[415]
71.91,1.5875896645090977,0.0,3.0924477321770105,2.11493764326473,71.91,71.91,0.610079575596817,E_forecast[416]
75.02,1.9799498112360434,0.0,3.2911409650063783,1.9477959283061441,75.02,75.02,0.636604774535809,E_forecast[417]
55.33,2.6607393437595697,0.0,3.105372583817496,2.6462247519942657,74.07,55.33,2.201591511936339,E_forecast[418]
54.5,3.404656248741703,0.0,1.8503812244760791,2.583656010217135,70.51,54.5,4.137931034482759,E_forecast[419]
54.5,3.9180605454828754,1.0202181836599598,0.0,2.5153021727139317,69.02,54.5,7.453580901856764,E_forecast[420]
53.28,4.0429376902397705,0.7783054117980193,0.0,2.552762203001998,67.29,53.28,7.374005305039788,E_forecast[421]
53.28,3.7823651629551325,0.42063134753518217,0.0,2.587454417891645,63.71,53.28,6.790450928381962,E_forecast[422]
65.83,3.3680952212138946,0.24828750927940835,0.0,2.113060240328977,65.83,65.83,5.729442970822282,E_forecast[423]
80.38,2.9997883968950223,1.1336312741601056,0.0,1.6225484987061431,80.38,66.5,5.755968169761273,E_forecast[424]
80.38,2.590150199778181,0.08289534468478355,0.0,1.6770870815317283,80.38,67.34,4.350132625994695,E_forecast[425]
73.24,2.18757747299931,0.0,1.3083267539145984,1.9854707663264293,73.24,73.24,2.864721485411141,E_forecast[426]
73.7,2.0077397364772014,0.0,1.8781433942097623,1.9924195728519245,73.7,73.7,2.1220159151193636,E_forecast[427]
57.89,1.948723364592871,0.0,2.430339249906904,2.630156999372389,60.48,57.89,2.1485411140583555,E_forecast[428]
52.5,2.1226864292940384,0.0,2.7113398223227634,2.8432953028430488,57.96,52.5,2.2546419098143238,E_forecast[429]
51.74,2.350220946268929,0.0,2.5183780621123786,2.847202208681646,56.33,51.74,2.6790450928381966,E_forecast[430]
51.74,2.5059567720751534,0.0,2.122875487167315,2.8264677867101984,55.34,51.74,3.209549071618037,E_forecast[431]
51.9,2.450456681630815,0.0,2.0144959776356144,2.826638765500821,53.16,51.9,3.2625994694960214,E_forecast[432]
53.76,2.283050022651105,0.0,2.3962542545372494,2.765724125785349,53.76,53.76,2.6525198938992043,E_forecast[433]
53.18,1.9009843305636012,0.0,2.1173863079336823,2.842396672330293,53.18,53.18,2.625994694960212,E_forecast[434]
53.41,1.4525718143290132,0.0,1.8510525462691871,2.891849432205426,53.41,53.41,2.493368700265252,E_forecast[435]
48.81,1.3728526512418622,0.0,2.706883508484309,3.1112191861549134,52.46,48.81,1.7771883289124668,E_forecast[436]
48.29,1.1628430774856775,0.0,3.2120650699296385,3.163280347881627,52.25,48.29,1.1140583554376657,E_forecast[437]
48.2,0.7867586370414816,0.0,3.1554855608504253,3.217533289856689,51.99,48.2,0.8488063660477453,E_forecast[438]
46.0,0.5808008589611463,0.0,3.265793764497577,3.348122879011232,51.72,46.0,0.6631299734748011,E_forecast[439]
48.4,0.5647129812770291,0.0,3.3515922849075297,3.2378076855933653,52.75,48.4,0.45092838196286467,E_forecast[440]
51.38,0.5638478743396279,0.0,3.1346572982800125,3.101313402720226,54.65,51.38,0.5305039787798409,E_forecast[441]
52.0,0.7082986255205276,0.0,3.1788247079955614,3.0540804591328587,56.62,52.0,0.583554376657825,E_forecast[442]
53.95,0.7191293560910141,0.0,3.18066689538977,2.9655163191396046,60.12,53.95,0.5039787798408488,E_forecast[443]
48.5,0.6979873744627481,0.0,3.2237573991973996,3.2154251971484444,57.04,48.5,0.6896551724137931,E_forecast[444]
48.2,0.6996729562468591,0.0,2.94736833541059,3.2291277399064366,55.26,48.2,0.9814323607427056,E_forecast[445]
47.27,0.6011203711031884,0.0,3.329729455978442,3.2856382625940865,54.38,47.27,0.5570291777188329,E_forecast[446]
45.5,0.4424182376580636,0.0,3.620465699830388,3.390249053684261,53.84,45.5,0.21220159151193632,E_forecast[447]
46.75,0.3192757595834225,0.0,3.613790958192593,3.3475655964871547,55.41,46.75,0.05305039787798408,E_forecast[448]
49.32,0.2780843924862375,0.0,3.458470663588679,3.2334366689804255,61.42,49.32,0.05305039787798408,E_forecast[449]
107.17,0.8310641288030711,0.0,1.9313411668544678,1.1268022369903887,107.17,64.74,0.02652519893899204,E_forecast[450]
52.4,0.30683877707279805,0.0,3.343330384344262,3.089542005149448,62.72,52.4,0.05305039787798408,E_forecast[451]
49.84,0.3677909972507801,0.0,3.353183960161945,3.1975945544231013,57.37,49.84,0.21220159151193632,E_forecast[452]
47.78,0.40747121141460346,0.0,3.3502294387518727,3.287585813544166,54.61,47.78,0.3448275862068966,E_forecast[453]
46.3,0.4066168008922163,0.0,3.5515526803269575,3.3571374709466775,53.6,46.3,0.21220159151193632,E_forecast[454]
45.0,0.44465529719405483,0.0,3.4870501914798724,3.4137476794317063,52.8,45.0,0.3713527851458886,E_forecast[455]
45.0,0.4628617591342115,0.0,3.5824082706387337,3.4113236998334346,50.75,45.0,0.2917771883289125,E_forecast[456]
46.5,0.3612453479657315,0.0,3.5558405098603116,3.3537463555285325,51.0,46.5,0.15915119363395225,E_forecast[457]
46.5,0.2661782956239286,0.0,3.5264809326530084,3.3664034327850483,49.73,46.5,0.10610079575596816,E_forecast[458]
46.5,0.19781411041337638,0.0,3.520269045005703,3.375505332470311,50.0,46.5,0.05305039787798408,E_forecast[459]
45.67,0.14217537306111716,0.0,3.484753382168337,3.422153605924196,50.11,45.67,0.07957559681697612,E_forecast[460]
45.67,0.10594882500803526,0.0,3.4268247805894205,3.4269767513373535,50.85,45.67,0.10610079575596816,E_forecast[461]
46.18,0.059399124292041916,0.0,3.3623301369762584,3.4090318084401847,51.11,46.18,0.10610079575596816,E_forecast[462]
45.16,0.05673172602099885,0.0,3.4879766062704913,3.4577700791884842,50.99,45.16,0.02652519893899204,E_forecast[463]
47.21,0.047643063038586564,0.0,3.3832557437580153,3.3621378796584205,51.83,47.21,0.02652519893899204,E_forecast[464]
48.9,0.07056630958052945,0.0,3.3244837065400286,3.280442595898491,52.14,48.9,0.02652519893899204,E_forecast[465]
55.68,0.09700204926842831,0.0,3.016205158306685,2.972253506916241,55.68,53.68,0.05305039787798408,E_forecast[466]
56.2,0.11613587428183691,0.0,3.010140734528218,2.947055258124365,56.2,54.48,0.05305039787798408,E_forecast[467]
56.2,0.15343986388070585,0.0,3.069003328786585,2.942088663844871,56.2,54.7,0.02652519893899204,E_forecast[468]
56.2,0.19000830208249286,0.0,3.1007031028605945,2.9372199997170934,56.2,54.17,0.02652519893899204,E_forecast[469]
56.2,0.24655704482468227,0.0,3.1497230352734875,2.929691189387797,56.2,53.71,0.02652519893899204,E_forecast[470]
49.5,0.27413961056209496,0.0,3.42024170491784,3.225677691172721,54.04,49.5,0.07957559681697612,E_forecast[471]
49.5,0.33265827853203467,0.0,3.364868494067819,3.2178866081087287,55.39,49.5,0.1856763925729443,E_forecast[472]
50.29,0.411792933815088,0.0,3.264627522037614,3.1711369754904304,58.02,50.29,0.3183023872679045,E_forecast[473]
86.0,0.7187967083814317,0.0,2.219289891282002,1.7392199733514984,86.0,65.93,0.23872679045092837,E_forecast[474]
